Time_in_sec,Mx,My,Mz
1322933175.57364273,-0.53600311,0.02121888,-0.56348896
1322933175.62458134,-0.53724313,0.02277654,-0.56583905
1322933175.67253542,-0.53763533,0.02060490,-0.56357795
1322933175.72452450,-0.53929245,0.02315534,-0.56369191
1322933175.77254176,-0.53697222,0.02302654,-0.56582540
1322933175.82565022,-0.53794527,0.01920037,-0.56211811
1322933175.87351513,-0.53966576,0.02062546,-0.56342775
1322933175.92465019,-0.53624678,0.02260668,-0.56284642
1322933175.97260785,-0.53800058,0.02113127,-0.56506997
1322933176.02463865,-0.53820205,0.02225824,-0.56375611
1322933176.07263494,-0.53721601,0.02034548,-0.56341863
1322933176.12464285,-0.53739834,0.02210072,-0.56170821
1322933176.17263579,-0.53793824,0.02137212,-0.56400114
1322933176.22465062,-0.53557879,0.02338436,-0.56521469
1322933176.27264452,-0.53669930,0.02198775,-0.56366795
1322933176.32564569,-0.53827131,0.02290342,-0.56483191
1322933176.37263846,-0.53747380,0.02047213,-0.56316757
1322933176.42464447,-0.53780270,0.02351928,-0.56374264
1322933176.47263646,-0.53867674,0.02037968,-0.56510311
1322933176.52572823,-0.53858632,0.02112070,-0.56350291
1322933176.57265711,-0.53711474,0.02277650,-0.56596506
1322933176.62564087,-0.53933859,0.02086470,-0.56247711
1322933176.67265558,-0.53837770,0.02112984,-0.56455803
1322933176.72564197,-0.53693002,0.02377678,-0.56502831
1322933176.77367759,-0.53802961,0.01972205,-0.56346059
1322933176.82567167,-0.53827620,0.02250066,-0.56269515
1322933176.87366700,-0.53762609,0.02045222,-0.56117553
1322933176.92464256,-0.53879988,0.02174443,-0.56245279
1322933176.97264218,-0.53763127,0.02110967,-0.56344807
1322933177.02464366,-0.53894049,0.02126580,-0.56485808
1322933177.07263446,-0.53829539,0.02086132,-0.56321758
1322933177.12566209,-0.53895634,0.02225539,-0.56273234
1322933177.17265201,-0.53842390,0.02189699,-0.56523329
1322933177.22559237,-0.53726304,0.02326136,-0.56384319
1322933177.27265453,-0.53959733,0.02212900,-0.56210124
1322933177.32452035,-0.53853828,0.02113603,-0.56496745
1322933177.37264347,-0.53735542,0.02277350,-0.56544536
1322933177.42557001,-0.53697515,0.02237063,-0.56368667
1322933177.47256994,-0.53827816,0.02275382,-0.56269717
1322933177.52463865,-0.53858322,0.02175204,-0.56337410
1322933177.57259202,-0.53759921,0.02009244,-0.56303853
1322933177.62195563,-0.53864759,0.02075327,-0.56457072
1322933177.67357111,-0.53611541,0.02121584,-0.56309527
1322933177.72476768,-0.53866261,0.02164084,-0.56471157
1322933177.77264881,-0.53980112,0.02151153,-0.56330872
1322933177.82555556,-0.53657484,0.02249402,-0.56379801
1322933177.87263870,-0.53832853,0.02099404,-0.56375396
1322933177.92456269,-0.53805244,0.02364439,-0.56335777
1322933177.97252011,-0.53753304,0.02086263,-0.56410754
1322933178.02457142,-0.53687489,0.02187044,-0.56434405
1322933178.07264829,-0.53832549,0.02061431,-0.56375098
1322933178.12464452,-0.54034686,0.02151783,-0.56334007
1322933178.17256546,-0.53821117,0.02342199,-0.56603271
1322933178.22564721,-0.53970784,0.02189737,-0.56397313
1322933178.27263904,-0.53803068,0.01883755,-0.56358743
1322933178.32465315,-0.53777075,0.02047990,-0.56358480
1322933178.37264824,-0.53850299,0.01971452,-0.56228727
1322933178.42565870,-0.53708261,0.02277035,-0.56542969
1322933178.47364807,-0.53839982,0.02088130,-0.56495762
1322933178.52565908,-0.53833443,0.01970679,-0.56174403
1322933178.57364631,-0.53940803,0.01948773,-0.56380463
1322933178.62457848,-0.53989851,0.02165656,-0.56491590
1322933178.67256498,-0.53903174,0.02163788,-0.56406581
