Time_in_sec,gx,gy,gz
1322943163.97250509,0.00146471,-0.00065179,-0.99999871
1322943164.02056527,0.00127275,-0.00072245,-0.99999893
1322943164.06978989,0.00142134,-0.00067052,-0.99999877
1322943164.12050748,0.00119960,-0.00066448,-0.99999906
1322943164.17367935,0.00108430,-0.00065418,-0.99999920
1322943164.21363711,0.00084142,-0.00071822,-0.99999939
1322943164.27256465,0.00077506,-0.00068458,-0.99999947
1322943164.32057762,0.00048510,-0.00081004,-0.99999955
1322943164.37255073,0.00046781,-0.00076576,-0.99999960
1322943164.42165279,0.00036004,-0.00048675,-0.99999982
1322943164.47255921,0.00022569,-0.00029868,-0.99999993
1322943164.52056074,0.00001063,-0.00038097,-0.99999993
1322943164.57364941,-0.00026092,-0.00026511,-0.99999993
1322943164.62164974,-0.00035432,-0.00033959,-0.99999988
1322943164.66168189,-0.00046725,-0.00009502,-0.99999989
1322943164.72052455,-0.00048198,-0.00017517,-0.99999987
1322943164.77357912,-0.00031904,-0.00002759,-0.99999995
1322943164.82057595,-0.00032926,0.00009254,-0.99999994
1322943164.86967039,-0.00034801,-0.00001924,-0.99999994
1322943164.91264796,-0.00036665,0.00020508,-0.99999991
1322943164.96966243,-0.00018911,0.00015719,-0.99999997
1322943165.01041102,-0.00027529,0.00033845,-0.99999990
1322943165.06965065,-0.00038776,0.00028017,-0.99999989
1322943165.12168264,-0.00025598,0.00031275,-0.99999992
1322943165.17358518,-0.00047211,0.00050313,-0.99999976
1322943165.22059894,-0.00044988,0.00056046,-0.99999974
1322943165.26966524,-0.00027086,0.00053882,-0.99999982
1322943165.31255722,0.00015198,0.00050403,-0.99999986
1322943165.37266064,0.00008794,0.00073597,-0.99999973
1322943165.42057872,-0.00002777,0.00080559,-0.99999968
1322943165.46966195,-0.00031444,0.00079863,-0.99999963
1322943165.52172065,-0.00011945,0.00102108,-0.99999947
1322943165.57354975,-0.00000578,0.00115389,-0.99999933
1322943165.62056446,0.00021913,0.00102077,-0.99999946
1322943165.66085315,0.00004152,0.00111278,-0.99999938
1322943165.71314502,0.00014513,0.00127299,-0.99999918
1322943165.76966667,0.00017866,0.00148253,-0.99999889
1322943165.82056165,0.00014658,0.00160258,-0.99999871
1322943165.87256193,0.00000247,0.00153667,-0.99999882
1322943165.92099619,-0.00024049,0.00143067,-0.99999895
1322943165.96965671,-0.00020604,0.00153944,-0.99999879
1322943166.01313925,-0.00011279,0.00159357,-0.99999872
1322943166.07256269,-0.00013920,0.00157124,-0.99999876
1322943166.11369205,-0.00033205,0.00164810,-0.99999859
1322943166.16167712,-0.00026749,0.00160241,-0.99999868
1322943166.22064233,-0.00034789,0.00170483,-0.99999849
1322943166.26945305,-0.00035444,0.00154108,-0.99999875
1322943166.32056260,-0.00048553,0.00141574,-0.99999888
1322943166.36965871,-0.00057820,0.00144560,-0.99999879
1322943166.42164421,-0.00102563,0.00150887,-0.99999834
1322943166.47255254,-0.00117133,0.00161421,-0.99999801
1322943166.52064395,-0.00100270,0.00138657,-0.99999854
1322943166.57368183,-0.00085717,0.00137951,-0.99999868
1322943166.62065268,-0.00067739,0.00154843,-0.99999857
1322943166.66167426,-0.00049792,0.00141513,-0.99999887
1322943166.71268249,-0.00053437,0.00146215,-0.99999879
1322943166.76969790,-0.00050141,0.00145950,-0.99999881
1322943166.80964756,-0.00030892,0.00141490,-0.99999895
1322943166.86973238,-0.00049177,0.00133965,-0.99999898
1322943166.92055559,-0.00037454,0.00106615,-0.99999936
1322943166.96968102,-0.00048165,0.00097191,-0.99999941
1322943167.00969863,-0.00064977,0.00106705,-0.99999922
1322943167.07254815,-0.00082531,0.00088888,-0.99999926
1322943167.12064266,-0.00089140,0.00099180,-0.99999911
1322943167.16966486,-0.00089870,0.00113519,-0.99999895
1322943167.22170424,-0.00085892,0.00154438,-0.99999844
1322943167.26972532,-0.00080641,0.00153270,-0.99999850
1322943167.31264067,-0.00108794,0.00157393,-0.99999817
1322943167.36965489,-0.00110248,0.00144481,-0.99999835
1322943167.42064428,-0.00128742,0.00124175,-0.99999840
1322943167.47269249,-0.00129233,0.00146800,-0.99999809
1322943167.51331902,-0.00125764,0.00127680,-0.99999839
1322943167.57264066,-0.00110306,0.00118079,-0.99999869
1322943167.61361980,-0.00133519,0.00098206,-0.99999863
1322943167.66164517,-0.00139958,0.00087521,-0.99999864
1322943167.72064328,-0.00138263,0.00055689,-0.99999889
1322943167.76966906,-0.00115612,0.00058550,-0.99999916
