Time_in_sec,gx,gy,gz
1322939429.71656275,0.00063350,0.00248842,-0.99999670
1322939429.76558638,0.00069143,0.00246844,-0.99999671
1322939429.81651306,0.00061466,0.00239707,-0.99999694
1322939429.86672401,0.00067162,0.00229010,-0.99999715
1322939429.91767788,0.00086006,0.00221957,-0.99999717
1322939429.96455812,0.00065212,0.00231034,-0.99999712
1322939430.01655436,0.00043889,0.00232168,-0.99999721
1322939430.06476259,0.00052756,0.00246271,-0.99999683
1322939430.12457228,0.00055218,0.00240006,-0.99999697
1322939430.16454768,0.00068139,0.00230667,-0.99999711
1322939430.22455120,0.00078603,0.00249565,-0.99999658
1322939430.26566458,0.00061201,0.00250303,-0.99999668
1322939430.31754804,0.00073108,0.00259723,-0.99999636
1322939430.36461449,0.00051486,0.00249988,-0.99999674
1322939430.41656303,0.00043725,0.00248976,-0.99999680
1322939430.46513605,0.00044139,0.00244238,-0.99999692
1322939430.51656556,0.00029152,0.00223233,-0.99999747
1322939430.56584215,0.00046624,0.00222131,-0.99999742
1322939430.61334276,0.00059337,0.00205862,-0.99999771
1322939430.66630101,0.00064871,0.00196440,-0.99999786
1322939430.72454643,0.00044187,0.00205716,-0.99999779
1322939430.76609445,0.00064804,0.00222231,-0.99999732
1322939430.81767631,0.00061412,0.00199673,-0.99999782
1322939430.86624432,0.00046854,0.00212179,-0.99999764
1322939430.91437531,0.00039933,0.00221261,-0.99999747
1322939430.96608400,0.00020568,0.00226594,-0.99999741
1322939431.01361418,-0.00002546,0.00227337,-0.99999742
1322939431.06465220,0.00006387,0.00240843,-0.99999710
1322939431.11658692,-0.00001994,0.00269278,-0.99999637
1322939431.16576147,0.00001960,0.00251660,-0.99999683
1322939431.22567940,-0.00003892,0.00217558,-0.99999763
1322939431.26577640,0.00004055,0.00221186,-0.99999755
1322939431.31718063,0.00006334,0.00207227,-0.99999785
1322939431.36456275,0.00009155,0.00207203,-0.99999785
1322939431.41665173,-0.00005752,0.00201428,-0.99999797
1322939431.46453547,-0.00016388,0.00184330,-0.99999829
1322939431.52567601,-0.00036266,0.00180058,-0.99999831
1322939431.56588340,-0.00047924,0.00159174,-0.99999862
1322939431.61654043,-0.00022774,0.00158310,-0.99999872
1322939431.66579986,-0.00002275,0.00158088,-0.99999875
1322939431.72468400,0.00009988,0.00163330,-0.99999866
