Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322933744.22561336,-0.00005846,0.00003622,-3053.46704102,0,1,0
1322933864.92553163,-0.00005668,0.00003520,-4534.54882812,0,1,0
1322933864.96554637,-0.00005668,0.00003520,-4535.33593750,0,1,0
1322933865.01293993,-0.00005668,0.00003520,-4535.86083984,0,1,0
1322933865.06559968,-0.00005663,0.00003519,-4536.51708984,0,1,0
1322933865.11420631,-0.00005667,0.00003520,-4537.17285156,0,1,0
1322933865.16562891,-0.00005663,0.00003519,-4537.82958984,0,1,0
1322933865.21268034,-0.00005667,0.00003520,-4538.48535156,0,1,0
1322933865.27286410,-0.00005662,0.00003518,-4539.14208984,0,1,0
1322933865.32467532,-0.00005662,0.00003518,-4539.92968750,0,1,0
1322933865.37259388,-0.00005667,0.00003520,-4540.58593750,0,1,0
1322933865.41352296,-0.00005662,0.00003518,-4541.24218750,0,1,0
1322933865.47284245,-0.00005662,0.00003518,-4541.76757812,0,1,0
1322933865.51263857,-0.00005662,0.00003518,-4542.55517578,0,1,0
1322933865.56554508,-0.00005662,0.00003518,-4543.08056641,0,1,0
1322933865.62465763,-0.00005666,0.00003519,-4543.73681641,0,1,0
1322933865.67256546,-0.00005666,0.00003519,-4544.52490234,0,1,0
1322933865.71262836,-0.00005662,0.00003517,-4545.18164062,0,1,0
1322933865.77272415,-0.00005661,0.00003517,-4545.70703125,0,1,0
1322933865.81268978,-0.00005661,0.00003517,-4546.49462891,0,1,0
1322933865.86470771,-0.00005661,0.00003517,-4547.02001953,0,1,0
1322933865.91254711,-0.00005666,0.00003519,-4547.67675781,0,1,0
1322933865.96496964,-0.00005661,0.00003517,-4548.33398438,0,1,0
1322933866.02559900,-0.00005666,0.00003518,-4548.99023438,0,1,0
1322933866.07254767,-0.00005666,0.00003518,-4549.77880859,0,1,0
1322933866.11306667,-0.00005661,0.00003517,-4550.43554688,0,1,0
1322933866.17271829,-0.00005661,0.00003516,-4550.96142578,0,1,0
1322933866.22559762,-0.00005661,0.00003516,-4551.74951172,0,1,0
1322933866.26666641,-0.00005665,0.00003518,-4552.40625000,0,1,0
1322933866.32554770,-0.00005665,0.00003518,-4552.93212891,0,1,0
1322933866.36658311,-0.00005665,0.00003518,-4553.72070312,0,1,0
1322933866.41264296,-0.00005665,0.00003517,-4554.24609375,0,1,0
1322933866.47261238,-0.00005660,0.00003516,-4554.90380859,0,1,0
1322933866.52454185,-0.00005660,0.00003516,-4555.69238281,0,1,0
1322933866.56561637,-0.00005665,0.00003517,-4556.34912109,0,1,0
1322933866.62557602,-0.00005665,0.00003517,-4556.87500000,0,1,0
1322933866.67262030,-0.00005665,0.00003517,-4557.66406250,0,1,0
1322933866.72557116,-0.00005660,0.00003515,-4558.32128906,0,1,0
1322933866.77258277,-0.00005664,0.00003517,-4558.97851562,0,1,0
1322933866.82462955,-0.00005660,0.00003515,-4559.63623047,0,1,0
1322933866.87357473,-0.00005664,0.00003517,-4560.29345703,0,1,0
1322933866.92460847,-0.00005659,0.00003515,-4560.95117188,0,1,0
1322933866.96559334,-0.00005664,0.00003516,-4561.60839844,0,1,0
