Time_in_sec,gx,gy,gz
1322938210.57316589,-0.00535553,0.01010064,-0.99993465
1322938210.62565613,-0.00550837,0.00990510,-0.99993577
1322938210.67254090,-0.00552272,0.00977339,-0.99993699
1322938210.72158170,-0.00538483,0.00990277,-0.99993647
1322938210.77266717,-0.00529989,0.00987251,-0.99993722
1322938210.82154727,-0.00526833,0.00970209,-0.99993906
1322938210.87368059,-0.00521739,0.00963355,-0.99993998
1322938210.92569852,-0.00514196,0.00980732,-0.99993869
1322938210.97264504,-0.00507381,0.00982976,-0.99993881
1322938211.02454209,-0.00513538,0.00986345,-0.99993817
1322938211.07276940,-0.00516334,0.01011136,-0.99993555
1322938211.12465334,-0.00536902,0.01024602,-0.99993309
1322938211.17280841,-0.00535259,0.01044572,-0.99993112
1322938211.22571301,-0.00549712,0.01015690,-0.99993331
1322938211.27258539,-0.00545692,0.01007300,-0.99993438
1322938211.32154632,-0.00544025,0.01000313,-0.99993517
1322938211.37264895,-0.00518790,0.01000146,-0.99993653
1322938211.42465949,-0.00520057,0.01008477,-0.99993562
1322938211.47356176,-0.00511705,0.00988301,-0.99993807
1322938211.52464557,-0.00506390,0.00998757,-0.99993730
1322938211.57258368,-0.00511636,0.01020113,-0.99993488
1322938211.62171102,-0.00505405,0.01023296,-0.99993487
1322938211.67265081,-0.00507928,0.01023503,-0.99993472
1322938211.72454143,-0.00530728,0.00999438,-0.99993597
1322938211.77269292,-0.00519505,0.00998511,-0.99993665
1322938211.82465029,-0.00508876,0.00993556,-0.99993769
1322938211.87264681,-0.00491752,0.01002972,-0.99993761
1322938211.92465019,-0.00476047,0.00998349,-0.99993883
1322938211.97276711,-0.00471294,0.00990728,-0.99993982
1322938212.02170014,-0.00487441,0.00980092,-0.99994009
1322938212.07256079,-0.00497678,0.00970997,-0.99994047
1322938212.12570190,-0.00502632,0.00979610,-0.99993938
1322938212.17264581,-0.00484449,0.00968643,-0.99994135
1322938212.22174120,-0.00487204,0.00968463,-0.99994123
1322938212.27366877,-0.00506684,0.00965937,-0.99994051
1322938212.32171392,-0.00504170,0.00942752,-0.99994285
1322938212.37275839,-0.00475573,0.00939161,-0.99994459
1322938212.42455173,-0.00448810,0.00961199,-0.99994373
1322938212.47305679,-0.00459758,0.00942377,-0.99994503
1322938212.52465224,-0.00439047,0.00956000,-0.99994466
1322938212.57264590,-0.00449648,0.00956820,-0.99994411
1322938212.62161279,-0.00450347,0.00971825,-0.99994264
1322938212.67273641,-0.00439168,0.00986105,-0.99994173
1322938212.72570109,-0.00428301,0.00990132,-0.99994181
1322938212.77264547,-0.00405769,0.01018138,-0.99993994
1322938212.82452726,-0.00413089,0.01023279,-0.99993911
1322938212.87300253,-0.00418697,0.01016014,-0.99993962
1322938212.92084169,-0.00421646,0.01026888,-0.99993838
1322938212.97293019,-0.00409220,0.01028781,-0.99993871
1322938213.02457786,-0.00398271,0.01026605,-0.99993937
1322938213.07254052,-0.00413043,0.01019149,-0.99993953
1322938213.12464809,-0.00421728,0.01015918,-0.99993950
1322938213.17255878,-0.00434115,0.00991818,-0.99994139
1322938213.22065783,-0.00426280,0.00984039,-0.99994250
1322938213.27271533,-0.00391088,0.00977698,-0.99994456
1322938213.32132030,-0.00390602,0.00988792,-0.99994348
1322938213.37255287,-0.00402337,0.01009365,-0.99994096
1322938213.42165184,-0.00399209,0.01005860,-0.99994144
1322938213.47255087,-0.00411729,0.01023201,-0.99993918
1322938213.52185178,-0.00400782,0.01002659,-0.99994170
1322938213.57254434,-0.00388988,0.01001266,-0.99994231
1322938213.62175250,-0.00397367,0.00988005,-0.99994330
1322938213.67254043,-0.00406137,0.01010853,-0.99994066
1322938213.72469544,-0.00431040,0.00995106,-0.99994120
1322938213.77257514,-0.00410700,0.01002644,-0.99994130
1322938213.82068801,-0.00418925,0.00998456,-0.99994138
1322938213.87306547,-0.00411355,0.00990037,-0.99994253
1322938213.92452812,-0.00402570,0.00993081,-0.99994258
1322938213.97258043,-0.00422396,0.01009233,-0.99994015
1322938214.02166843,-0.00410740,0.01001190,-0.99994144
1322938214.07264781,-0.00400324,0.01014023,-0.99994057
1322938214.12166381,-0.00391740,0.01011602,-0.99994116
1322938214.17320704,-0.00399467,0.00994973,-0.99994252
1322938214.22453403,-0.00399698,0.00981057,-0.99994389
1322938214.27359986,-0.00406109,0.00971433,-0.99994457
1322938214.32069588,-0.00418504,0.00981589,-0.99994307
1322938214.37257671,-0.00415833,0.00986185,-0.99994272
1322938214.42165518,-0.00432892,0.00972591,-0.99994333
1322938214.47270632,-0.00414165,0.00986804,-0.99994273
1322938214.52166128,-0.00384082,0.00980979,-0.99994451
1322938214.57273960,-0.00391834,0.00994036,-0.99994292
1322938214.62068987,-0.00420222,0.00999040,-0.99994126
1322938214.67255068,-0.00403581,0.01014081,-0.99994044
