Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322936725.16233420,-0.00001146,0.00003597,-100044.35937500,0,0,0
1322937020.17256880,-0.00000970,0.00003832,-116365.39843750,0,0,0
1322937020.21364141,-0.00000970,0.00003832,-116368.82812500,0,0,0
1322937020.26163912,-0.00000970,0.00003832,-116371.10937500,0,0,0
1322937020.32065701,-0.00000976,0.00003837,-116373.96875000,0,0,0
1322937020.36232829,-0.00000976,0.00003837,-116377.39843750,0,0,0
1322937020.40949798,-0.00000976,0.00003837,-116379.68750000,0,0,0
1322937020.46051908,-0.00000970,0.00003832,-116382.53906250,0,0,0
1322937020.52166939,-0.00000976,0.00003837,-116385.39843750,0,0,0
1322937020.56138468,-0.00000976,0.00003837,-116388.82812500,0,0,0
1322937020.62056231,-0.00000976,0.00003837,-116391.11718750,0,0,0
1322937020.66164184,-0.00000976,0.00003837,-116394.54687500,0,0,0
1322937020.72053266,-0.00000976,0.00003837,-116396.82812500,0,0,0
1322937020.77365565,-0.00000976,0.00003837,-116400.25781250,0,0,0
1322937020.81365013,-0.00000969,0.00003833,-116403.11718750,0,0,0
1322937020.86055923,-0.00000969,0.00003833,-116405.40625000,0,0,0
1322937020.91353774,-0.00000976,0.00003837,-116408.25781250,0,0,0
1322937020.96063423,-0.00000969,0.00003833,-116411.11718750,0,0,0
1322937021.01264715,-0.00000976,0.00003837,-116413.97656250,0,0,0
1322937021.06053472,-0.00000969,0.00003833,-116416.83593750,0,0,0
1322937021.11364484,-0.00000975,0.00003837,-116419.69531250,0,0,0
1322937021.16964149,-0.00000969,0.00003833,-116422.54687500,0,0,0
1322937021.22163963,-0.00000969,0.00003833,-116425.97656250,0,0,0
1322937021.26955652,-0.00000975,0.00003837,-116428.83593750,0,0,0
1322937021.32164669,-0.00000968,0.00003833,-116431.69531250,0,0,0
1322937021.36165524,-0.00000975,0.00003837,-116434.55468750,0,0,0
1322937021.41251326,-0.00000975,0.00003837,-116436.84375000,0,0,0
1322937021.46965075,-0.00000968,0.00003833,-116439.69531250,0,0,0
1322937021.50967550,-0.00000968,0.00003833,-116443.12500000,0,0,0
1322937021.57258487,-0.00000968,0.00003833,-116445.41406250,0,0,0
1322937021.62050819,-0.00000968,0.00003833,-116448.84375000,0,0,0
1322937021.67270422,-0.00000975,0.00003837,-116451.70312500,0,0,0
1322937021.72164798,-0.00000968,0.00003833,-116454.56250000,0,0,0
1322937021.76138544,-0.00000975,0.00003837,-116457.42187500,0,0,0
1322937021.81364202,-0.00000975,0.00003837,-116459.70312500,0,0,0
1322937021.86964393,-0.00000968,0.00003833,-116462.56250000,0,0,0
1322937021.92166400,-0.00000968,0.00003833,-116465.99218750,0,0,0
1322937021.96953750,-0.00000974,0.00003837,-116468.85156250,0,0,0
1322937022.02165055,-0.00000968,0.00003833,-116471.71093750,0,0,0
1322937022.06970096,-0.00000974,0.00003837,-116474.57031250,0,0,0
1322937022.12164307,-0.00000967,0.00003833,-116477.42968750,0,0,0
1322937022.17263317,-0.00000974,0.00003837,-116480.28906250,0,0,0
1322937022.22164059,-0.00000967,0.00003833,-116483.14843750,0,0,0
1322937022.26931953,-0.00000974,0.00003837,-116486.00000000,0,0,0
1322937022.32167268,-0.00000967,0.00003833,-116488.85937500,0,0,0
1322937022.37263417,-0.00000974,0.00003837,-116491.71875000,0,0,0
1322937022.42154169,-0.00000967,0.00003833,-116494.57812500,0,0,0
1322937022.47365427,-0.00000974,0.00003838,-116497.43750000,0,0,0
1322937022.52164125,-0.00000967,0.00003833,-116500.29687500,0,0,0
1322937022.56956172,-0.00000974,0.00003838,-116503.15625000,0,0,0
1322937022.62165689,-0.00000967,0.00003833,-116506.01562500,0,0,0
1322937022.66966224,-0.00000973,0.00003838,-116508.87500000,0,0,0
1322937022.71364164,-0.00000967,0.00003833,-116511.73437500,0,0,0
1322937022.77268219,-0.00000967,0.00003833,-116514.01562500,0,0,0
1322937022.82167649,-0.00000967,0.00003833,-116517.45312500,0,0,0
1322937022.86964774,-0.00000973,0.00003838,-116520.30468750,0,0,0
1322937022.92172027,-0.00000966,0.00003833,-116523.16406250,0,0,0
1322937022.96966982,-0.00000973,0.00003838,-116526.02343750,0,0,0
1322937023.01251483,-0.00000966,0.00003833,-116528.88281250,0,0,0
1322937023.07331133,-0.00000966,0.00003833,-116531.17187500,0,0,0
1322937023.11366320,-0.00000966,0.00003833,-116534.60156250,0,0,0
1322937023.16964555,-0.00000966,0.00003833,-116536.89062500,0,0,0
1322937023.21264410,-0.00000966,0.00003833,-116540.32031250,0,0,0
1322937023.26965022,-0.00000966,0.00003833,-116542.60937500,0,0,0
1322937023.32063413,-0.00000966,0.00003833,-116546.03906250,0,0,0
1322937023.36957788,-0.00000973,0.00003838,-116548.89843750,0,0,0
1322937023.42167425,-0.00000966,0.00003833,-116551.75781250,0,0,0
1322937023.47369456,-0.00000972,0.00003838,-116554.61718750,0,0,0
1322937023.51364899,-0.00000966,0.00003833,-116557.47656250,0,0,0
1322937023.57364058,-0.00000965,0.00003833,-116559.76562500,0,0,0
1322937023.62164021,-0.00000965,0.00003833,-116563.19531250,0,0,0
1322937023.66922736,-0.00000972,0.00003838,-116566.05468750,0,0,0
1322937023.72052288,-0.00000965,0.00003833,-116568.91406250,0,0,0
1322937023.77354431,-0.00000972,0.00003838,-116571.77343750,0,0,0
1322937023.82064176,-0.00000965,0.00003833,-116574.63281250,0,0,0
1322937023.87252569,-0.00000972,0.00003838,-116577.49218750,0,0,0
1322937023.92160320,-0.00000965,0.00003833,-116580.35156250,0,0,0
1322937023.97252083,-0.00000972,0.00003838,-116583.21093750,0,0,0
1322937024.02154255,-0.00000965,0.00003833,-116586.07031250,0,0,0
1322937024.07264233,-0.00000972,0.00003838,-116588.92968750,0,0,0
1322937024.12166858,-0.00000965,0.00003833,-116591.78906250,0,0,0
1322937024.16981125,-0.00000971,0.00003838,-116594.64843750,0,0,0
1322937024.21255946,-0.00000965,0.00003833,-116597.50781250,0,0,0
1322937024.26964808,-0.00000964,0.00003833,-116599.79687500,0,0,0
1322937024.32052970,-0.00000964,0.00003833,-116603.22656250,0,0,0
1322937024.36971712,-0.00000971,0.00003838,-116606.08593750,0,0,0
1322937024.42167473,-0.00000964,0.00003833,-116608.94531250,0,0,0
1322937024.46929216,-0.00000971,0.00003838,-116611.80468750,0,0,0
1322937024.51263928,-0.00000964,0.00003833,-116614.66406250,0,0,0
1322937024.57255816,-0.00000964,0.00003833,-116616.95312500,0,0,0
1322937024.62053990,-0.00000964,0.00003833,-116620.39062500,0,0,0
1322937024.67254615,-0.00000971,0.00003838,-116623.25000000,0,0,0
1322937024.72057343,-0.00000964,0.00003833,-116626.10937500,0,0,0
1322937024.77253175,-0.00000971,0.00003839,-116628.96875000,0,0,0
1322937024.82063890,-0.00000964,0.00003833,-116631.82812500,0,0,0
1322937024.86969042,-0.00000970,0.00003839,-116634.68750000,0,0,0
1322937024.91251135,-0.00000963,0.00003833,-116637.54687500,0,0,0
1322937024.97267842,-0.00000963,0.00003833,-116639.83593750,0,0,0
1322937025.02154708,-0.00000963,0.00003833,-116643.26562500,0,0,0
1322937025.06952596,-0.00000970,0.00003839,-116646.12500000,0,0,0
1322937025.12063575,-0.00000963,0.00003833,-116648.98437500,0,0,0
1322937025.16964817,-0.00000970,0.00003839,-116651.84375000,0,0,0
1322937025.22156191,-0.00000963,0.00003833,-116654.70312500,0,0,0
1322937025.26967454,-0.00000970,0.00003839,-116657.57031250,0,0,0
1322937025.31374002,-0.00000963,0.00003833,-116660.42968750,0,0,0
1322937025.37328172,-0.00000963,0.00003833,-116662.71875000,0,0,0
1322937025.42154646,-0.00000963,0.00003833,-116666.14843750,0,0,0
1322937025.47348261,-0.00000970,0.00003839,-116669.00781250,0,0,0
1322937025.51362777,-0.00000963,0.00003833,-116671.86718750,0,0,0
1322937025.57368970,-0.00000962,0.00003833,-116674.15625000,0,0,0
1322937025.62064314,-0.00000962,0.00003833,-116677.58593750,0,0,0
1322937025.66966486,-0.00000969,0.00003839,-116680.45312500,0,0,0
1322937025.72154093,-0.00000962,0.00003833,-116683.31250000,0,0,0
1322937025.77263665,-0.00000969,0.00003839,-116686.17187500,0,0,0
1322937025.82064080,-0.00000962,0.00003833,-116689.03125000,0,0,0
1322937025.87264395,-0.00000969,0.00003839,-116691.89062500,0,0,0
1322937025.92167473,-0.00000962,0.00003833,-116694.75000000,0,0,0
1322937025.97263145,-0.00000969,0.00003839,-116697.60937500,0,0,0
1322937026.02063346,-0.00000962,0.00003834,-116700.47656250,0,0,0
1322937026.07263422,-0.00000969,0.00003839,-116703.33593750,0,0,0
1322937026.12063432,-0.00000962,0.00003834,-116706.19531250,0,0,0
1322937026.17263961,-0.00000968,0.00003839,-116709.05468750,0,0,0
1322937026.22063184,-0.00000961,0.00003834,-116711.91406250,0,0,0
1322937026.26966763,-0.00000968,0.00003839,-116714.77343750,0,0,0
1322937026.32071757,-0.00000961,0.00003834,-116717.63281250,0,0,0
1322937026.37263656,-0.00000968,0.00003839,-116720.50000000,0,0,0
