Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322943045.12155271,-0.00001221,0.00007796,-706341.12500000,0,0,0
1322943163.97249627,-0.00001275,0.00007751,-723085.43750000,0,0,0
1322943164.02055740,-0.00001272,0.00007754,-723092.50000000,0,0,0
1322943164.06978106,-0.00001275,0.00007751,-723099.62500000,0,0,0
1322943164.12049961,-0.00001272,0.00007754,-723106.68750000,0,0,0
1322943164.17367125,-0.00001275,0.00007751,-723113.75000000,0,0,0
1322943164.21362805,-0.00001272,0.00007754,-723120.87500000,0,0,0
1322943164.27255678,-0.00001272,0.00007754,-723126.50000000,0,0,0
1322943164.32056952,-0.00001272,0.00007754,-723135.06250000,0,0,0
1322943164.37254167,-0.00001275,0.00007751,-723142.12500000,0,0,0
1322943164.42164302,-0.00001272,0.00007754,-723149.18750000,0,0,0
1322943164.47255135,-0.00001275,0.00007751,-723156.31250000,0,0,0
1322943164.52055287,-0.00001272,0.00007754,-723163.37500000,0,0,0
1322943164.57364130,-0.00001275,0.00007751,-723170.43750000,0,0,0
1322943164.62164187,-0.00001272,0.00007754,-723177.56250000,0,0,0
1322943164.66167378,-0.00001275,0.00007751,-723184.62500000,0,0,0
1322943164.72051668,-0.00001275,0.00007751,-723190.31250000,0,0,0
1322943164.77357030,-0.00001275,0.00007751,-723198.81250000,0,0,0
1322943164.82056713,-0.00001272,0.00007754,-723205.93750000,0,0,0
1322943164.86966157,-0.00001275,0.00007751,-723213.00000000,0,0,0
1322943164.91263962,-0.00001272,0.00007754,-723220.06250000,0,0,0
1322943164.96965432,-0.00001272,0.00007754,-723225.75000000,0,0,0
1322943165.01040292,-0.00001272,0.00007754,-723234.25000000,0,0,0
1322943165.06964278,-0.00001272,0.00007754,-723239.93750000,0,0,0
1322943165.12167335,-0.00001272,0.00007754,-723248.43750000,0,0,0
1322943165.17357731,-0.00001275,0.00007751,-723255.50000000,0,0,0
1322943165.22059107,-0.00001272,0.00007754,-723262.62500000,0,0,0
1322943165.26965714,-0.00001275,0.00007751,-723269.68750000,0,0,0
1322943165.31254888,-0.00001272,0.00007754,-723276.81250000,0,0,0
