Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322941986.86055422,-0.00000910,0.00007756,-566209.68750000,0,0,0
1322942182.06873941,-0.00000950,0.00007840,-590797.12500000,0,0,0
1322942182.12062860,-0.00000944,0.00007842,-590803.50000000,0,0,0
1322942182.16168404,-0.00000950,0.00007840,-590809.87500000,0,0,0
1322942182.21251154,-0.00000950,0.00007840,-590815.00000000,0,0,0
1322942182.26883388,-0.00000944,0.00007842,-590821.37500000,0,0,0
1322942182.32171464,-0.00000944,0.00007842,-590829.00000000,0,0,0
1322942182.36893868,-0.00000950,0.00007840,-590835.37500000,0,0,0
1322942182.40868735,-0.00000944,0.00007842,-590841.75000000,0,0,0
1322942182.46063876,-0.00000944,0.00007842,-590846.87500000,0,0,0
1322942182.51770067,-0.00000950,0.00007840,-590853.25000000,0,0,0
1322942182.56157160,-0.00000950,0.00007840,-590860.87500000,0,0,0
1322942182.62172604,-0.00000950,0.00007840,-590866.00000000,0,0,0
1322942182.66887569,-0.00000950,0.00007840,-590873.62500000,0,0,0
1322942182.70972371,-0.00000944,0.00007842,-590880.00000000,0,0,0
1322942182.76066065,-0.00000944,0.00007842,-590885.12500000,0,0,0
1322942182.82167768,-0.00000950,0.00007840,-590891.50000000,0,0,0
1322942182.86171269,-0.00000950,0.00007840,-590899.12500000,0,0,0
1322942182.92064500,-0.00000950,0.00007840,-590904.25000000,0,0,0
1322942182.96866584,-0.00000950,0.00007840,-590911.87500000,0,0,0
1322942183.01663852,-0.00000944,0.00007842,-590918.25000000,0,0,0
1322942183.06861377,-0.00000944,0.00007842,-590923.37500000,0,0,0
1322942183.10871983,-0.00000944,0.00007842,-590931.00000000,0,0,0
1322942183.15774870,-0.00000944,0.00007842,-590936.12500000,0,0,0
1322942183.22052121,-0.00000950,0.00007840,-590942.50000000,0,0,0
1322942183.26855850,-0.00000950,0.00007840,-590950.12500000,0,0,0
1322942183.30864859,-0.00000944,0.00007842,-590956.56250000,0,0,0
1322942183.36864352,-0.00000944,0.00007842,-590961.62500000,0,0,0
1322942183.40867233,-0.00000944,0.00007842,-590969.31250000,0,0,0
1322942183.46069098,-0.00000944,0.00007842,-590974.37500000,0,0,0
1322942183.52052832,-0.00000950,0.00007840,-590980.75000000,0,0,0
1322942183.56064487,-0.00000950,0.00007840,-590988.43750000,0,0,0
1322942183.62057638,-0.00000950,0.00007840,-590993.50000000,0,0,0
1322942183.66167283,-0.00000950,0.00007840,-591001.18750000,0,0,0
1322942183.70869732,-0.00000950,0.00007840,-591006.25000000,0,0,0
1322942183.76167512,-0.00000944,0.00007843,-591012.62500000,0,0,0
1322942183.81768584,-0.00000950,0.00007840,-591019.00000000,0,0,0
1322942183.86967826,-0.00000950,0.00007840,-591026.68750000,0,0,0
1322942183.90967798,-0.00000944,0.00007843,-591033.06250000,0,0,0
1322942183.96856284,-0.00000944,0.00007843,-591038.18750000,0,0,0
1322942184.01767278,-0.00000944,0.00007843,-591045.81250000,0,0,0
1322942184.05767727,-0.00000950,0.00007840,-591052.18750000,0,0,0
1322942184.12104845,-0.00000950,0.00007840,-591057.31250000,0,0,0
1322942184.16869092,-0.00000950,0.00007841,-591064.93750000,0,0,0
1322942184.21766424,-0.00000944,0.00007843,-591071.31250000,0,0,0
1322942184.26069236,-0.00000950,0.00007841,-591077.68750000,0,0,0
1322942184.32066846,-0.00000950,0.00007841,-591082.81250000,0,0,0
1322942184.36165714,-0.00000950,0.00007841,-591090.43750000,0,0,0
1322942184.41765761,-0.00000950,0.00007841,-591095.56250000,0,0,0
1322942184.45766616,-0.00000950,0.00007841,-591103.18750000,0,0,0
1322942184.50962090,-0.00000950,0.00007841,-591108.31250000,0,0,0
1322942184.56056547,-0.00000944,0.00007843,-591114.68750000,0,0,0
1322942184.62149358,-0.00000950,0.00007841,-591121.06250000,0,0,0
1322942184.66166472,-0.00000950,0.00007841,-591128.68750000,0,0,0
1322942184.71760678,-0.00000950,0.00007841,-591133.81250000,0,0,0
1322942184.76855230,-0.00000950,0.00007841,-591141.43750000,0,0,0
1322942184.80965018,-0.00000944,0.00007843,-591147.81250000,0,0,0
1322942184.86963844,-0.00000944,0.00007843,-591152.93750000,0,0,0
1322942184.92067695,-0.00000944,0.00007843,-591160.62500000,0,0,0
1322942184.96854711,-0.00000950,0.00007841,-591167.00000000,0,0,0
1322942185.02167153,-0.00000944,0.00007843,-591173.37500000,0,0,0
1322942185.06857467,-0.00000950,0.00007841,-591179.75000000,0,0,0
1322942185.10966372,-0.00000944,0.00007843,-591186.12500000,0,0,0
