Time_in_sec,gx,gy,gz
1322938589.36570430,-0.00980311,0.01248605,-0.99987399
1322938589.42456913,-0.00997145,0.01278871,-0.99986850
1322938589.47265196,-0.01005131,0.01257407,-0.99987042
1322938589.52553797,-0.01003322,0.01229760,-0.99987404
1322938589.57264042,-0.00983412,0.01237457,-0.99987507
1322938589.62468219,-0.00946995,0.01234112,-0.99987900
1322938589.67364550,-0.00953363,0.01227839,-0.99987917
1322938589.72465754,-0.00919545,0.01209324,-0.99988459
1322938589.77265477,-0.00932267,0.01217921,-0.99988237
1322938589.82463837,-0.00916926,0.01220390,-0.99988349
1322938589.87383866,-0.00923650,0.01199817,-0.99988536
1322938589.91367197,-0.00926116,0.01203722,-0.99988466
1322938589.97371364,-0.00937415,0.01201242,-0.99988391
1322938590.02454042,-0.00946194,0.01218648,-0.99988097
1322938590.07264924,-0.00964741,0.01211446,-0.99988008
1322938590.12464309,-0.00956100,0.01202865,-0.99988194
1322938590.16194177,-0.00958228,0.01207229,-0.99988121
1322938590.22463965,-0.00957669,0.01208628,-0.99988110
1322938590.27263832,-0.00958973,0.01224010,-0.99987910
1322938590.31256294,-0.00955280,0.01223981,-0.99987946
1322938590.37265849,-0.00957089,0.01235036,-0.99987793
1322938590.41366029,-0.00957414,0.01204114,-0.99988167
1322938590.47371197,-0.00958748,0.01207931,-0.99988108
1322938590.52564716,-0.00946157,0.01217491,-0.99988112
1322938590.57371116,-0.00953165,0.01207351,-0.99988168
1322938590.62567043,-0.00952442,0.01216836,-0.99988060
1322938590.67265725,-0.00950436,0.01224128,-0.99987990
1322938590.72463870,-0.00955508,0.01215514,-0.99988047
1322938590.77370310,-0.00944340,0.01200151,-0.99988339
1322938590.82464695,-0.00939620,0.01192373,-0.99988476
1322938590.87269974,-0.00912612,0.01207039,-0.99988550
1322938590.92566609,-0.00930726,0.01212444,-0.99988318
1322938590.97265673,-0.00933577,0.01195645,-0.99988494
1322938591.02451015,-0.00958164,0.01200091,-0.99988208
1322938591.07264829,-0.00960925,0.01198241,-0.99988204
1322938591.11400175,-0.00962658,0.01203478,-0.99988124
1322938591.17264366,-0.00970193,0.01211942,-0.99987949
1322938591.22566748,-0.00974373,0.01205197,-0.99987990
1322938591.26571274,-0.00971697,0.01169616,-0.99988438
1322938591.31264520,-0.00973978,0.01174826,-0.99988355
1322938591.37263703,-0.00968469,0.01170200,-0.99988463
1322938591.41264772,-0.00954935,0.01150395,-0.99988823
1322938591.46566701,-0.00952329,0.01143073,-0.99988932
1322938591.51265478,-0.00952418,0.01160606,-0.99988729
1322938591.56453896,-0.00956502,0.01158424,-0.99988715
1322938591.62466526,-0.00924368,0.01163387,-0.99988960
1322938591.67264390,-0.00906468,0.01161500,-0.99989146
1322938591.72464156,-0.00895429,0.01163427,-0.99989223
1322938591.76680732,-0.00894403,0.01162417,-0.99989244
1322938591.81258249,-0.00885036,0.01174030,-0.99989191
1322938591.87372971,-0.00896671,0.01164663,-0.99989197
1322938591.91364837,-0.00875061,0.01141503,-0.99989656
1322938591.97265244,-0.00851202,0.01159370,-0.99989656
1322938592.01365137,-0.00839780,0.01127260,-0.99990120
1322938592.07264280,-0.00832612,0.01145084,-0.99989977
1322938592.12464833,-0.00829969,0.01147854,-0.99989967
1322938592.16464472,-0.00832907,0.01148090,-0.99989940
1322938592.22463703,-0.00850807,0.01154208,-0.99989719
1322938592.27365899,-0.00837374,0.01145700,-0.99989930
1322938592.31360626,-0.00838628,0.01132920,-0.99990065
1322938592.37254548,-0.00834663,0.01125499,-0.99990182
1322938592.42174506,-0.00829040,0.01117171,-0.99990323
1322938592.46464419,-0.00837432,0.01123545,-0.99990181
1322938592.52564740,-0.00832404,0.01128379,-0.99990169
1322938592.57264304,-0.00855130,0.01135360,-0.99989898
1322938592.62464023,-0.00856960,0.01112360,-0.99990141
1322938592.66679025,-0.00852050,0.01122657,-0.99990068
1322938592.72465205,-0.00831006,0.01115146,-0.99990329
1322938592.77352810,-0.00806313,0.01114781,-0.99990535
1322938592.82464480,-0.00819988,0.01103300,-0.99990551
1322938592.87263870,-0.00836189,0.01077981,-0.99990693
1322938592.91323400,-0.00847988,0.01087330,-0.99990493
1322938592.96670413,-0.00865387,0.01083077,-0.99990390
1322938593.02572107,-0.00891531,0.01082652,-0.99990165
1322938593.06560040,-0.00902414,0.01081959,-0.99990075
1322938593.12578583,-0.00898722,0.01063954,-0.99990301
1322938593.17374015,-0.00877693,0.01049646,-0.99990639
1322938593.21372962,-0.00867443,0.01038639,-0.99990843
1322938593.27254963,-0.00872414,0.01050889,-0.99990672
1322938593.31372452,-0.00881443,0.01041471,-0.99990692
1322938593.36590242,-0.00883333,0.01011041,-0.99990987
1322938593.42567539,-0.00902772,0.01005086,-0.99990874
1322938593.46553278,-0.00908401,0.00993661,-0.99990937
1322938593.52183056,-0.00887696,0.01002522,-0.99991034
1322938593.56175566,-0.00891996,0.00997805,-0.99991043
1322938593.61371446,-0.00889774,0.00989302,-0.99991148
1322938593.67253375,-0.00931390,0.01016823,-0.99990492
1322938593.72553706,-0.00910997,0.01024398,-0.99990603
1322938593.76527643,-0.00902065,0.01030381,-0.99990623
