Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322934776.86452150,-0.00003744,0.00004055,-22415.22656250,0,0,0
1322934953.66953564,-0.00003331,0.00002946,-27269.92968750,0,0,0
1322934953.71672082,-0.00003331,0.00002941,-27271.36132812,0,0,0
1322934953.76953053,-0.00003331,0.00002946,-27272.79492188,0,0,0
1322934953.81750369,-0.00003331,0.00002941,-27274.22851562,0,0,0
1322934953.86952257,-0.00003331,0.00002946,-27275.66015625,0,0,0
1322934953.91720915,-0.00003331,0.00002941,-27277.09375000,0,0,0
1322934953.96852207,-0.00003331,0.00002946,-27278.52734375,0,0,0
1322934954.01736617,-0.00003331,0.00002941,-27279.95898438,0,0,0
1322934954.06851315,-0.00003331,0.00002945,-27281.39257812,0,0,0
1322934954.11757708,-0.00003331,0.00002941,-27282.82617188,0,0,0
1322934954.16860008,-0.00003331,0.00002945,-27284.25976562,0,0,0
1322934954.21655798,-0.00003331,0.00002940,-27285.69140625,0,0,0
1322934954.26858449,-0.00003331,0.00002945,-27287.12500000,0,0,0
1322934954.31655526,-0.00003331,0.00002940,-27288.55859375,0,0,0
1322934954.36859012,-0.00003331,0.00002945,-27289.99218750,0,0,0
1322934954.41664696,-0.00003330,0.00002940,-27291.42578125,0,0,0
1322934954.46852541,-0.00003330,0.00002945,-27292.85937500,0,0,0
1322934954.51673102,-0.00003330,0.00002940,-27294.29296875,0,0,0
1322934954.56551576,-0.00003330,0.00002944,-27295.72656250,0,0,0
1322934954.61680174,-0.00003330,0.00002940,-27297.15820312,0,0,0
1322934954.66954803,-0.00003330,0.00002944,-27298.59179688,0,0,0
1322934954.71671677,-0.00003330,0.00002939,-27300.02539062,0,0,0
1322934954.76959825,-0.00003330,0.00002944,-27301.45898438,0,0,0
1322934954.81669450,-0.00003330,0.00002939,-27302.89257812,0,0,0
1322934954.86560369,-0.00003330,0.00002944,-27304.32617188,0,0,0
1322934954.91660547,-0.00003330,0.00002939,-27305.75976562,0,0,0
1322934954.97054768,-0.00003330,0.00002944,-27307.19531250,0,0,0
1322934955.01717591,-0.00003330,0.00002939,-27308.62890625,0,0,0
1322934955.06556749,-0.00003330,0.00002943,-27310.06250000,0,0,0
1322934955.11659527,-0.00003329,0.00002939,-27311.49609375,0,0,0
1322934955.16555142,-0.00003330,0.00002943,-27312.92968750,0,0,0
1322934955.21683073,-0.00003329,0.00002939,-27314.36328125,0,0,0
1322934955.26852512,-0.00003329,0.00002943,-27315.79687500,0,0,0
1322934955.31651258,-0.00003329,0.00002938,-27317.23242188,0,0,0
1322934955.36957574,-0.00003329,0.00002943,-27318.66601562,0,0,0
1322934955.41712403,-0.00003329,0.00002938,-27320.09960938,0,0,0
1322934955.46557784,-0.00003329,0.00002943,-27321.53320312,0,0,0
1322934955.51653981,-0.00003329,0.00002938,-27322.96875000,0,0,0
1322934955.56561542,-0.00003329,0.00002943,-27324.40234375,0,0,0
1322934955.61695170,-0.00003329,0.00002938,-27325.83593750,0,0,0
1322934955.66851592,-0.00003329,0.00002942,-27327.27148438,0,0,0
1322934955.71656871,-0.00003329,0.00002938,-27328.70507812,0,0,0
1322934955.76560903,-0.00003329,0.00002942,-27330.14062500,0,0,0
1322934955.81660151,-0.00003329,0.00002938,-27331.57421875,0,0,0
1322934955.86558867,-0.00003329,0.00002942,-27333.00976562,0,0,0
1322934955.91657281,-0.00003328,0.00002937,-27334.44335938,0,0,0
1322934955.96559119,-0.00003329,0.00002942,-27335.87695312,0,0,0
1322934956.01760960,-0.00003328,0.00002937,-27337.31250000,0,0,0
1322934956.06858134,-0.00003328,0.00002942,-27338.74804688,0,0,0
1322934956.11675477,-0.00003328,0.00002937,-27340.18164062,0,0,0
1322934956.16958880,-0.00003328,0.00002941,-27341.61718750,0,0,0
1322934956.21706200,-0.00003328,0.00002937,-27343.05078125,0,0,0
1322934956.26556659,-0.00003328,0.00002941,-27344.48632812,0,0,0
1322934956.31658077,-0.00003328,0.00002937,-27345.91992188,0,0,0
1322934956.36861324,-0.00003328,0.00002941,-27347.35546875,0,0,0
1322934956.41650224,-0.00003328,0.00002937,-27348.79101562,0,0,0
1322934956.46873260,-0.00003328,0.00002941,-27350.22656250,0,0,0
1322934956.51653528,-0.00003328,0.00002936,-27351.66015625,0,0,0
1322934956.56581926,-0.00003328,0.00002941,-27353.09570312,0,0,0
1322934956.61655259,-0.00003327,0.00002936,-27354.53125000,0,0,0
1322934956.66900539,-0.00003328,0.00002941,-27355.96679688,0,0,0
1322934956.71686578,-0.00003327,0.00002936,-27357.40039062,0,0,0
1322934956.77050424,-0.00003328,0.00002940,-27358.83593750,0,0,0
1322934956.81688952,-0.00003327,0.00002936,-27360.27148438,0,0,0
1322934956.86560178,-0.00003328,0.00002940,-27361.70703125,0,0,0
1322934956.91656208,-0.00003327,0.00002936,-27363.14257812,0,0,0
1322934956.96557736,-0.00003327,0.00002940,-27364.57812500,0,0,0
1322934957.02555227,-0.00003327,0.00002936,-27366.01367188,0,0,0
1322934957.06573033,-0.00003327,0.00002936,-27367.73632812,0,0,0
1322934957.11754847,-0.00003327,0.00002936,-27368.88476562,0,0,0
1322934957.16960096,-0.00003327,0.00002940,-27370.32031250,0,0,0
1322934957.21758652,-0.00003327,0.00002935,-27371.75585938,0,0,0
1322934957.26960611,-0.00003327,0.00002940,-27373.19140625,0,0,0
1322934957.31726480,-0.00003326,0.00002935,-27374.62695312,0,0,0
1322934957.36557746,-0.00003327,0.00002939,-27376.06250000,0,0,0
1322934957.41658974,-0.00003326,0.00002935,-27377.49804688,0,0,0
1322934957.46558452,-0.00003327,0.00002939,-27378.93359375,0,0,0
1322934957.51684618,-0.00003326,0.00002935,-27380.36914062,0,0,0
1322934957.56558609,-0.00003327,0.00002939,-27381.80664062,0,0,0
1322934957.61654615,-0.00003326,0.00002935,-27383.24218750,0,0,0
1322934957.66960621,-0.00003327,0.00002939,-27384.67773438,0,0,0
1322934957.71749640,-0.00003326,0.00002935,-27386.11328125,0,0,0
1322934957.76961637,-0.00003326,0.00002939,-27387.55078125,0,0,0
1322934957.81708479,-0.00003326,0.00002934,-27388.98632812,0,0,0
1322934957.86670637,-0.00003326,0.00002939,-27390.42382812,0,0,0
1322934957.91722560,-0.00003326,0.00002934,-27391.85937500,0,0,0
1322934957.96965218,-0.00003326,0.00002938,-27393.29492188,0,0,0
1322934958.01654434,-0.00003326,0.00002934,-27394.73242188,0,0,0
1322934958.06586337,-0.00003326,0.00002938,-27396.16796875,0,0,0
1322934958.11693454,-0.00003325,0.00002934,-27397.60546875,0,0,0
1322934958.16962171,-0.00003326,0.00002938,-27399.04101562,0,0,0
1322934958.21670246,-0.00003325,0.00002934,-27400.47851562,0,0,0
1322934958.26555872,-0.00003326,0.00002938,-27401.91406250,0,0,0
