Time_in_sec,gx,gy,gz
1322937020.17257714,-0.01150123,0.00769152,-0.99990428
1322937020.21364975,-0.01134939,0.00747836,-0.99990763
1322937020.26164699,-0.01120830,0.00744252,-0.99990949
1322937020.32066512,-0.01145242,0.00730416,-0.99990774
1322937020.36233711,-0.01157069,0.00743503,-0.99990542
1322937020.40950656,-0.01163737,0.00737158,-0.99990511
1322937020.46052694,-0.01154740,0.00738316,-0.99990607
1322937020.52167726,-0.01156315,0.00742060,-0.99990561
1322937020.56139302,-0.01161747,0.00760194,-0.99990362
1322937020.62057042,-0.01166167,0.00758688,-0.99990322
1322937020.66165066,-0.01172282,0.00760026,-0.99990240
1322937020.72054148,-0.01166452,0.00762556,-0.99990289
1322937020.77367759,-0.01172240,0.00749483,-0.99990320
1322937020.81365824,-0.01183472,0.00734788,-0.99990297
1322937020.86056709,-0.01199968,0.00756565,-0.99989938
1322937020.91354632,-0.01171484,0.00765567,-0.99990207
1322937020.96064305,-0.01169620,0.00775960,-0.99990149
1322937021.01265526,-0.01169090,0.00800037,-0.99989965
1322937021.06054258,-0.01150340,0.00780636,-0.99990336
1322937021.11365294,-0.01161227,0.00802666,-0.99990036
1322937021.16965055,-0.01157720,0.00804521,-0.99990062
1322937021.22164774,-0.01157938,0.00813457,-0.99989987
1322937021.26956534,-0.01162209,0.00805671,-0.99990000
1322937021.32165456,-0.01145856,0.00795114,-0.99990274
1322937021.36166310,-0.01151384,0.00800838,-0.99990164
1322937021.41252136,-0.01158409,0.00807533,-0.99990029
1322937021.46966004,-0.01140642,0.00811148,-0.99990204
1322937021.50968361,-0.01163574,0.00804381,-0.99989995
1322937021.57259297,-0.01160584,0.00788176,-0.99990159
1322937021.62051606,-0.01138383,0.00776965,-0.99990502
1322937021.67271233,-0.01162238,0.00762966,-0.99990335
1322937021.72165608,-0.01170239,0.00746524,-0.99990366
1322937021.76139331,-0.01159725,0.00748949,-0.99990470
1322937021.81365085,-0.01166025,0.00741144,-0.99990455
1322937021.86965394,-0.01192671,0.00797610,-0.99989706
1322937021.92167282,-0.01208643,0.00799232,-0.99989501
1322937021.96954656,-0.01222015,0.00815442,-0.99989208
1322937022.02165866,-0.01207251,0.00809424,-0.99989436
1322937022.06970882,-0.01212907,0.00816529,-0.99989310
1322937022.12165070,-0.01213350,0.00827377,-0.99989216
1322937022.17264199,-0.01226026,0.00833668,-0.99989009
1322937022.22164941,-0.01236848,0.00839500,-0.99988827
1322937022.26932788,-0.01226572,0.00847181,-0.99988888
1322937022.32168126,-0.01219664,0.00877211,-0.99988714
1322937022.37264228,-0.01233308,0.00881652,-0.99988508
1322937022.42155027,-0.01228219,0.00863801,-0.99988726
1322937022.47366309,-0.01213973,0.00857108,-0.99988958
1322937022.52164936,-0.01209942,0.00847680,-0.99989087
1322937022.56956959,-0.01214550,0.00880226,-0.99988750
1322937022.62166524,-0.01201802,0.00867948,-0.99989011
1322937022.66967010,-0.01216499,0.00860099,-0.99988901
1322937022.71364975,-0.01198597,0.00853578,-0.99989173
1322937022.77269101,-0.01210738,0.00862378,-0.99988951
1322937022.82168484,-0.01199966,0.00879604,-0.99988931
1322937022.86965585,-0.01201794,0.00895948,-0.99988764
1322937022.92172837,-0.01190517,0.00901358,-0.99988850
1322937022.96967793,-0.01178646,0.00895585,-0.99989043
1322937023.01252365,-0.01189476,0.00889218,-0.99988972
1322937023.07331920,-0.01183916,0.00913546,-0.99988818
