Time_in_sec,gx,gy,gz
1322942182.06874728,0.00587601,0.00321060,-0.99997758
1322942182.12064195,0.00581613,0.00293468,-0.99997878
1322942182.16169333,0.00587806,0.00329125,-0.99997731
1322942182.21251941,0.00594207,0.00316083,-0.99997735
1322942182.26884222,0.00599384,0.00310995,-0.99997720
1322942182.32172275,0.00633539,0.00283921,-0.99997590
1322942182.36894679,0.00619342,0.00286342,-0.99997672
1322942182.40869689,0.00625220,0.00280405,-0.99997652
1322942182.46064734,0.00622815,0.00270383,-0.99997695
1322942182.51770854,0.00616030,0.00288973,-0.99997685
1322942182.56161666,0.00622152,0.00273550,-0.99997690
1322942182.62173462,0.00642156,0.00283235,-0.99997537
1322942182.66888380,0.00645035,0.00308117,-0.99997445
1322942182.70973158,0.00636630,0.00304088,-0.99997511
1322942182.76066947,0.00645212,0.00304800,-0.99997454
1322942182.82168555,0.00654076,0.00331120,-0.99997313
1322942182.86172056,0.00635576,0.00328688,-0.99997440
1322942182.92065310,0.00620939,0.00321020,-0.99997557
1322942182.96867394,0.00618912,0.00310137,-0.99997604
1322942183.01664662,0.00616510,0.00315740,-0.99997601
1322942183.06862164,0.00627380,0.00322348,-0.99997512
1322942183.10872769,0.00659970,0.00312062,-0.99997335
1322942183.15775681,0.00646946,0.00293953,-0.99997475
1322942183.22052932,0.00645966,0.00308701,-0.99997437
1322942183.26856637,0.00649793,0.00311170,-0.99997405
1322942183.30865788,0.00659939,0.00312685,-0.99997334
1322942183.36865139,0.00663804,0.00331054,-0.99997249
1322942183.40868020,0.00652799,0.00334328,-0.99997310
1322942183.46069908,0.00639715,0.00335187,-0.99997392
1322942183.52053618,0.00625020,0.00334408,-0.99997488
1322942183.56065297,0.00637149,0.00295295,-0.99997534
1322942183.62058544,0.00637316,0.00307999,-0.99997495
1322942183.66168070,0.00616682,0.00297302,-0.99997657
1322942183.70870543,0.00620998,0.00292585,-0.99997644
1322942183.76168299,0.00604787,0.00285923,-0.99997762
1322942183.81769371,0.00615595,0.00288103,-0.99997690
1322942183.86968637,0.00587097,0.00284132,-0.99997873
1322942183.90968585,0.00590718,0.00284578,-0.99997850
1322942183.96857238,0.00599676,0.00296866,-0.99997761
1322942184.01768064,0.00604506,0.00281699,-0.99997776
1322942184.05768538,0.00583346,0.00283761,-0.99997896
1322942184.12105632,0.00607022,0.00298322,-0.99997713
1322942184.16869879,0.00610022,0.00294283,-0.99997706
1322942184.21767211,0.00599421,0.00297498,-0.99997761
1322942184.26070023,0.00607388,0.00285078,-0.99997749
1322942184.32067657,0.00614822,0.00303718,-0.99997649
1322942184.36166596,0.00620807,0.00310807,-0.99997590
1322942184.41766548,0.00601874,0.00301214,-0.99997735
1322942184.45767426,0.00617918,0.00299863,-0.99997641
1322942184.50962901,0.00647096,0.00320122,-0.99997394
1322942184.56057501,0.00651837,0.00351100,-0.99997259
1322942184.62150145,0.00657014,0.00347409,-0.99997238
1322942184.66167283,0.00656017,0.00340125,-0.99997270
1322942184.71761465,0.00663525,0.00336751,-0.99997232
1322942184.76856017,0.00650265,0.00315236,-0.99997389
1322942184.80965805,0.00661881,0.00315069,-0.99997313
1322942184.86964631,0.00667284,0.00304277,-0.99997311
1322942184.92068505,0.00654466,0.00296941,-0.99997417
1322942184.96855760,0.00659907,0.00280405,-0.99997429
1322942185.02167964,0.00672521,0.00274360,-0.99997362
1322942185.06858277,0.00655712,0.00278643,-0.99997462
1322942185.10967183,0.00651311,0.00285375,-0.99997472
1322942185.16862202,0.00621578,0.00269658,-0.99997705
1322942185.22108984,0.00614468,0.00280225,-0.99997719
1322942185.26965261,0.00623843,0.00288360,-0.99997638
1322942185.32070494,0.00632124,0.00321985,-0.99997484
1322942185.36967087,0.00637607,0.00322890,-0.99997446
1322942185.40968490,0.00635217,0.00312001,-0.99997496
1322942185.46165109,0.00680471,0.00312298,-0.99997197
1322942185.51771283,0.00677067,0.00324064,-0.99997183
1322942185.56131411,0.00672900,0.00327255,-0.99997201
1322942185.61766839,0.00670088,0.00317315,-0.99997251
1322942185.65767598,0.00642100,0.00323450,-0.99997415
1322942185.70955682,0.00658992,0.00334307,-0.99997270
1322942185.76069498,0.00659603,0.00329313,-0.99997282
1322942185.81768203,0.00652418,0.00312318,-0.99997384
1322942185.86070871,0.00650493,0.00289358,-0.99997466
1322942185.90870881,0.00659395,0.00326115,-0.99997294
1322942185.96963263,0.00669722,0.00333155,-0.99997202
1322942186.02164626,0.00689312,0.00316187,-0.99997124
1322942186.06961083,0.00685813,0.00314472,-0.99997154
1322942186.10971189,0.00700131,0.00302788,-0.99997091
1322942186.16969538,0.00692373,0.00297633,-0.99997160
1322942186.22072077,0.00712220,0.00314243,-0.99996970
1322942186.26164079,0.00705202,0.00328643,-0.99996973
1322942186.32068658,0.00706427,0.00333125,-0.99996950
1322942186.36864924,0.00700501,0.00324786,-0.99997019
1322942186.41764855,0.00722326,0.00318384,-0.99996884
1322942186.46954751,0.00727587,0.00331977,-0.99996802
1322942186.51767564,0.00734311,0.00346430,-0.99996704
1322942186.56056857,0.00715247,0.00349457,-0.99996831
1322942186.62109852,0.00725982,0.00347673,-0.99996760
1322942186.65764999,0.00731302,0.00360519,-0.99996676
1322942186.70865774,0.00744954,0.00335205,-0.99996663
1322942186.76966238,0.00750642,0.00356400,-0.99996548
1322942186.80966854,0.00760330,0.00352062,-0.99996490
1322942186.86164474,0.00762620,0.00357223,-0.99996454
1322942186.91754460,0.00746201,0.00362449,-0.99996559
1322942186.96870041,0.00746574,0.00341737,-0.99996629
1322942187.01764822,0.00744048,0.00350052,-0.99996619
1322942187.06953645,0.00749894,0.00342304,-0.99996602
1322942187.10967064,0.00748401,0.00346710,-0.99996598
1322942187.16164970,0.00742155,0.00348558,-0.99996639
1322942187.22167850,0.00744100,0.00339710,-0.99996655
1322942187.26866436,0.00695756,0.00338394,-0.99997007
1322942187.31765151,0.00720877,0.00324595,-0.99996875
1322942187.36869144,0.00704363,0.00327650,-0.99996983
1322942187.40866804,0.00722422,0.00340643,-0.99996810
1322942187.46069098,0.00717356,0.00338575,-0.99996854
