Time_in_sec,gx,gy,gz
1322938893.97359252,0.00212445,0.00920469,-0.99995538
1322938894.02449727,0.00188202,0.00919433,-0.99995596
1322938894.07271528,0.00171065,0.00916319,-0.99995655
1322938894.12501597,0.00167848,0.00908395,-0.99995733
1322938894.17366838,0.00182594,0.00897108,-0.99995809
1322938894.22456264,0.00169006,0.00900120,-0.99995806
1322938894.27357721,0.00173685,0.00882501,-0.99995955
1322938894.32467961,0.00197074,0.00864038,-0.99996073
1322938894.37267232,0.00182786,0.00881626,-0.99995947
1322938894.42455411,0.00199425,0.00869900,-0.99996017
1322938894.47266865,0.00211124,0.00875755,-0.99995942
1322938894.52453542,0.00196289,0.00878845,-0.99995945
1322938894.56466460,0.00208101,0.00891996,-0.99995805
1322938894.62468457,0.00195616,0.00902572,-0.99995735
1322938894.67263508,0.00200781,0.00892088,-0.99995819
1322938894.72545838,0.00184985,0.00900251,-0.99995777
1322938894.77364516,0.00182301,0.00908749,-0.99995705
1322938894.82537985,0.00178956,0.00905197,-0.99995743
1322938894.86544728,0.00191218,0.00906095,-0.99995712
1322938894.92454934,0.00191507,0.00913391,-0.99995645
1322938894.96563458,0.00177102,0.00925728,-0.99995558
1322938895.02469015,0.00178095,0.00923190,-0.99995580
1322938895.07254195,0.00200535,0.00926676,-0.99995505
1322938895.12465906,0.00202117,0.00943135,-0.99995348
1322938895.16561890,0.00190321,0.00965190,-0.99995161
1322938895.22453666,0.00182214,0.00964972,-0.99995178
1322938895.27360749,0.00193322,0.00942663,-0.99995370
1322938895.32459903,0.00213382,0.00971751,-0.99995051
1322938895.36515069,0.00236853,0.00965919,-0.99995054
1322938895.41463041,0.00255670,0.00958253,-0.99995082
1322938895.47264671,0.00262234,0.00957801,-0.99995069
1322938895.52468538,0.00275273,0.00979965,-0.99994819
1322938895.57263112,0.00265813,0.00958492,-0.99995053
1322938895.62499547,0.00287160,0.00979196,-0.99994793
1322938895.67357731,0.00284422,0.00977509,-0.99994818
1322938895.72476530,0.00245160,0.00989581,-0.99994803
1322938895.76556754,0.00241797,0.00998339,-0.99994724
1322938895.82459974,0.00236272,0.00993886,-0.99994782
1322938895.87358236,0.00205320,0.00981239,-0.99994975
1322938895.92488670,0.00212799,0.00986513,-0.99994907
1322938895.97262073,0.00189291,0.00975287,-0.99995065
1322938896.02256203,0.00200326,0.00967729,-0.99995117
1322938896.06461191,0.00177355,0.00959301,-0.99995241
1322938896.12560868,0.00165169,0.00954985,-0.99995304
1322938896.17355776,0.00144192,0.00958633,-0.99995301
1322938896.22562218,0.00141435,0.00917260,-0.99995693
1322938896.27361393,0.00153264,0.00912404,-0.99995720
1322938896.31455970,0.00155501,0.00909204,-0.99995746
1322938896.37362742,0.00158776,0.00907152,-0.99995759
1322938896.41458154,0.00120035,0.00893590,-0.99995935
1322938896.47360373,0.00142760,0.00874427,-0.99996075
1322938896.52257824,0.00155197,0.00876675,-0.99996037
1322938896.57360387,0.00158546,0.00870526,-0.99996085
1322938896.62247872,0.00152906,0.00881915,-0.99995994
1322938896.66528583,0.00183819,0.00879943,-0.99995959
1322938896.72257924,0.00187048,0.00868250,-0.99996056
1322938896.77359176,0.00174608,0.00862850,-0.99996125
1322938896.82458758,0.00193626,0.00856070,-0.99996148
1322938896.87358904,0.00228308,0.00845364,-0.99996166
1322938896.92458892,0.00202502,0.00850576,-0.99996177
1322938896.97360420,0.00208683,0.00825085,-0.99996378
1322938897.02252960,0.00206898,0.00834105,-0.99996307
1322938897.07358479,0.00207096,0.00826493,-0.99996370
1322938897.12452626,0.00229123,0.00811605,-0.99996444
1322938897.17356133,0.00231781,0.00790849,-0.99996604
1322938897.22457671,0.00242765,0.00778508,-0.99996675
1322938897.27359176,0.00252156,0.00760689,-0.99996789
1322938897.32456303,0.00254211,0.00768360,-0.99996725
1322938897.36548376,0.00261506,0.00763735,-0.99996742
1322938897.42456269,0.00254867,0.00757889,-0.99996803
1322938897.47357178,0.00249502,0.00759605,-0.99996804
1322938897.52453732,0.00252190,0.00766680,-0.99996743
1322938897.57357669,0.00240899,0.00747034,-0.99996919
1322938897.62511969,0.00218173,0.00750602,-0.99996945
1322938897.67357039,0.00225641,0.00723669,-0.99997127
1322938897.72456717,0.00215633,0.00738221,-0.99997043
1322938897.77356982,0.00194027,0.00707488,-0.99997309
1322938897.82457280,0.00174049,0.00701827,-0.99997386
1322938897.87258029,0.00170015,0.00697394,-0.99997424
1322938897.92454553,0.00161228,0.00706432,-0.99997375
1322938897.96490693,0.00171217,0.00707373,-0.99997352
1322938898.02557683,0.00163991,0.00693530,-0.99997461
1322938898.07357287,0.00154812,0.00696937,-0.99997452
1322938898.12558794,0.00163593,0.00689411,-0.99997490
1322938898.16554165,0.00170556,0.00694603,-0.99997442
1322938898.22461081,0.00168750,0.00710116,-0.99997336
1322938898.27255201,0.00160892,0.00702444,-0.99997403
1322938898.32456017,0.00169648,0.00728958,-0.99997199
1322938898.36555791,0.00150536,0.00737193,-0.99997169
1322938898.42454648,0.00166876,0.00738518,-0.99997134
1322938898.46560097,0.00182167,0.00734945,-0.99997133
1322938898.52256989,0.00193153,0.00725972,-0.99997178
1322938898.57256722,0.00201135,0.00739543,-0.99997063
1322938898.62454557,0.00194276,0.00730954,-0.99997140
1322938898.67256331,0.00212230,0.00722069,-0.99997168
1322938898.72454762,0.00195075,0.00737604,-0.99997089
1322938898.76452208,0.00171504,0.00722803,-0.99997241
1322938898.82559824,0.00175948,0.00725598,-0.99997213
1322938898.87256241,0.00144622,0.00742705,-0.99997137
1322938898.92456198,0.00159024,0.00741718,-0.99997123
1322938898.96552348,0.00177759,0.00748499,-0.99997041
1322938899.02621937,0.00165660,0.00743277,-0.99997100
1322938899.07356715,0.00178473,0.00752760,-0.99997007
1322938899.11366081,0.00185639,0.00753104,-0.99996992
1322938899.17256641,0.00167144,0.00777268,-0.99996840
1322938899.22569633,0.00192509,0.00777425,-0.99996793
1322938899.26460075,0.00203701,0.00771720,-0.99996815
1322938899.31357479,0.00213257,0.00763691,-0.99996856
1322938899.36555004,0.00207266,0.00752334,-0.99996955
1322938899.41259313,0.00189618,0.00754433,-0.99996974
1322938899.47251916,0.00180236,0.00736111,-0.99997128
1322938899.52568650,0.00176374,0.00726376,-0.99997206
1322938899.57357907,0.00179485,0.00724997,-0.99997211
1322938899.62559152,0.00186662,0.00697052,-0.99997396
1322938899.66467857,0.00213399,0.00692265,-0.99997376
1322938899.72455215,0.00204181,0.00685367,-0.99997443
1322938899.77260876,0.00208192,0.00679182,-0.99997477
1322938899.82469058,0.00254764,0.00699871,-0.99997226
1322938899.87256169,0.00243080,0.00698153,-0.99997267
1322938899.92457461,0.00267985,0.00705916,-0.99997149
1322938899.96559906,0.00267881,0.00700971,-0.99997184
1322938900.01289773,0.00270613,0.00706613,-0.99997137
1322938900.07256150,0.00273135,0.00706292,-0.99997133
1322938900.12493229,0.00283350,0.00690524,-0.99997214
1322938900.16457295,0.00251607,0.00696881,-0.99997255
1322938900.22566414,0.00233406,0.00672355,-0.99997467
1322938900.27257538,0.00244538,0.00689604,-0.99997323
1322938900.31256461,0.00259884,0.00690634,-0.99997277
1322938900.36456394,0.00282981,0.00682841,-0.99997268
1322938900.42531681,0.00298758,0.00667549,-0.99997326
1322938900.46627450,0.00295101,0.00664572,-0.99997356
1322938900.52616715,0.00297310,0.00667589,-0.99997330
1322938900.56518507,0.00280475,0.00662694,-0.99997411
1322938900.62462211,0.00278640,0.00647931,-0.99997513
1322938900.67255950,0.00271408,0.00665484,-0.99997417
1322938900.72478342,0.00265145,0.00664245,-0.99997442
1322938900.77252221,0.00269414,0.00672052,-0.99997379
1322938900.82498550,0.00284826,0.00670265,-0.99997348
1322938900.86686540,0.00290760,0.00677184,-0.99997284
1322938900.92458987,0.00294971,0.00693213,-0.99997162
1322938900.97364330,0.00308907,0.00694298,-0.99997113
1322938901.02589321,0.00309976,0.00698510,-0.99997080
1322938901.06502199,0.00322611,0.00693066,-0.99997078
1322938901.12552929,0.00309894,0.00681829,-0.99997195
1322938901.17256165,0.00306045,0.00678107,-0.99997233
1322938901.21365023,0.00311726,0.00682425,-0.99997186
1322938901.27257991,0.00311224,0.00680140,-0.99997203
1322938901.32456136,0.00282082,0.00673688,-0.99997333
1322938901.36456418,0.00265705,0.00668400,-0.99997413
1322938901.41367388,0.00242360,0.00667033,-0.99997482
1322938901.47255111,0.00256837,0.00692893,-0.99997270
1322938901.52556181,0.00254959,0.00674873,-0.99997398
1322938901.57256436,0.00232500,0.00662342,-0.99997536
1322938901.62456417,0.00218263,0.00647188,-0.99997668
1322938901.67256308,0.00198689,0.00631467,-0.99997809
1322938901.72528028,0.00192253,0.00639311,-0.99997772
1322938901.76454878,0.00194131,0.00637241,-0.99997781
1322938901.81256437,0.00200214,0.00644794,-0.99997721
1322938901.86454678,0.00201978,0.00622108,-0.99997861
1322938901.91256356,0.00196755,0.00623518,-0.99997863
1322938901.97256422,0.00206681,0.00631973,-0.99997789
1322938902.02567410,0.00230432,0.00643497,-0.99997664
1322938902.06579804,0.00230922,0.00643591,-0.99997662
1322938902.12469220,0.00244602,0.00647693,-0.99997603
1322938902.17364717,0.00249075,0.00652318,-0.99997562
1322938902.22464681,0.00260999,0.00648982,-0.99997553
1322938902.27256799,0.00234586,0.00644443,-0.99997648
1322938902.32565522,0.00248646,0.00625790,-0.99997733
1322938902.37257099,0.00256149,0.00638452,-0.99997634
1322938902.42463613,0.00254496,0.00624048,-0.99997729
1322938902.46466470,0.00274680,0.00613203,-0.99997743
1322938902.52233458,0.00269295,0.00598694,-0.99997845
1322938902.56544733,0.00288156,0.00624408,-0.99997635
1322938902.62456632,0.00302766,0.00641218,-0.99997486
1322938902.67265391,0.00290117,0.00636299,-0.99997555
1322938902.72464156,0.00267023,0.00668406,-0.99997410
1322938902.76664472,0.00240662,0.00642604,-0.99997646
1322938902.82535362,0.00252549,0.00637260,-0.99997651
1322938902.87364531,0.00246937,0.00620496,-0.99997770
1322938902.91367865,0.00260618,0.00623300,-0.99997718
1322938902.96468067,0.00251500,0.00638038,-0.99997648
1322938903.02560830,0.00242346,0.00629317,-0.99997726
1322938903.06540608,0.00225708,0.00628827,-0.99997768
1322938903.12455058,0.00236690,0.00612016,-0.99997847
1322938903.17365241,0.00250880,0.00615386,-0.99997792
1322938903.22499967,0.00244623,0.00622840,-0.99997761
1322938903.26539564,0.00241920,0.00581199,-0.99998018
1322938903.31364703,0.00256409,0.00584350,-0.99997964
1322938903.37264442,0.00246734,0.00563391,-0.99998109
1322938903.42464042,0.00223707,0.00584211,-0.99998043
1322938903.46518159,0.00231703,0.00586656,-0.99998011
1322938903.52230120,0.00238720,0.00579038,-0.99998039
1322938903.57365394,0.00236808,0.00569138,-0.99998100
1322938903.62456489,0.00245916,0.00551271,-0.99998178
1322938903.66473627,0.00256045,0.00542119,-0.99998203
1322938903.72465229,0.00243970,0.00549130,-0.99998195
1322938903.76565194,0.00232632,0.00554294,-0.99998193
1322938903.82590961,0.00238334,0.00541747,-0.99998249
1322938903.87367511,0.00251573,0.00562183,-0.99998103
1322938903.91368222,0.00261893,0.00583234,-0.99997956
1322938903.97352576,0.00258331,0.00562227,-0.99998086
1322938904.02586889,0.00263927,0.00573326,-0.99998008
1322938904.07263803,0.00249224,0.00570486,-0.99998062
1322938904.12468672,0.00257947,0.00559655,-0.99998101
1322938904.17265129,0.00258263,0.00564772,-0.99998072
1322938904.22463012,0.00256535,0.00545262,-0.99998184
1322938904.27254343,0.00263102,0.00541602,-0.99998187
1322938904.32485652,0.00243562,0.00520558,-0.99998348
1322938904.36566806,0.00265134,0.00518140,-0.99998306
1322938904.42464662,0.00275809,0.00515559,-0.99998291
1322938904.46528077,0.00259382,0.00494439,-0.99998441
1322938904.52567983,0.00262722,0.00537062,-0.99998213
1322938904.57265520,0.00265779,0.00553537,-0.99998115
1322938904.61364317,0.00265625,0.00542079,-0.99998178
1322938904.67274380,0.00264911,0.00533786,-0.99998224
1322938904.72465158,0.00252702,0.00512692,-0.99998366
1322938904.77298784,0.00271721,0.00509232,-0.99998334
1322938904.82465601,0.00239944,0.00498742,-0.99998468
1322938904.87265563,0.00240860,0.00508985,-0.99998415
1322938904.92464328,0.00230551,0.00511073,-0.99998428
1322938904.97347736,0.00241059,0.00505768,-0.99998430
1322938905.02582431,0.00231857,0.00500069,-0.99998481
1322938905.06673026,0.00206430,0.00510586,-0.99998483
1322938905.12564397,0.00208116,0.00500034,-0.99998533
1322938905.16561484,0.00188025,0.00481899,-0.99998662
1322938905.22573972,0.00190454,0.00467950,-0.99998724
1322938905.26570344,0.00169457,0.00472923,-0.99998738
1322938905.32453156,0.00175016,0.00451412,-0.99998828
1322938905.36514401,0.00168316,0.00463044,-0.99998786
1322938905.42465520,0.00176040,0.00438811,-0.99998882
1322938905.47253346,0.00194391,0.00448433,-0.99998806
1322938905.52550554,0.00195976,0.00438881,-0.99998845
1322938905.56467581,0.00190211,0.00403949,-0.99999003
1322938905.62566972,0.00194428,0.00414180,-0.99998953
1322938905.66564441,0.00217013,0.00420059,-0.99998882
1322938905.72462106,0.00215839,0.00423968,-0.99998868
1322938905.77277160,0.00189489,0.00418832,-0.99998943
1322938905.82453442,0.00182568,0.00396994,-0.99999045
1322938905.86566997,0.00180756,0.00411973,-0.99998988
1322938905.92520308,0.00165568,0.00419928,-0.99998981
1322938905.96630740,0.00195464,0.00415793,-0.99998945
1322938906.02552938,0.00207780,0.00427119,-0.99998872
1322938906.07364511,0.00180982,0.00446652,-0.99998839
1322938906.12464499,0.00190319,0.00456021,-0.99998779
1322938906.16554189,0.00201508,0.00443447,-0.99998814
1322938906.22456670,0.00212667,0.00460951,-0.99998711
1322938906.26561522,0.00182181,0.00459447,-0.99998779
1322938906.31264257,0.00170736,0.00456345,-0.99998813
1322938906.36514139,0.00168075,0.00462199,-0.99998791
1322938906.42564392,0.00156065,0.00424814,-0.99998976
1322938906.47264266,0.00157498,0.00423962,-0.99998977
1322938906.52557492,0.00152761,0.00414980,-0.99999022
1322938906.56486630,0.00152176,0.00415103,-0.99999023
1322938906.62454677,0.00150043,0.00409349,-0.99999050
1322938906.67264032,0.00143911,0.00412913,-0.99999044
1322938906.72456312,0.00141547,0.00403653,-0.99999085
1322938906.77264094,0.00141579,0.00392388,-0.99999130
1322938906.81265616,0.00150410,0.00387571,-0.99999136
1322938906.87265062,0.00149344,0.00360892,-0.99999237
1322938906.92566967,0.00131110,0.00366672,-0.99999242
1322938906.96574426,0.00127526,0.00361204,-0.99999266
1322938907.02568412,0.00126693,0.00348575,-0.99999312
1322938907.07264376,0.00152177,0.00343120,-0.99999296
1322938907.12464428,0.00151224,0.00334700,-0.99999326
1322938907.17258549,0.00167212,0.00339683,-0.99999283
1322938907.21364021,0.00192923,0.00315529,-0.99999316
1322938907.26459861,0.00184139,0.00317074,-0.99999328
1322938907.32557273,0.00179513,0.00307949,-0.99999365
1322938907.37263918,0.00172809,0.00296861,-0.99999410
1322938907.41265416,0.00147762,0.00323735,-0.99999367
1322938907.46489763,0.00109039,0.00301685,-0.99999485
1322938907.51263785,0.00115410,0.00291211,-0.99999509
1322938907.56463861,0.00130044,0.00296321,-0.99999476
1322938907.62564707,0.00132441,0.00292322,-0.99999485
1322938907.66640329,0.00138848,0.00307403,-0.99999431
1322938907.71265173,0.00128423,0.00272954,-0.99999545
1322938907.77366042,0.00131826,0.00261242,-0.99999572
1322938907.81366444,0.00093757,0.00287849,-0.99999542
1322938907.87264442,0.00068029,0.00300963,-0.99999524
1322938907.91256690,0.00038588,0.00313316,-0.99999502
1322938907.96458817,0.00037729,0.00326584,-0.99999460
1322938908.02248383,0.00027540,0.00338083,-0.99999425
1322938908.07265186,0.00017826,0.00347180,-0.99999396
1322938908.12465000,0.00009244,0.00346870,-0.99999398
1322938908.17263556,0.00009645,0.00350906,-0.99999384
1322938908.22558308,0.00000726,0.00350972,-0.99999384
1322938908.27264285,-0.00008562,0.00367970,-0.99999323
1322938908.32615519,0.00003609,0.00351974,-0.99999381
1322938908.36462736,0.00021083,0.00325469,-0.99999468
1322938908.42565799,0.00011833,0.00332070,-0.99999448
1322938908.47267604,0.00002970,0.00318710,-0.99999492
1322938908.52517462,0.00014893,0.00321659,-0.99999482
1322938908.57264018,-0.00016042,0.00309012,-0.99999521
1322938908.62553859,0.00014305,0.00317678,-0.99999494
1322938908.67265534,0.00037233,0.00309450,-0.99999514
1322938908.71364474,0.00028759,0.00287623,-0.99999582
1322938908.77264285,0.00041850,0.00299717,-0.99999542
