Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322941079.71749258,-0.00000631,0.00007358,-458782.84375000,0,0,0
1322941240.56955218,-0.00000639,0.00007396,-477068.62500000,0,0,0
1322941240.61769295,-0.00000648,0.00007397,-477074.37500000,0,0,0
1322941240.66864538,-0.00000639,0.00007396,-477080.09375000,0,0,0
1322941240.71753573,-0.00000648,0.00007397,-477085.84375000,0,0,0
1322941240.76737094,-0.00000639,0.00007396,-477091.56250000,0,0,0
1322941240.81655383,-0.00000648,0.00007397,-477097.31250000,0,0,0
1322941240.86864543,-0.00000639,0.00007396,-477103.03125000,0,0,0
1322941240.91667008,-0.00000648,0.00007397,-477108.78125000,0,0,0
1322941240.96865058,-0.00000639,0.00007396,-477114.50000000,0,0,0
1322941241.01673532,-0.00000648,0.00007397,-477120.25000000,0,0,0
1322941241.06868243,-0.00000639,0.00007397,-477125.96875000,0,0,0
1322941241.11715341,-0.00000648,0.00007397,-477131.71875000,0,0,0
1322941241.16570711,-0.00000639,0.00007397,-477137.46875000,0,0,0
1322941241.21765661,-0.00000648,0.00007397,-477143.18750000,0,0,0
1322941241.26856613,-0.00000639,0.00007397,-477148.93750000,0,0,0
1322941241.31664824,-0.00000648,0.00007397,-477154.65625000,0,0,0
1322941241.36856556,-0.00000639,0.00007397,-477160.40625000,0,0,0
1322941241.41758847,-0.00000648,0.00007397,-477166.12500000,0,0,0
1322941241.46570706,-0.00000639,0.00007397,-477171.87500000,0,0,0
1322941241.51771593,-0.00000648,0.00007397,-477177.59375000,0,0,0
1322941241.56855345,-0.00000639,0.00007397,-477183.34375000,0,0,0
1322941241.61657023,-0.00000648,0.00007397,-477189.09375000,0,0,0
1322941241.66572428,-0.00000639,0.00007397,-477194.81250000,0,0,0
1322941241.71666336,-0.00000648,0.00007397,-477200.56250000,0,0,0
1322941241.76679492,-0.00000639,0.00007397,-477206.28125000,0,0,0
1322941241.81664228,-0.00000648,0.00007397,-477212.03125000,0,0,0
1322941241.86856365,-0.00000639,0.00007397,-477217.75000000,0,0,0
1322941241.91666007,-0.00000648,0.00007397,-477223.50000000,0,0,0
1322941241.96878695,-0.00000639,0.00007397,-477229.21875000,0,0,0
1322941242.01768732,-0.00000648,0.00007397,-477234.96875000,0,0,0
1322941242.06681848,-0.00000639,0.00007397,-477240.71875000,0,0,0
1322941242.11665154,-0.00000649,0.00007397,-477246.43750000,0,0,0
1322941242.16880941,-0.00000639,0.00007397,-477252.18750000,0,0,0
1322941242.21666360,-0.00000649,0.00007397,-477257.90625000,0,0,0
1322941242.26568055,-0.00000640,0.00007397,-477263.65625000,0,0,0
1322941242.31654692,-0.00000649,0.00007398,-477269.37500000,0,0,0
1322941242.36858511,-0.00000640,0.00007397,-477275.12500000,0,0,0
1322941242.41768837,-0.00000649,0.00007398,-477280.87500000,0,0,0
1322941242.46972346,-0.00000640,0.00007397,-477286.59375000,0,0,0
1322941242.51767778,-0.00000649,0.00007398,-477292.34375000,0,0,0
1322941242.56969500,-0.00000640,0.00007397,-477298.06250000,0,0,0
1322941242.61664629,-0.00000649,0.00007398,-477303.81250000,0,0,0
1322941242.66567183,-0.00000640,0.00007398,-477309.53125000,0,0,0
1322941242.71768808,-0.00000649,0.00007398,-477315.28125000,0,0,0
1322941242.76568508,-0.00000640,0.00007398,-477321.03125000,0,0,0
1322941242.81668949,-0.00000649,0.00007398,-477326.75000000,0,0,0
1322941242.86568046,-0.00000640,0.00007398,-477332.50000000,0,0,0
1322941242.91772270,-0.00000649,0.00007398,-477338.21875000,0,0,0
1322941242.96854329,-0.00000640,0.00007398,-477343.96875000,0,0,0
1322941243.01652145,-0.00000649,0.00007398,-477349.68750000,0,0,0
1322941243.06929803,-0.00000640,0.00007398,-477355.43750000,0,0,0
1322941243.11766982,-0.00000649,0.00007398,-477361.18750000,0,0,0
1322941243.16959953,-0.00000640,0.00007398,-477366.90625000,0,0,0
1322941243.21655655,-0.00000649,0.00007398,-477372.65625000,0,0,0
1322941243.26900434,-0.00000640,0.00007398,-477378.37500000,0,0,0
1322941243.31765079,-0.00000649,0.00007398,-477384.12500000,0,0,0
1322941243.36966991,-0.00000640,0.00007398,-477389.87500000,0,0,0
1322941243.41766572,-0.00000649,0.00007398,-477395.59375000,0,0,0
1322941243.46677256,-0.00000640,0.00007398,-477401.34375000,0,0,0
1322941243.51765394,-0.00000649,0.00007398,-477407.06250000,0,0,0
1322941243.56565738,-0.00000640,0.00007398,-477412.81250000,0,0,0
1322941243.61769199,-0.00000649,0.00007398,-477418.56250000,0,0,0
1322941243.66855168,-0.00000640,0.00007398,-477424.28125000,0,0,0
1322941243.70965457,-0.00000649,0.00007398,-477430.03125000,0,0,0
1322941243.76952887,-0.00000649,0.00007398,-477434.62500000,0,0,0
1322941243.81773090,-0.00000650,0.00007398,-477441.50000000,0,0,0
1322941243.86569548,-0.00000640,0.00007398,-477447.25000000,0,0,0
1322941243.90859008,-0.00000650,0.00007398,-477452.96875000,0,0,0
1322941243.96852183,-0.00000650,0.00007398,-477457.56250000,0,0,0
1322941244.01765347,-0.00000650,0.00007398,-477464.43750000,0,0,0
1322941244.06853008,-0.00000641,0.00007398,-477470.18750000,0,0,0
1322941244.11668468,-0.00000650,0.00007399,-477475.93750000,0,0,0
1322941244.16912794,-0.00000641,0.00007398,-477481.65625000,0,0,0
1322941244.20917487,-0.00000650,0.00007399,-477487.40625000,0,0,0
1322941244.26571655,-0.00000650,0.00007399,-477492.00000000,0,0,0
1322941244.31655407,-0.00000650,0.00007399,-477498.87500000,0,0,0
1322941244.36566520,-0.00000641,0.00007399,-477504.62500000,0,0,0
1322941244.41767120,-0.00000650,0.00007399,-477510.34375000,0,0,0
1322941244.46563983,-0.00000641,0.00007399,-477516.09375000,0,0,0
1322941244.50869751,-0.00000650,0.00007399,-477521.81250000,0,0,0
1322941244.56964517,-0.00000650,0.00007399,-477526.40625000,0,0,0
1322941244.61670065,-0.00000650,0.00007399,-477533.31250000,0,0,0
1322941244.66566110,-0.00000641,0.00007399,-477539.03125000,0,0,0
1322941244.71652722,-0.00000650,0.00007399,-477544.78125000,0,0,0
1322941244.76564360,-0.00000641,0.00007399,-477550.53125000,0,0,0
1322941244.81659317,-0.00000650,0.00007399,-477556.25000000,0,0,0
1322941244.85738778,-0.00000641,0.00007399,-477562.00000000,0,0,0
1322941244.91668248,-0.00000641,0.00007399,-477566.59375000,0,0,0
1322941244.96566463,-0.00000641,0.00007399,-477573.46875000,0,0,0
1322941245.01763535,-0.00000650,0.00007399,-477579.21875000,0,0,0
1322941245.06563902,-0.00000641,0.00007399,-477584.93750000,0,0,0
1322941245.10861421,-0.00000650,0.00007399,-477590.68750000,0,0,0
1322941245.16563940,-0.00000650,0.00007399,-477595.28125000,0,0,0
1322941245.21669698,-0.00000650,0.00007399,-477602.15625000,0,0,0
1322941245.26865792,-0.00000641,0.00007399,-477607.90625000,0,0,0
1322941245.31663489,-0.00000650,0.00007399,-477613.62500000,0,0,0
1322941245.36676717,-0.00000641,0.00007399,-477619.37500000,0,0,0
1322941245.41673183,-0.00000650,0.00007399,-477625.12500000,0,0,0
1322941245.45766926,-0.00000641,0.00007399,-477630.84375000,0,0,0
1322941245.51656818,-0.00000641,0.00007399,-477635.43750000,0,0,0
1322941245.56855869,-0.00000641,0.00007399,-477642.34375000,0,0,0
1322941245.61756968,-0.00000651,0.00007399,-477648.06250000,0,0,0
1322941245.65772510,-0.00000641,0.00007399,-477653.81250000,0,0,0
1322941245.70869017,-0.00000642,0.00007399,-477658.40625000,0,0,0
1322941245.76564765,-0.00000651,0.00007399,-477664.12500000,0,0,0
1322941245.81764531,-0.00000651,0.00007399,-477671.03125000,0,0,0
1322941245.85752439,-0.00000642,0.00007399,-477676.75000000,0,0,0
1322941245.90954566,-0.00000642,0.00007399,-477681.34375000,0,0,0
1322941245.95764065,-0.00000651,0.00007400,-477687.09375000,0,0,0
1322941246.01669049,-0.00000642,0.00007400,-477692.84375000,0,0,0
1322941246.06650925,-0.00000642,0.00007400,-477699.71875000,0,0,0
1322941246.11670375,-0.00000651,0.00007400,-477705.46875000,0,0,0
1322941246.16564798,-0.00000642,0.00007400,-477711.18750000,0,0,0
1322941246.20932531,-0.00000651,0.00007400,-477716.93750000,0,0,0
1322941246.26564646,-0.00000651,0.00007400,-477721.53125000,0,0,0
1322941246.31674552,-0.00000651,0.00007400,-477728.40625000,0,0,0
1322941246.35766578,-0.00000642,0.00007400,-477734.15625000,0,0,0
1322941246.41669774,-0.00000642,0.00007400,-477738.75000000,0,0,0
1322941246.46564198,-0.00000642,0.00007400,-477745.62500000,0,0,0
1322941246.50868869,-0.00000651,0.00007400,-477751.37500000,0,0,0
1322941246.56569552,-0.00000651,0.00007400,-477755.96875000,0,0,0
1322941246.61668420,-0.00000651,0.00007400,-477762.84375000,0,0,0
1322941246.66862535,-0.00000642,0.00007400,-477768.59375000,0,0,0
1322941246.71669054,-0.00000651,0.00007400,-477774.31250000,0,0,0
1322941246.76637125,-0.00000642,0.00007400,-477780.06250000,0,0,0
1322941246.80962753,-0.00000651,0.00007400,-477785.81250000,0,0,0
1322941246.86678386,-0.00000651,0.00007400,-477790.40625000,0,0,0
1322941246.91667008,-0.00000651,0.00007400,-477797.28125000,0,0,0
1322941246.96957421,-0.00000642,0.00007400,-477803.03125000,0,0,0
1322941247.01763988,-0.00000651,0.00007400,-477808.75000000,0,0,0
1322941247.06860280,-0.00000642,0.00007400,-477814.50000000,0,0,0
1322941247.10892963,-0.00000651,0.00007400,-477820.25000000,0,0,0
1322941247.16676283,-0.00000651,0.00007400,-477824.84375000,0,0,0
1322941247.21761227,-0.00000651,0.00007400,-477831.71875000,0,0,0
1322941247.26556587,-0.00000642,0.00007400,-477837.46875000,0,0,0
1322941247.31666923,-0.00000652,0.00007400,-477843.18750000,0,0,0
1322941247.36857367,-0.00000642,0.00007400,-477848.93750000,0,0,0
1322941247.41660094,-0.00000652,0.00007400,-477854.68750000,0,0,0
1322941247.46852517,-0.00000642,0.00007400,-477860.40625000,0,0,0
1322941247.50957036,-0.00000652,0.00007400,-477866.15625000,0,0,0
1322941247.56856823,-0.00000652,0.00007400,-477870.75000000,0,0,0
1322941247.61665797,-0.00000652,0.00007400,-477877.62500000,0,0,0
1322941247.66860294,-0.00000643,0.00007401,-477883.37500000,0,0,0
1322941247.71770573,-0.00000652,0.00007401,-477889.12500000,0,0,0
1322941247.76857948,-0.00000643,0.00007401,-477894.84375000,0,0,0
1322941247.81761932,-0.00000652,0.00007401,-477900.59375000,0,0,0
1322941247.86560321,-0.00000643,0.00007401,-477906.34375000,0,0,0
1322941247.91664243,-0.00000652,0.00007401,-477912.06250000,0,0,0
1322941247.96560073,-0.00000643,0.00007401,-477917.81250000,0,0,0
1322941248.01663089,-0.00000652,0.00007401,-477923.56250000,0,0,0
1322941248.06856847,-0.00000643,0.00007401,-477929.31250000,0,0,0
1322941248.11757708,-0.00000652,0.00007401,-477935.03125000,0,0,0
1322941248.16558075,-0.00000643,0.00007401,-477940.78125000,0,0,0
1322941248.21663404,-0.00000652,0.00007401,-477946.53125000,0,0,0
1322941248.26852942,-0.00000643,0.00007401,-477952.25000000,0,0,0
1322941248.31757426,-0.00000652,0.00007401,-477958.00000000,0,0,0
1322941248.36857033,-0.00000643,0.00007401,-477963.75000000,0,0,0
1322941248.41761708,-0.00000652,0.00007401,-477969.46875000,0,0,0
1322941248.46557117,-0.00000643,0.00007401,-477975.21875000,0,0,0
1322941248.51755714,-0.00000652,0.00007401,-477980.96875000,0,0,0
1322941248.56852603,-0.00000643,0.00007401,-477986.68750000,0,0,0
1322941248.61759806,-0.00000652,0.00007401,-477992.43750000,0,0,0
1322941248.66555738,-0.00000643,0.00007401,-477998.18750000,0,0,0
1322941248.71744657,-0.00000652,0.00007401,-478003.93750000,0,0,0
1322941248.76555991,-0.00000643,0.00007401,-478009.65625000,0,0,0
1322941248.81757164,-0.00000652,0.00007401,-478015.40625000,0,0,0
1322941248.86556506,-0.00000643,0.00007401,-478021.15625000,0,0,0
1322941248.91761041,-0.00000653,0.00007401,-478026.87500000,0,0,0
1322941248.96555138,-0.00000643,0.00007401,-478032.62500000,0,0,0
1322941249.01654410,-0.00000653,0.00007401,-478038.37500000,0,0,0
1322941249.06560755,-0.00000644,0.00007401,-478044.09375000,0,0,0
1322941249.11761069,-0.00000653,0.00007401,-478049.84375000,0,0,0
1322941249.16954470,-0.00000644,0.00007401,-478055.59375000,0,0,0
1322941249.21759057,-0.00000653,0.00007401,-478061.31250000,0,0,0
1322941249.26853395,-0.00000644,0.00007402,-478067.06250000,0,0,0
1322941249.31759286,-0.00000653,0.00007401,-478072.81250000,0,0,0
1322941249.36558867,-0.00000644,0.00007402,-478078.56250000,0,0,0
1322941249.41758990,-0.00000653,0.00007401,-478084.28125000,0,0,0
1322941249.46560240,-0.00000644,0.00007402,-478090.03125000,0,0,0
1322941249.51659274,-0.00000653,0.00007401,-478095.78125000,0,0,0
1322941249.56958938,-0.00000644,0.00007402,-478101.50000000,0,0,0
1322941249.61657596,-0.00000653,0.00007401,-478107.25000000,0,0,0
1322941249.66855311,-0.00000644,0.00007402,-478113.00000000,0,0,0
1322941249.71759653,-0.00000653,0.00007402,-478118.75000000,0,0,0
1322941249.76661086,-0.00000644,0.00007402,-478124.46875000,0,0,0
1322941249.81657052,-0.00000653,0.00007402,-478130.21875000,0,0,0
1322941249.86853814,-0.00000644,0.00007402,-478135.96875000,0,0,0
1322941249.91657066,-0.00000653,0.00007402,-478141.68750000,0,0,0
1322941249.96556091,-0.00000644,0.00007402,-478147.43750000,0,0,0
1322941250.01657367,-0.00000653,0.00007402,-478153.18750000,0,0,0
1322941250.06853080,-0.00000644,0.00007402,-478158.93750000,0,0,0
1322941250.11656213,-0.00000653,0.00007402,-478164.65625000,0,0,0
1322941250.16941667,-0.00000644,0.00007402,-478170.40625000,0,0,0
1322941250.21669006,-0.00000653,0.00007402,-478176.15625000,0,0,0
1322941250.27003837,-0.00000644,0.00007402,-478181.90625000,0,0,0
1322941250.31656861,-0.00000653,0.00007402,-478187.62500000,0,0,0
1322941250.36559081,-0.00000644,0.00007402,-478193.37500000,0,0,0
1322941250.41757298,-0.00000654,0.00007402,-478199.12500000,0,0,0
1322941250.46957326,-0.00000645,0.00007402,-478204.87500000,0,0,0
1322941250.51656818,-0.00000654,0.00007402,-478210.59375000,0,0,0
1322941250.56851983,-0.00000645,0.00007402,-478216.34375000,0,0,0
1322941250.61650062,-0.00000654,0.00007402,-478222.09375000,0,0,0
1322941250.66852427,-0.00000645,0.00007403,-478227.81250000,0,0,0
