Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322936058.76163411,-0.00001621,0.00003287,-67505.83593750,0,0,0
1322936288.90863585,-0.00001463,0.00003389,-78049.06250000,0,0,0
1322936288.96064377,-0.00001466,0.00003382,-78051.43750000,0,0,0
1322936289.02068663,-0.00001463,0.00003389,-78053.80468750,0,0,0
1322936289.06166768,-0.00001463,0.00003389,-78056.64843750,0,0,0
1322936289.10964894,-0.00001463,0.00003389,-78058.53906250,0,0,0
1322936289.16063476,-0.00001465,0.00003382,-78060.91406250,0,0,0
1322936289.20966434,-0.00001463,0.00003389,-78063.28125000,0,0,0
1322936289.26052618,-0.00001465,0.00003382,-78065.64843750,0,0,0
1322936289.32063103,-0.00001463,0.00003389,-78068.01562500,0,0,0
1322936289.36166334,-0.00001463,0.00003389,-78070.85937500,0,0,0
1322936289.41372991,-0.00001463,0.00003389,-78072.75781250,0,0,0
1322936289.46063113,-0.00001465,0.00003382,-78075.12500000,0,0,0
1322936289.52153873,-0.00001462,0.00003389,-78077.50000000,0,0,0
1322936289.56164742,-0.00001462,0.00003389,-78080.33593750,0,0,0
1322936289.60863376,-0.00001462,0.00003389,-78082.23437500,0,0,0
1322936289.66166615,-0.00001464,0.00003382,-78084.60156250,0,0,0
1322936289.71363521,-0.00001462,0.00003389,-78086.97656250,0,0,0
1322936289.76154232,-0.00001464,0.00003382,-78089.34375000,0,0,0
1322936289.82063413,-0.00001462,0.00003389,-78091.71093750,0,0,0
1322936289.86165047,-0.00001462,0.00003389,-78094.55468750,0,0,0
1322936289.92150211,-0.00001462,0.00003389,-78096.45312500,0,0,0
1322936289.96165490,-0.00001462,0.00003389,-78099.29687500,0,0,0
1322936290.02166891,-0.00001462,0.00003389,-78101.19531250,0,0,0
1322936290.06164289,-0.00001462,0.00003389,-78104.03906250,0,0,0
1322936290.12063169,-0.00001462,0.00003389,-78105.92968750,0,0,0
1322936290.16164756,-0.00001461,0.00003389,-78108.77343750,0,0,0
1322936290.21371412,-0.00001461,0.00003389,-78110.67187500,0,0,0
1322936290.26166892,-0.00001464,0.00003382,-78113.03906250,0,0,0
1322936290.31360006,-0.00001461,0.00003389,-78115.41406250,0,0,0
1322936290.36055493,-0.00001463,0.00003382,-78117.78125000,0,0,0
1322936290.40874982,-0.00001461,0.00003389,-78120.14843750,0,0,0
1322936290.46062112,-0.00001463,0.00003382,-78122.52343750,0,0,0
1322936290.51256204,-0.00001461,0.00003389,-78124.89062500,0,0,0
1322936290.56052589,-0.00001463,0.00003382,-78127.25781250,0,0,0
1322936290.60966587,-0.00001461,0.00003389,-78129.63281250,0,0,0
1322936290.66058826,-0.00001463,0.00003382,-78132.00000000,0,0,0
1322936290.72079301,-0.00001461,0.00003389,-78134.36718750,0,0,0
1322936290.76105022,-0.00001461,0.00003389,-78137.21875000,0,0,0
1322936290.82054162,-0.00001460,0.00003389,-78139.10937500,0,0,0
1322936290.86065269,-0.00001460,0.00003389,-78141.95312500,0,0,0
1322936290.92224216,-0.00001460,0.00003389,-78143.85156250,0,0,0
1322936290.96155357,-0.00001460,0.00003389,-78146.69531250,0,0,0
1322936291.01253891,-0.00001460,0.00003389,-78148.59375000,0,0,0
1322936291.06051779,-0.00001462,0.00003382,-78150.96093750,0,0,0
1322936291.10965061,-0.00001460,0.00003389,-78153.33593750,0,0,0
