Time_in_sec,Mx,My,Mz
1322943163.97250342,0.19456559,0.08071870,-0.72872865
1322943164.02056360,0.19491100,0.08263931,-0.73178065
1322943164.06978822,0.19509929,0.07895137,-0.72908384
1322943164.12050581,0.19478571,0.08445070,-0.73592216
1322943164.17367768,0.19565058,0.08211633,-0.73080397
1322943164.21363544,0.19688910,0.08222532,-0.73046815
1322943164.27256322,0.19489115,0.08415424,-0.73192596
1322943164.32057595,0.19534689,0.08414039,-0.73110223
1322943164.37254906,0.19573802,0.08106774,-0.72720200
1322943164.42165112,0.19375129,0.08264117,-0.73078340
1322943164.47255778,0.19289124,0.08011603,-0.72961742
1322943164.52055907,0.19386727,0.08213972,-0.73117185
1322943164.57364750,0.19506094,0.08288692,-0.73150802
1322943164.62164807,0.19348638,0.08276889,-0.73066658
1322943164.66168022,0.19413915,0.08213659,-0.73115629
1322943164.72052288,0.19615151,0.08249606,-0.73144281
1322943164.77357745,0.19253227,0.07998545,-0.72883934
1322943164.82057452,0.19428302,0.08112609,-0.73114061
1322943164.86966872,0.19456057,0.08034187,-0.72885907
1322943164.91264629,0.19303502,0.08431748,-0.73349547
1322943164.96966100,0.19626747,0.08199461,-0.73183125
1322943165.01040936,0.19588956,0.08224542,-0.73132300
1322943165.06964898,0.19408344,0.08416209,-0.73183924
1322943165.12168097,0.19403824,0.08376852,-0.73037660
1322943165.17358351,0.19556344,0.08097520,-0.73013580
1322943165.22059727,0.19348936,0.08239054,-0.73066360
1322943165.26966357,0.19323030,0.08075414,-0.73066622
1322943165.31255555,0.19595370,0.08225760,-0.73251581
1322943165.37265897,0.19356555,0.08391154,-0.73146814
1322943165.42057705,0.19579162,0.08349901,-0.73054034
1322943165.46966052,0.19313228,0.08100031,-0.73000902
1322943165.52171898,0.19490600,0.08226248,-0.73191106
1322943165.57354736,0.19328807,0.07948381,-0.72985590
1322943165.62056279,0.19566950,0.08173493,-0.73053420
1322943165.66085172,0.19515452,0.08009861,-0.73028558
1322943165.71314335,0.19510479,0.08237482,-0.73083705
1322943165.76966500,0.19546194,0.08477246,-0.73136622
1322943165.82055974,0.19554068,0.08387590,-0.73015863
1322943165.87256026,0.19503763,0.08173358,-0.72977269
1322943165.92099452,0.19357735,0.08139072,-0.73158169
1322943165.96965504,0.19657385,0.07956781,-0.72927004
1322943166.01313758,0.19354740,0.08114459,-0.73211330
1322943166.07256126,0.19429715,0.08339009,-0.73062485
1322943166.11369061,0.19391125,0.08364244,-0.73025000
1322943166.16167545,0.19505911,0.08515398,-0.73125911
1322943166.22064066,0.19446304,0.08363465,-0.73008549
1322943166.26945138,0.19673289,0.08170261,-0.72861212
1322943166.32056093,0.19518298,0.08364359,-0.73163962
1322943166.36965704,0.19305806,0.07922707,-0.72920245
1322943166.42164254,0.19543765,0.07973999,-0.73239368
1322943166.47255063,0.19430295,0.08061856,-0.73086983
1322943166.52064228,0.19594882,0.08389560,-0.73239535
1322943166.57368016,0.19327812,0.07973757,-0.72999132
1322943166.62065101,0.19460683,0.08161674,-0.73019522
1322943166.66167259,0.19480579,0.07973865,-0.73163217
1322943166.71268082,0.19568646,0.08160575,-0.73026639
1322943166.76969624,0.19532104,0.08540461,-0.73137897
1322943166.80964589,0.19525480,0.08362985,-0.73043901
1322943166.86973071,0.19451219,0.08352377,-0.73154414
1322943166.92055416,0.19413824,0.08327012,-0.73103184
1322943166.96967936,0.19676213,0.08209924,-0.73034155
1322943167.00969696,0.19340362,0.08316250,-0.73200357
1322943167.07254648,0.19527507,0.08415413,-0.73230278
1322943167.12064123,0.19599536,0.08298076,-0.72946137
1322943167.16966319,0.19477068,0.08110613,-0.72978324
1322943167.22170258,0.19449411,0.08176423,-0.73206383
1322943167.26972365,0.19683579,0.07981844,-0.72938985
1322943167.31263900,0.19481531,0.08366504,-0.73325598
1322943167.36965322,0.19519696,0.08389277,-0.73137480
1322943167.42064261,0.19547664,0.08086588,-0.73160219
1322943167.47269034,0.19406296,0.08061559,-0.73035181
1322943167.51331735,0.19210887,0.08203240,-0.73113859
1322943167.57263899,0.19551603,0.08403099,-0.73281986
1322943167.61361814,0.19504400,0.08301609,-0.73177582
1322943167.66164351,0.19521292,0.08388972,-0.73110801
1322943167.72064161,0.19628125,0.08322681,-0.72918099
1322943167.76966739,0.19614656,0.08312665,-0.73144782
1322943167.82166576,0.19438323,0.08364992,-0.73141950
1322943167.86967349,0.19576421,0.08083531,-0.72905982
1322943167.92164373,0.19616246,0.08211618,-0.73130643
1322943167.97254729,0.19519337,0.07920968,-0.72974503
1322943168.01354146,0.19652547,0.08274971,-0.73195505
1322943168.07255173,0.19569783,0.08326509,-0.73213911
1322943168.12166691,0.19543898,0.08465093,-0.73176539
1322943168.17262578,0.19518863,0.08286250,-0.72937363
1322943168.22164583,0.19650222,0.08260378,-0.73009425
1322943168.26966596,0.19645703,0.08221021,-0.72863168
1322943168.32064199,0.19514787,0.08100581,-0.73255253
1322943168.36966562,0.19531943,0.08046929,-0.72974718
1322943168.42065239,0.19580446,0.08185948,-0.73052740
1322943168.47255754,0.19361316,0.07987273,-0.73116952
1322943168.52063799,0.19611055,0.08162240,-0.73223627
1322943168.57258725,0.19733608,0.08135609,-0.73216426
1322943168.62164617,0.19435322,0.08239638,-0.73207653
1322943168.66167521,0.19503149,0.07946806,-0.73015499
1322943168.72061634,0.19583730,0.08071984,-0.73011827
1322943168.77288079,0.19512033,0.08033256,-0.72856116
1322943168.82065248,0.19554846,0.08085214,-0.73040158
1322943168.86964655,0.19548631,0.08058774,-0.72920680
1322943168.92164421,0.19531624,0.08404476,-0.73389482
1322943168.96952152,0.19418755,0.07895469,-0.72847128
1322943169.02154946,0.19478883,0.07986782,-0.73189992
1322943169.07337689,0.19525155,0.07997856,-0.73094380
1322943169.12164187,0.19439298,0.08037392,-0.73166043
1322943169.16964769,0.19618025,0.07984607,-0.73128855
1322943169.22064066,0.19482675,0.08011242,-0.73123491
1322943169.27360964,0.19504549,0.07971724,-0.72989017
1322943169.32065105,0.19595666,0.08187925,-0.73251283
1322943169.36967516,0.19711418,0.08311264,-0.73112655
1322943169.42064810,0.19583343,0.08223172,-0.72999680
1322943169.46965075,0.19726165,0.08056588,-0.72897232
1322943169.52064085,0.19728503,0.08272663,-0.73058218
1322943169.57374620,0.19497831,0.07907601,-0.72882581
1322943169.62064624,0.19384430,0.08201817,-0.73157108
1322943169.66064405,0.19615017,0.08159038,-0.72930926
1322943169.72064757,0.19501376,0.08274558,-0.73004740
1322943169.77355480,0.19316830,0.08250456,-0.72922051
1322943169.81365991,0.19630851,0.08387568,-0.73091239
1322943169.87326717,0.19303079,0.08479756,-0.73123938
1322943169.92056727,0.19405513,0.08263194,-0.73023427
1322943169.96967173,0.19548434,0.08083997,-0.72920877
1322943170.02164459,0.19561541,0.08247641,-0.72908050
1322943170.07263947,0.19328222,0.08124793,-0.72973639
1322943170.11364675,0.19550869,0.08287460,-0.73081768
1322943170.16165876,0.19672024,0.08235911,-0.73101050
1322943170.21251726,0.19338341,0.08364564,-0.73001432
1322943170.27254510,0.19614947,0.08574614,-0.72880846
1322943170.32063961,0.19632553,0.08475392,-0.73051912
1322943170.36933112,0.19324726,0.08062497,-0.73039842
1322943170.42063880,0.19464201,0.08125667,-0.73191863
1322943170.46959567,0.19571428,0.08008930,-0.72998768
1322943170.52066994,0.19541886,0.08213621,-0.73241252
1322943170.56965375,0.19443254,0.07933450,-0.72885889
1322943170.62065506,0.19533575,0.08149803,-0.73161495
1322943170.66164398,0.19568646,0.08160575,-0.73026639
1322943170.72052264,0.19375391,0.08123102,-0.72864586
1322943170.77375698,0.19616422,0.08284697,-0.72891897
1322943170.82065296,0.19589832,0.08310081,-0.72880316
