Time_in_sec,gx,gy,gz
1322939165.27435255,0.00794765,0.01213505,-0.99989478
1322939165.31369519,0.00784105,0.01218206,-0.99989505
1322939165.37767172,0.00778994,0.01221466,-0.99989505
1322939165.42566729,0.00775651,0.01243072,-0.99989265
1322939165.47660422,0.00766344,0.01209504,-0.99989749
1322939165.51769400,0.00775640,0.01235466,-0.99989359
1322939165.57660127,0.00783764,0.01225516,-0.99989419
1322939165.61657214,0.00785412,0.01220283,-0.99989470
1322939165.67767215,0.00774748,0.01230471,-0.99989428
1322939165.72457051,0.00752373,0.01249125,-0.99989368
1322939165.77772522,0.00761245,0.01255718,-0.99989218
1322939165.81764412,0.00766050,0.01251152,-0.99989238
1322939165.86565018,0.00761160,0.01248736,-0.99989306
1322939165.91657138,0.00751835,0.01248087,-0.99989385
1322939165.96465516,0.00744656,0.01257827,-0.99989316
1322939166.01370692,0.00742741,0.01253689,-0.99989382
1322939166.07323647,0.00743894,0.01234690,-0.99989610
1322939166.12456131,0.00759613,0.01204011,-0.99989866
1322939166.17755365,0.00785623,0.01205880,-0.99989643
1322939166.22456408,0.00769654,0.01212072,-0.99989692
1322939166.27652025,0.00779684,0.01235868,-0.99989323
1322939166.31656504,0.00783537,0.01225594,-0.99989419
1322939166.36567688,0.00779707,0.01233189,-0.99989356
1322939166.42464232,0.00783564,0.01244554,-0.99989185
1322939166.47322392,0.00769030,0.01263857,-0.99989056
1322939166.52565098,0.00761529,0.01253532,-0.99989243
1322939166.56567264,0.00778736,0.01262119,-0.99989003
1322939166.61370659,0.00783756,0.01280849,-0.99988725
1322939166.67739081,0.00787212,0.01260963,-0.99988951
1322939166.72564483,0.00777969,0.01239302,-0.99989294
1322939166.77655268,0.00740194,0.01226261,-0.99989741
1322939166.82464170,0.00718948,0.01214548,-0.99990039
1322939166.87657690,0.00707133,0.01208584,-0.99990196
1322939166.91764522,0.00706893,0.01190863,-0.99990410
1322939166.96456122,0.00708446,0.01207391,-0.99990201
1322939167.01655912,0.00716653,0.01208046,-0.99990135
1322939167.07765055,0.00712314,0.01223645,-0.99989976
1322939167.12564850,0.00720440,0.01248680,-0.99989608
1322939167.17656016,0.00715308,0.01249056,-0.99989640
1322939167.21766925,0.00700294,0.01258499,-0.99989628
1322939167.26454926,0.00709293,0.01250207,-0.99989669
1322939167.32465100,0.00686359,0.01263360,-0.99989664
1322939167.37657309,0.00668307,0.01271268,-0.99989686
1322939167.42564607,0.00668223,0.01263985,-0.99989779
1322939167.47366333,0.00653985,0.01271503,-0.99989777
1322939167.51367736,0.00671530,0.01265171,-0.99989741
1322939167.57365727,0.00669300,0.01268595,-0.99989713
1322939167.61366057,0.00641036,0.01258361,-0.99990028
1322939167.66472673,0.00641470,0.01290564,-0.99989614
1322939167.72464299,0.00641458,0.01275692,-0.99989805
1322939167.76517487,0.00630575,0.01263140,-0.99990034
1322939167.81775260,0.00629727,0.01274193,-0.99989899
1322939167.86464143,0.00624844,0.01238770,-0.99990375
1322939167.92565227,0.00616315,0.01258683,-0.99990179
1322939167.97663736,0.00605978,0.01267458,-0.99990131
1322939168.02564859,0.00577749,0.01278575,-0.99990157
1322939168.07766724,0.00560977,0.01301732,-0.99989953
1322939168.12455726,0.00567371,0.01297727,-0.99989969
1322939168.17764378,0.00563631,0.01302627,-0.99989927
1322939168.21772051,0.00556489,0.01322980,-0.99989700
1322939168.27365851,0.00553800,0.01288240,-0.99990168
1322939168.31767392,0.00569870,0.01273835,-0.99990262
1322939168.37445807,0.00570416,0.01274588,-0.99990250
1322939168.42567229,0.00555454,0.01253445,-0.99990601
1322939168.47764564,0.00548598,0.01239004,-0.99990819
1322939168.51368070,0.00565849,0.01233383,-0.99990792
1322939168.57769251,0.00577174,0.01225545,-0.99990824
1322939168.61773610,0.00555650,0.01219396,-0.99991021
1322939168.67365050,0.00536631,0.01226379,-0.99991040
1322939168.71323872,0.00537459,0.01231899,-0.99990967
1322939168.77668071,0.00527409,0.01259858,-0.99990673
1322939168.82464933,0.00513553,0.01239811,-0.99990995
1322939168.86464691,0.00495469,0.01206908,-0.99991489
1322939168.92466068,0.00497701,0.01220067,-0.99991318
1322939168.97323585,0.00491370,0.01192871,-0.99991678
1322939169.02460575,0.00514550,0.01181428,-0.99991697
1322939169.07766008,0.00504105,0.01197996,-0.99991553
1322939169.12564516,0.00530234,0.01189485,-0.99991520
1322939169.16566658,0.00505279,0.01217179,-0.99991315
1322939169.21737814,0.00489247,0.01200474,-0.99991597
1322939169.26465487,0.00506667,0.01208257,-0.99991417
1322939169.31371760,0.00504172,0.01230590,-0.99991157
1322939169.36640120,0.00504866,0.01232419,-0.99991131
1322939169.41319156,0.00513880,0.01248874,-0.99990881
1322939169.46564531,0.00482827,0.01250578,-0.99991014
1322939169.52464771,0.00469548,0.01261249,-0.99990943
1322939169.56465411,0.00494178,0.01254629,-0.99990908
1322939169.62465692,0.00482506,0.01258367,-0.99990918
1322939169.67359185,0.00501137,0.01246280,-0.99990978
1322939169.72464919,0.00490986,0.01235194,-0.99991166
1322939169.77365923,0.00507979,0.01255395,-0.99990829
1322939169.82463884,0.00491354,0.01221395,-0.99991333
1322939169.86667943,0.00479626,0.01203987,-0.99991602
1322939169.92567682,0.00506272,0.01204837,-0.99991460
1322939169.96572423,0.00516076,0.01193164,-0.99991550
1322939170.01652408,0.00514178,0.01212223,-0.99991330
1322939170.07364845,0.00528399,0.01220430,-0.99991156
1322939170.12464118,0.00521385,0.01258380,-0.99990723
1322939170.17805815,0.00526730,0.01257103,-0.99990711
1322939170.22567296,0.00508279,0.01276320,-0.99990563
1322939170.26586318,0.00503393,0.01277340,-0.99990575
1322939170.32456470,0.00497023,0.01276547,-0.99990617
1322939170.37442756,0.00509737,0.01286373,-0.99990427
1322939170.41310763,0.00519785,0.01277634,-0.99990487
1322939170.47767806,0.00528474,0.01293716,-0.99990235
1322939170.51396298,0.00517648,0.01294593,-0.99990280
1322939170.56464267,0.00511782,0.01288318,-0.99990391
1322939170.62464333,0.00465646,0.01290284,-0.99990591
1322939170.67346859,0.00471904,0.01269602,-0.99990827
1322939170.72462177,0.00497376,0.01303311,-0.99990270
1322939170.77674460,0.00505287,0.01294612,-0.99990343
1322939170.82464981,0.00480163,0.01301547,-0.99990377
1322939170.87442899,0.00469852,0.01307412,-0.99990349
1322939170.91365266,0.00455669,0.01308082,-0.99990406
1322939170.96464300,0.00433566,0.01333316,-0.99990171
1322939171.02565837,0.00439849,0.01338564,-0.99990073
1322939171.06567335,0.00418784,0.01359621,-0.99989880
1322939171.11765885,0.00449662,0.01350600,-0.99989868
1322939171.17766285,0.00427560,0.01333768,-0.99990191
1322939171.22464180,0.00437182,0.01347323,-0.99989967
1322939171.26678729,0.00426270,0.01345500,-0.99990039
1322939171.32465458,0.00403124,0.01353712,-0.99990024
1322939171.37754798,0.00377689,0.01364302,-0.99989980
1322939171.41367459,0.00356873,0.01352895,-0.99990211
1322939171.46669698,0.00350044,0.01369660,-0.99990007
1322939171.51418185,0.00333477,0.01364677,-0.99990132
1322939171.56464362,0.00331980,0.01348670,-0.99990354
1322939171.61795163,0.00310043,0.01357627,-0.99990303
1322939171.66465211,0.00312320,0.01381251,-0.99989973
1322939171.71367502,0.00323057,0.01388527,-0.99989838
1322939171.76463795,0.00326863,0.01375797,-0.99990001
1322939171.82564592,0.00322081,0.01379187,-0.99989970
1322939171.87656069,0.00333907,0.01401040,-0.99989627
1322939171.91365075,0.00351302,0.01399922,-0.99989583
1322939171.96465325,0.00330472,0.01406768,-0.99989558
1322939172.02567291,0.00324814,0.01401334,-0.99989653
1322939172.07370138,0.00338298,0.01408873,-0.99989503
1322939172.11354017,0.00344812,0.01428594,-0.99989201
1322939172.16464472,0.00337630,0.01434052,-0.99989147
1322939172.21666145,0.00336471,0.01438592,-0.99989086
1322939172.27717257,0.00350689,0.01433718,-0.99989107
1322939172.31686211,0.00354950,0.01450142,-0.99988855
1322939172.36571336,0.00353464,0.01458879,-0.99988733
1322939172.42453742,0.00339975,0.01472967,-0.99988573
1322939172.46559572,0.00345377,0.01477447,-0.99988489
1322939172.51355004,0.00362390,0.01461746,-0.99988659
1322939172.57660365,0.00337267,0.01474215,-0.99988564
1322939172.61659169,0.00340716,0.01482403,-0.99988431
1322939172.66463208,0.00344800,0.01485875,-0.99988366
1322939172.72454977,0.00362407,0.01477535,-0.99988427
1322939172.76464391,0.00361901,0.01500282,-0.99988090
1322939172.82452536,0.00370968,0.01510676,-0.99987900
1322939172.87369895,0.00344146,0.01500100,-0.99988156
1322939172.91663980,0.00350085,0.01505910,-0.99988048
1322939172.96464205,0.00335874,0.01514957,-0.99987960
1322939173.01372886,0.00323269,0.01541948,-0.99987589
1322939173.06464243,0.00327913,0.01521741,-0.99987883
