Time_in_sec,gx,gy,gz
1322943595.37265420,-0.00991671,-0.00968534,-0.99990392
1322943595.40969682,-0.00971806,-0.00945887,-0.99990804
1322943595.47368503,-0.00979855,-0.00940099,-0.99990780
1322943595.52078843,-0.00978548,-0.00930426,-0.99990883
1322943595.57257485,-0.00971647,-0.00937348,-0.99990886
1322943595.62055731,-0.00973135,-0.00942172,-0.99990826
1322943595.66168976,-0.00948902,-0.00920447,-0.99991261
1322943595.72055340,-0.00945716,-0.00919540,-0.99991300
1322943595.76968980,-0.00935234,-0.00887353,-0.99991689
1322943595.82055593,-0.00914163,-0.00914004,-0.99991644
1322943595.87255955,-0.00912632,-0.00919615,-0.99991607
1322943595.92057347,-0.00906467,-0.00908113,-0.99991768
1322943595.97254300,-0.00899691,-0.00904044,-0.99991866
1322943596.02058935,-0.00918864,-0.00882823,-0.99991881
1322943596.07271457,-0.00902338,-0.00888649,-0.99991980
1322943596.12055516,-0.00904900,-0.00875502,-0.99992073
1322943596.17369008,-0.00929400,-0.00865856,-0.99991932
1322943596.22055531,-0.00936219,-0.00853240,-0.99991977
1322943596.27366257,-0.00931620,-0.00829272,-0.99992222
1322943596.32060552,-0.00941325,-0.00817859,-0.99992225
1322943596.37268567,-0.00946893,-0.00803988,-0.99992285
1322943596.42083716,-0.00973782,-0.00776193,-0.99992246
1322943596.47253370,-0.00977205,-0.00774773,-0.99992224
1322943596.52081490,-0.00945210,-0.00756604,-0.99992670
1322943596.57268977,-0.00947412,-0.00740820,-0.99992768
1322943596.62055182,-0.00959924,-0.00757422,-0.99992524
1322943596.67365432,-0.00963436,-0.00747802,-0.99992563
1322943596.72067022,-0.00947274,-0.00730319,-0.99992846
1322943596.77255273,-0.00958534,-0.00724059,-0.99992784
1322943596.82058978,-0.00968112,-0.00763733,-0.99992397
1322943596.86961651,-0.00968265,-0.00754804,-0.99992463
1322943596.91270828,-0.00963729,-0.00754449,-0.99992510
1322943596.97253108,-0.00969277,-0.00750445,-0.99992486
1322943597.02091932,-0.00989578,-0.00738983,-0.99992373
1322943597.07269883,-0.01002301,-0.00725538,-0.99992345
1322943597.12081981,-0.01028494,-0.00715808,-0.99992149
1322943597.16162300,-0.01030274,-0.00696759,-0.99992265
1322943597.22071457,-0.01039564,-0.00719303,-0.99992009
1322943597.27254438,-0.01028087,-0.00688677,-0.99992344
1322943597.32069206,-0.01046002,-0.00698164,-0.99992092
1322943597.37371135,-0.01038535,-0.00709079,-0.99992093
1322943597.42160773,-0.01040946,-0.00707235,-0.99992081
1322943597.46954584,-0.01038910,-0.00688751,-0.99992231
1322943597.52055073,-0.01033202,-0.00694778,-0.99992249
