Time_in_sec,gx,gy,gz
1322941468.06853318,-0.00035357,0.00657113,-0.99997835
1322941468.10886025,-0.00018529,0.00656117,-0.99997846
1322941468.16967440,-0.00017137,0.00684152,-0.99997658
1322941468.21650767,-0.00051975,0.00701052,-0.99997529
1322941468.26852107,-0.00045897,0.00705855,-0.99997498
1322941468.31664824,-0.00060551,0.00730362,-0.99997314
1322941468.36865783,-0.00064832,0.00724269,-0.99997356
1322941468.41767240,-0.00062295,0.00738758,-0.99997252
1322941468.46854544,-0.00073667,0.00757935,-0.99997100
1322941468.51766109,-0.00064157,0.00763682,-0.99997063
1322941468.56864858,-0.00092293,0.00787730,-0.99996855
1322941468.61664438,-0.00080263,0.00812370,-0.99996668
1322941468.66865778,-0.00066566,0.00832527,-0.99996512
1322941468.70966196,-0.00042921,0.00847479,-0.99996400
1322941468.76865053,-0.00043635,0.00855378,-0.99996332
1322941468.81664610,-0.00013728,0.00839557,-0.99996475
1322941468.86852574,-0.00018214,0.00867806,-0.99996233
1322941468.91664624,-0.00030394,0.00879138,-0.99996131
1322941468.96854544,-0.00026951,0.00877556,-0.99996146
1322941469.01656318,-0.00027772,0.00907828,-0.99995875
1322941469.06853676,0.00001232,0.00884579,-0.99996088
1322941469.11764622,0.00003492,0.00897110,-0.99995976
1322941469.16873646,0.00004418,0.00905880,-0.99995897
1322941469.21765161,-0.00008949,0.00899898,-0.99995950
1322941469.26865911,0.00008475,0.00907216,-0.99995884
1322941469.31665492,0.00009270,0.00881189,-0.99996117
1322941469.36852503,0.00016703,0.00895249,-0.99995991
1322941469.41764808,0.00025144,0.00893475,-0.99996005
1322941469.46851921,0.00017590,0.00912761,-0.99995833
1322941469.51664639,0.00019496,0.00941701,-0.99995564
1322941469.56853223,0.00038182,0.00946910,-0.99995509
1322941469.61665797,0.00037136,0.00952615,-0.99995456
1322941469.66965556,0.00007988,0.00949787,-0.99995489
1322941469.72064948,0.00030487,0.00948921,-0.99995493
1322941469.76659751,0.00028207,0.00933098,-0.99995643
1322941469.80865598,0.00048309,0.00952198,-0.99995455
1322941469.86864901,0.00036783,0.00960660,-0.99995379
1322941469.91665578,0.00001616,0.00984503,-0.99995154
1322941469.96865869,0.00006769,0.00980363,-0.99995194
1322941470.00965261,-0.00011441,0.01003694,-0.99994962
1322941470.06853533,-0.00016478,0.00997947,-0.99995019
1322941470.10966229,-0.00016136,0.01012369,-0.99994874
1322941470.16913795,-0.00009232,0.01017346,-0.99994824
1322941470.21767879,0.00005874,0.01036838,-0.99994625
1322941470.26935315,-0.00005242,0.01036468,-0.99994628
1322941470.30965972,0.00010203,0.01026573,-0.99994730
1322941470.36854815,0.00040396,0.01011972,-0.99994871
1322941470.41656780,0.00058835,0.01049453,-0.99994476
1322941470.46064830,0.00058324,0.01049349,-0.99994477
1322941470.51767540,0.00067072,0.01030261,-0.99994670
1322941470.56064725,0.00042553,0.01050673,-0.99994471
1322941470.60968614,0.00028606,0.01042946,-0.99994557
1322941470.66058946,0.00019300,0.01038456,-0.99994606
1322941470.71660781,0.00056422,0.01023130,-0.99994750
1322941470.76092720,0.00050254,0.01028138,-0.99994702
1322941470.81666040,0.00030722,0.01029699,-0.99994694
1322941470.86064506,0.00027356,0.01043061,-0.99994556
1322941470.90864372,0.00010034,0.01052344,-0.99994462
1322941470.96852899,0.00002916,0.01078816,-0.99994181
1322941471.01685858,0.00004537,0.01089208,-0.99994068
1322941471.06865764,-0.00010209,0.01093847,-0.99994017
1322941471.11774802,-0.00017384,0.01083319,-0.99994130
1322941471.15815377,-0.00037647,0.01095525,-0.99993992
1322941471.21664786,-0.00034675,0.01110831,-0.99993824
1322941471.26858401,-0.00043195,0.01089630,-0.99994054
1322941471.30865765,-0.00045026,0.01077262,-0.99994187
1322941471.36065555,-0.00060184,0.01077667,-0.99994175
1322941471.41665745,-0.00080094,0.01088719,-0.99994041
1322941471.46064091,-0.00092395,0.01109325,-0.99993804
1322941471.51765466,-0.00106405,0.01105862,-0.99993829
1322941471.56065416,-0.00120749,0.01097877,-0.99993900
1322941471.61655545,-0.00138961,0.01092571,-0.99993935
1322941471.66064358,-0.00151703,0.01080741,-0.99994045
1322941471.71767497,-0.00168564,0.01097662,-0.99993833
1322941471.76864386,-0.00156902,0.01114092,-0.99993671
1322941471.80865049,-0.00158239,0.01107384,-0.99993743
1322941471.86851573,-0.00156949,0.01105482,-0.99993766
1322941471.91665983,-0.00120203,0.01083814,-0.99994054
1322941471.96090078,-0.00136978,0.01063222,-0.99994254
1322941472.01767778,-0.00120432,0.01063110,-0.99994276
1322941472.06865430,-0.00107260,0.01075144,-0.99994163
1322941472.11664081,-0.00125442,0.01073894,-0.99994155
1322941472.16865015,-0.00103948,0.01067382,-0.99994249
1322941472.21664548,-0.00119690,0.01041563,-0.99994504
1322941472.26065612,-0.00134781,0.01070746,-0.99994177
1322941472.31656313,-0.00129811,0.01075165,-0.99994136
1322941472.36864448,-0.00128744,0.01060504,-0.99994294
1322941472.40965962,-0.00139741,0.01075123,-0.99994123
1322941472.46956086,-0.00151582,0.01073518,-0.99994123
1322941472.51764989,-0.00152627,0.01095471,-0.99993883
1322941472.56110239,-0.00147877,0.01100961,-0.99993830
1322941472.61665010,-0.00145374,0.01106336,-0.99993774
1322941472.66123486,-0.00121710,0.01110883,-0.99993755
1322941472.71664381,-0.00106217,0.01107655,-0.99993809
1322941472.76864409,-0.00111351,0.01106941,-0.99993811
1322941472.80965018,-0.00094916,0.01099813,-0.99993907
1322941472.86870241,-0.00092390,0.01097211,-0.99993938
1322941472.91665554,-0.00091676,0.01093363,-0.99993981
1322941472.96064591,-0.00095655,0.01098208,-0.99993924
1322941473.00855613,-0.00105641,0.01103584,-0.99993855
1322941473.06854558,-0.00088669,0.01098217,-0.99993930
1322941473.11750293,-0.00085254,0.01093789,-0.99993982
1322941473.16963983,-0.00085257,0.01101152,-0.99993901
1322941473.21767664,-0.00095876,0.01084832,-0.99994070
1322941473.26964688,-0.00097902,0.01107924,-0.99993814
1322941473.31765652,-0.00085903,0.01121437,-0.99993675
1322941473.36896396,-0.00083224,0.01126020,-0.99993626
1322941473.41765618,-0.00083223,0.01142179,-0.99993442
1322941473.46096444,-0.00066140,0.01137661,-0.99993507
1322941473.50877881,-0.00069995,0.01145726,-0.99993412
1322941473.56967378,-0.00039534,0.01122383,-0.99993693
1322941473.61765933,-0.00021607,0.01132672,-0.99993583
1322941473.66083646,-0.00043761,0.01162391,-0.99993234
1322941473.72166872,-0.00058962,0.01161221,-0.99993240
1322941473.76149845,-0.00054834,0.01175949,-0.99993070
1322941473.81773686,-0.00061834,0.01191487,-0.99992882
1322941473.86064816,-0.00088156,0.01184395,-0.99992947
1322941473.91764045,-0.00080522,0.01194393,-0.99992834
1322941473.96955395,-0.00074535,0.01190541,-0.99992885
1322941474.01764846,-0.00056528,0.01195905,-0.99992833
1322941474.06865621,-0.00036988,0.01174533,-0.99993095
1322941474.11665773,-0.00046251,0.01171311,-0.99993129
1322941474.16081595,-0.00023822,0.01167649,-0.99993180
1322941474.20965242,-0.00026723,0.01151829,-0.99993363
