Time_in_sec,Mx,My,Mz
1322943435.27254748,0.20221436,0.08281956,-0.76985747
1322943435.32050896,0.20439789,0.08065259,-0.76984954
1322943435.37265086,0.20034371,0.08285971,-0.77169234
1322943435.42054605,0.20266627,0.08232726,-0.77142280
1322943435.47364640,0.20405401,0.08165225,-0.76868051
1322943435.52165103,0.20434174,0.08063890,-0.76852363
1322943435.57263994,0.20240301,0.08117124,-0.76916993
1322943435.62063885,0.20391104,0.08052208,-0.76894605
1322943435.66166997,0.20158461,0.08256605,-0.76909411
1322943435.72155833,0.20430510,0.08429694,-0.76868582
1322943435.77254629,0.20367374,0.08532715,-0.77005857
1322943435.82063985,0.20172046,0.08155731,-0.76921177
1322943435.87252593,0.20133267,0.08206178,-0.76883894
1322943435.91363811,0.20314884,0.08293775,-0.77007079
1322943435.97265530,0.20323673,0.08493531,-0.76835287
1322943436.02064419,0.20180431,0.08305205,-0.76762325
1322943436.07355571,0.20031539,0.08132993,-0.77008778
1322943436.11373496,0.20239405,0.08129885,-0.76930428
1322943436.17369723,0.20194958,0.08395441,-0.76961523
1322943436.22164893,0.20093259,0.08204056,-0.76646942
1322943436.27265835,0.20208438,0.08206460,-0.76985925
1322943436.31329918,0.20122792,0.08120053,-0.77069920
1322943436.37364769,0.20101410,0.08396230,-0.76940286
1322943436.42064524,0.20295975,0.08254736,-0.76874965
1322943436.47264290,0.20195650,0.08307181,-0.76960826
1322943436.52055717,0.20131877,0.08281982,-0.76897830
1322943436.57356763,0.20461318,0.08481491,-0.77026689
1322943436.62064958,0.20198926,0.08092528,-0.76932466
1322943436.66064596,0.19954583,0.08258949,-0.76921076
1322943436.72063875,0.20505567,0.08241152,-0.76995796
1322943436.77366161,0.20209439,0.08281807,-0.76959848
1322943436.82165575,0.20053516,0.08282310,-0.76849145
1322943436.87265849,0.20285672,0.08241674,-0.76822293
1322943436.91370749,0.20225166,0.08422173,-0.77132767
1322943436.97265768,0.20197952,0.08420048,-0.76908374
1322943437.02064300,0.20157632,0.08254319,-0.76696801
1322943437.07364607,0.20136055,0.08155285,-0.76843488
1322943437.12053776,0.20164828,0.08053950,-0.76827800
1322943437.17367291,0.20151684,0.08308259,-0.77016509
1322943437.22064281,0.20241205,0.08205079,-0.76891017
1322943437.27354908,0.20145461,0.08181109,-0.76909596
1322943437.32064509,0.20124561,0.08192810,-0.76804554
1322943437.37254810,0.20251051,0.08384340,-0.77157587
1322943437.41367483,0.20334752,0.08204290,-0.76912248
1322943437.47366190,0.20070732,0.08334262,-0.77008033
1322943437.52065802,0.20193021,0.08229701,-0.76787627
1322943437.57264328,0.20098972,0.08192817,-0.76779431
1322943437.62064171,0.20191655,0.08207227,-0.77040052
1322943437.66054845,0.20202966,0.08396353,-0.77054101
1322943437.72065020,0.20220250,0.08433259,-0.76986939
1322943437.77265882,0.20190035,0.08305811,-0.76828235
1322943437.82054973,0.20207337,0.08143722,-0.77012104
1322943437.87264442,0.20295975,0.08254736,-0.76874965
1322943437.92052770,0.20407826,0.08167204,-0.77053988
1322943437.97264433,0.19983962,0.08283396,-0.76879710
1322943438.02167082,0.20342222,0.08064374,-0.76804459
1322943438.07265162,0.20183647,0.08206315,-0.76947474
1322943438.12072968,0.20130874,0.08206635,-0.76923907
1322943438.16165686,0.20368803,0.08560064,-0.77205330
1322943438.22070003,0.20234434,0.08357451,-0.76985562
1322943438.27263999,0.20018530,0.08357210,-0.76745379
1322943438.32070565,0.20284671,0.08166327,-0.76848376
1322943438.37367058,0.20128778,0.08169267,-0.76963621
1322943438.42166638,0.20207009,0.08179110,-0.76786453
1322943438.47365117,0.20284867,0.08141109,-0.76848173
1322943438.52173805,0.20147096,0.08283958,-0.77096331
1322943438.57264447,0.20255588,0.08104054,-0.76889443
1322943438.61367702,0.20296258,0.08015476,-0.76899749
1322943438.66168141,0.20343374,0.08431700,-0.76966602
1322943438.71366835,0.20330290,0.08570246,-0.76941800
1322943438.77364922,0.20191446,0.08532157,-0.76776671
1322943438.82064700,0.20321645,0.08441116,-0.76648951
1322943438.87365007,0.20370521,0.08328234,-0.76751643
1322943438.92064643,0.20346762,0.08405872,-0.76913059
1322943438.97258687,0.20225370,0.08497673,-0.77120024
1322943439.02173781,0.20305243,0.08190014,-0.76727760
1322943439.07269907,0.20190857,0.08207379,-0.77053392
1322943439.12160444,0.20036127,0.08157294,-0.76928955
1322943439.17366004,0.20113188,0.08119446,-0.77004009
1322943439.22164869,0.20302738,0.08001647,-0.76792955
1322943439.27265453,0.20185842,0.08231074,-0.76907659
1322943439.32167792,0.20148145,0.08042108,-0.76881826
1322943439.37264228,0.20246121,0.08193993,-0.77036846
1322943439.42177773,0.20199236,0.08256135,-0.76907080
1322943439.47264194,0.20270273,0.08065919,-0.76875031
1322943439.52168441,0.20412901,0.08027747,-0.76986212
1322943439.57265353,0.20004651,0.08095479,-0.77010036
1322943439.62067723,0.20150734,0.08016433,-0.76841617
1322943439.66164732,0.20308891,0.08143844,-0.77125919
1322943439.72065830,0.20204523,0.08292893,-0.76814020
1322943439.77257371,0.20172705,0.08586100,-0.77083820
1322943439.82063890,0.20308359,0.08103734,-0.76913005
1322943439.87256145,0.20200542,0.08394373,-0.76868165
1322943439.92065191,0.20237724,0.08344232,-0.76932120
1322943439.97262383,0.20050114,0.08106703,-0.76927775
1322943440.02064943,0.20368904,0.08026388,-0.76815945
1322943440.07364988,0.20242010,0.08305643,-0.76865137
1322943440.12065291,0.20383430,0.08116625,-0.77015138
1322943440.17257142,0.20467587,0.08291446,-0.76945180
1322943440.21367168,0.20259583,0.08204007,-0.76810217
