Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322932468.22200489,-0.00046638,0.00005681,288.16345215,0,1,0
1322932774.37358809,-0.00015917,0.00004865,1391.83850098,0,2,0
1322932774.42454052,-0.00015939,0.00004866,1391.94067383,0,2,0
1322932774.47251606,-0.00015912,0.00004864,1392.03955078,0,2,0
1322932774.52453017,-0.00015935,0.00004865,1392.14172363,0,2,0
1322932774.57254148,-0.00015908,0.00004864,1392.24060059,0,2,0
1322932774.62060857,-0.00015930,0.00004865,1392.34265137,0,2,0
1322932774.67254305,-0.00015904,0.00004863,1392.44140625,0,2,0
1322932774.72068310,-0.00015926,0.00004864,1392.54333496,0,2,0
1322932774.77298236,-0.00015899,0.00004862,1392.64221191,0,2,0
1322932774.82153654,-0.00015922,0.00004864,1392.74414062,0,2,0
1322932774.87320518,-0.00015895,0.00004862,1392.84277344,0,2,0
1322932774.92156601,-0.00015917,0.00004863,1392.94470215,0,2,0
1322932774.97268820,-0.00015891,0.00004861,1393.04345703,0,2,0
1322932775.02166915,-0.00015913,0.00004862,1393.14526367,0,2,0
1322932775.07360673,-0.00015886,0.00004861,1393.24401855,0,2,0
1322932775.12068725,-0.00015909,0.00004862,1393.34582520,0,2,0
1322932775.17268896,-0.00015882,0.00004860,1393.44433594,0,2,0
1322932775.22070265,-0.00015904,0.00004861,1393.54614258,0,2,0
1322932775.27270412,-0.00015878,0.00004859,1393.64465332,0,2,0
1322932775.32058668,-0.00015900,0.00004861,1393.74633789,0,2,0
1322932775.37363958,-0.00015873,0.00004859,1393.84484863,0,2,0
1322932775.42164946,-0.00015896,0.00004860,1393.94653320,0,2,0
1322932775.47269440,-0.00015869,0.00004858,1394.04492188,0,2,0
1322932775.52070212,-0.00015891,0.00004859,1394.14660645,0,2,0
1322932775.57363796,-0.00015864,0.00004858,1394.24499512,0,2,0
1322932775.62163544,-0.00015887,0.00004859,1394.34655762,0,2,0
1322932775.67364383,-0.00015860,0.00004857,1394.44494629,0,2,0
1322932775.72068667,-0.00015883,0.00004858,1394.54650879,0,2,0
1322932775.77365494,-0.00015856,0.00004856,1394.64477539,0,2,0
1322932775.82069325,-0.00015878,0.00004858,1394.74633789,0,2,0
1322932775.87257624,-0.00015851,0.00004856,1394.84448242,0,2,0
1322932775.91364145,-0.00015874,0.00004857,1394.94592285,0,2,0
1322932775.97363901,-0.00015872,0.00004857,1395.02575684,0,2,0
1322932776.01367354,-0.00015869,0.00004856,1395.14550781,0,2,0
1322932776.07269764,-0.00015868,0.00004856,1395.22521973,0,2,0
1322932776.12064481,-0.00015865,0.00004856,1395.34484863,0,2,0
1322932776.17268753,-0.00015838,0.00004854,1395.44299316,0,2,0
1322932776.22056985,-0.00015861,0.00004855,1395.54431152,0,2,0
1322932776.27364063,-0.00015834,0.00004853,1395.64245605,0,2,0
1322932776.32164001,-0.00015856,0.00004855,1395.74365234,0,2,0
1322932776.37269807,-0.00015830,0.00004853,1395.84167480,0,2,0
1322932776.42057347,-0.00015852,0.00004854,1395.94287109,0,2,0
1322932776.47363615,-0.00015825,0.00004852,1396.04077148,0,2,0
1322932776.52062440,-0.00015848,0.00004854,1396.14196777,0,2,0
1322932776.57364035,-0.00015821,0.00004852,1396.23986816,0,2,0
1322932776.62168241,-0.00015843,0.00004853,1396.34094238,0,2,0
1322932776.67269397,-0.00015817,0.00004851,1396.43884277,0,2,0
1322932776.72066426,-0.00015839,0.00004852,1396.53979492,0,2,0
1322932776.77269220,-0.00015812,0.00004850,1396.63769531,0,2,0
1322932776.82163239,-0.00015835,0.00004852,1396.73876953,0,2,0
1322932776.87267756,-0.00015808,0.00004850,1396.83654785,0,2,0
1322932776.92068076,-0.00015830,0.00004851,1396.93750000,0,2,0
1322932776.97365165,-0.00015803,0.00004849,1397.03527832,0,2,0
1322932777.02156425,-0.00015826,0.00004850,1397.13623047,0,2,0
1322932777.07362318,-0.00015799,0.00004848,1397.23388672,0,2,0
1322932777.12066579,-0.00015822,0.00004850,1397.33471680,0,2,0
1322932777.17267513,-0.00015795,0.00004848,1397.43237305,0,2,0
1322932777.22066736,-0.00015817,0.00004849,1397.53308105,0,2,0
1322932777.27364421,-0.00015790,0.00004847,1397.63073730,0,2,0
1322932777.32162094,-0.00015813,0.00004849,1397.73144531,0,2,0
1322932777.37260866,-0.00015786,0.00004847,1397.82897949,0,2,0
1322932777.41360641,-0.00015809,0.00004848,1397.92968750,0,2,0
1322932777.47265387,-0.00015807,0.00004848,1398.00891113,0,2,0
1322932777.52065778,-0.00015804,0.00004847,1398.12780762,0,2,0
1322932777.57270980,-0.00015777,0.00004845,1398.22534180,0,2,0
1322932777.62161827,-0.00015800,0.00004847,1398.32592773,0,2,0
1322932777.67360020,-0.00015773,0.00004845,1398.42333984,0,2,0
1322932777.72159982,-0.00015795,0.00004846,1398.52392578,0,2,0
1322932777.77266979,-0.00015768,0.00004844,1398.62133789,0,2,0
1322932777.82159877,-0.00015791,0.00004846,1398.72192383,0,2,0
