Time_in_sec,Mx,My,Mz
1322936288.90864229,-0.22813503,-0.17355171,-0.80249667
1322936288.96064997,-0.22938718,-0.17506815,-0.80096138
1322936289.02069306,-0.22764078,-0.17027354,-0.80289167
1322936289.06167459,-0.22847113,-0.17356075,-0.80131912
1322936289.10965610,-0.22753310,-0.17180564,-0.80127859
1322936289.16064095,-0.22809084,-0.17303188,-0.80396056
1322936289.20967078,-0.23038076,-0.17177431,-0.80130857
1322936289.26053238,-0.22996712,-0.17256029,-0.79901874
1322936289.32063723,-0.22768678,-0.17152433,-0.80381572
1322936289.36167049,-0.23048995,-0.17417108,-0.80116403
1322936289.41373610,-0.22764626,-0.17369781,-0.80113804
1322936289.46063828,-0.22961177,-0.17190067,-0.80206144
1322936289.52154493,-0.22734454,-0.16924921,-0.80461085
1322936289.56165385,-0.22968395,-0.17291899,-0.80112725
1322936289.60864019,-0.22999987,-0.17341129,-0.80193943
1322936289.66167235,-0.22904494,-0.17279303,-0.80175650
1322936289.71364141,-0.22794409,-0.17243016,-0.80143040
1322936289.76154947,-0.22800313,-0.17105776,-0.79998136
1322936289.82064033,-0.23037481,-0.17253119,-0.80130261
1322936289.86165690,-0.22800796,-0.17241794,-0.80249780
1322936289.92150807,-0.22858852,-0.17175044,-0.80532813
1322936289.96166134,-0.23116089,-0.17429093,-0.80106848
1322936290.02167511,-0.22915111,-0.17456059,-0.80148351
1322936290.06165123,-0.22888903,-0.17330223,-0.80147791
1322936290.12063813,-0.22916496,-0.17279452,-0.80149746
1322936290.16165471,-0.22961383,-0.17265604,-0.80218893
1322936290.21372032,-0.22830988,-0.17266099,-0.80304509
1322936290.26167536,-0.22769113,-0.17305945,-0.80181015
1322936290.31360650,-0.22513254,-0.16774523,-0.80595821
1322936290.36056137,-0.23106173,-0.17264800,-0.80147392
1322936290.40875602,-0.22893985,-0.17190698,-0.80215597
1322936290.46062779,-0.22789632,-0.17445463,-0.80088079
1322936290.51256871,-0.22875489,-0.17103620,-0.80122113
1322936290.56053305,-0.22948173,-0.17114536,-0.80205965
1322936290.60967231,-0.22934489,-0.17328838,-0.80230182
1322936290.66059446,-0.22774391,-0.17141189,-0.80249023
1322936290.72079921,-0.22973871,-0.17101914,-0.80180931
1322936290.76105666,-0.22863297,-0.17229466,-0.80160373
1322936290.82054877,-0.23117046,-0.17199740,-0.80321348
1322936290.86065865,-0.22908215,-0.17318824,-0.80016017
1322936290.92224884,-0.22965269,-0.17176689,-0.80272961
1322936290.96155977,-0.22994609,-0.17518499,-0.80125839
1322936291.01254511,-0.22875670,-0.17176716,-0.80360913
1322936291.06052423,-0.22871511,-0.17305915,-0.80080497
1322936291.10965705,-0.22842428,-0.16722290,-0.80428869
1322936291.16160464,-0.23007144,-0.16936693,-0.80263841
1322936291.20966887,-0.22883777,-0.17165014,-0.80268389
1322936291.26154566,-0.22943890,-0.17253910,-0.80151498
1322936291.30965328,-0.23090872,-0.17177111,-0.80107284
1322936291.36864543,-0.22974776,-0.17189911,-0.80206925
1322936291.40976954,-0.22865395,-0.17266852,-0.80200100
1322936291.46864080,-0.22881587,-0.17241009,-0.80241108
1322936291.50967717,-0.22885685,-0.17328395,-0.80320472
1322936291.56865215,-0.22883548,-0.17087038,-0.80481696
1322936291.61018658,-0.22993308,-0.17480960,-0.80099452
1322936291.66064215,-0.23099735,-0.17261142,-0.80492753
1322936291.72170973,-0.22912800,-0.17242371,-0.80083328
1322936291.76162434,-0.22736730,-0.17357633,-0.80099005
1322936291.81809902,-0.22794186,-0.17265806,-0.80368888
1322936291.86873484,-0.22938710,-0.17406051,-0.80083591
1322936291.90957403,-0.22924554,-0.17262870,-0.80509323
1322936291.96855807,-0.23067649,-0.17274986,-0.80411041
1322936292.02065039,-0.23108910,-0.17531233,-0.79999310
1322936292.06853008,-0.22889334,-0.17060740,-0.80575293
1322936292.11361790,-0.22881639,-0.17646509,-0.80065244
1322936292.16855526,-0.22708109,-0.17330582,-0.80297011
1322936292.20964360,-0.23032105,-0.17430490,-0.80062151
1322936292.26064444,-0.22995454,-0.17100230,-0.80315143
1322936292.32165647,-0.22884880,-0.17227782,-0.80294579
1322936292.36167789,-0.22852497,-0.17279470,-0.80212569
1322936292.42066503,-0.22873273,-0.17177173,-0.80320883
1322936292.46865058,-0.22911705,-0.17280369,-0.80069685
1322936292.52065253,-0.22706290,-0.17353678,-0.80496180
1322936292.56856036,-0.22774048,-0.17597149,-0.80072761
1322936292.60964561,-0.22997802,-0.17517889,-0.80179209
1322936292.66167259,-0.22965349,-0.17262401,-0.80511659
1322936292.70970416,-0.22820644,-0.17049059,-0.80558163
1322936292.76167846,-0.22875319,-0.17531912,-0.80172110
1322936292.81353307,-0.22974181,-0.17265600,-0.80206329
1322936292.86964941,-0.23078573,-0.17214806,-0.80132890
1322936292.90971112,-0.22891490,-0.17203771,-0.80175471
1322936292.96969819,-0.22963078,-0.17252684,-0.80245680
1322936293.02166891,-0.23036288,-0.17303732,-0.80116516
1322936293.06975627,-0.22804095,-0.17329334,-0.80315799
1322936293.12153172,-0.23060569,-0.17364511,-0.80303603
1322936293.16166377,-0.22887290,-0.17428856,-0.80359703
1322936293.22064090,-0.23021463,-0.17251295,-0.80315506
1322936293.26165485,-0.22864413,-0.17493765,-0.80211657
1322936293.32167315,-0.22867890,-0.17253779,-0.80240232
1322936293.36165547,-0.22933592,-0.17341606,-0.80216742
1322936293.42064691,-0.22960478,-0.17177606,-0.80192900
