Time_in_sec,gx,gy,gz
1322942822.47265530,-0.00406681,-0.00007794,-0.99999173
1322942822.52072191,-0.00409950,-0.00007922,-0.99999159
1322942822.57362866,-0.00414163,-0.00008303,-0.99999142
1322942822.61012173,-0.00421162,-0.00030659,-0.99999108
1322942822.67372513,-0.00441433,-0.00030696,-0.99999021
1322942822.72055030,-0.00420056,-0.00027120,-0.99999114
1322942822.77002692,-0.00417369,-0.00020704,-0.99999127
1322942822.81357741,-0.00394038,-0.00015073,-0.99999223
1322942822.87264037,-0.00403458,-0.00015620,-0.99999185
1322942822.92064524,-0.00392936,-0.00036051,-0.99999222
1322942822.97336030,-0.00408600,-0.00049372,-0.99999153
1322942823.02060461,-0.00379774,-0.00041313,-0.99999270
1322942823.07365155,-0.00385533,-0.00059306,-0.99999239
1322942823.12168360,-0.00390879,-0.00054310,-0.99999221
1322942823.17370439,-0.00402121,-0.00039894,-0.99999184
1322942823.22065234,-0.00394320,-0.00060179,-0.99999204
1322942823.26969647,-0.00381708,-0.00022573,-0.99999269
1322942823.32164717,-0.00355368,-0.00048042,-0.99999357
1322942823.37357950,-0.00364009,-0.00037420,-0.99999330
1322942823.42167449,-0.00374446,-0.00027317,-0.99999295
1322942823.46967292,-0.00354378,-0.00051227,-0.99999359
1322942823.52063727,-0.00340680,-0.00043205,-0.99999410
1322942823.57264471,-0.00335037,-0.00053460,-0.99999424
1322942823.62169600,-0.00315701,-0.00053928,-0.99999487
1322942823.66068578,-0.00308185,-0.00048243,-0.99999513
1322942823.72169209,-0.00322975,-0.00056742,-0.99999462
1322942823.76968431,-0.00330878,-0.00034637,-0.99999447
1322942823.82056761,-0.00328809,-0.00028002,-0.99999456
1322942823.86965656,-0.00314855,-0.00025821,-0.99999501
1322942823.92169595,-0.00294736,-0.00032378,-0.99999560
1322942823.96964812,-0.00303075,-0.00045686,-0.99999530
1322942824.02165127,-0.00306100,-0.00041436,-0.99999523
1322942824.07349610,-0.00299939,-0.00034639,-0.99999544
1322942824.12056303,-0.00300333,-0.00015464,-0.99999548
1322942824.17263889,-0.00288197,-0.00022357,-0.99999582
1322942824.21330237,-0.00289941,-0.00038441,-0.99999572
1322942824.27265549,-0.00279992,-0.00046655,-0.99999597
1322942824.32167077,-0.00302527,-0.00035045,-0.99999536
1322942824.37264323,-0.00309042,-0.00032882,-0.99999517
1322942824.40965509,-0.00316668,-0.00045948,-0.99999488
1322942824.47252250,-0.00326847,-0.00031330,-0.99999461
1322942824.52067685,-0.00316438,-0.00024572,-0.99999496
1322942824.57367158,-0.00306121,-0.00021805,-0.99999529
1322942824.62167239,-0.00292190,-0.00031833,-0.99999568
1322942824.66167688,-0.00305616,-0.00037397,-0.99999526
1322942824.72165203,-0.00310301,-0.00022201,-0.99999516
1322942824.76991606,-0.00288007,-0.00006944,-0.99999585
1322942824.82164788,-0.00288798,0.00003699,-0.99999583
1322942824.87357521,-0.00294166,0.00020664,-0.99999565
1322942824.92165565,-0.00282277,0.00019199,-0.99999600
1322942824.97364664,-0.00280940,0.00007124,-0.99999605
1322942825.02158737,-0.00277085,0.00002768,-0.99999616
1322942825.07263660,-0.00288407,0.00000621,-0.99999584
1322942825.12164903,-0.00273509,-0.00012832,-0.99999625
1322942825.17264915,-0.00264886,-0.00013058,-0.99999648
1322942825.22165608,-0.00237902,-0.00008598,-0.99999717
1322942825.27355599,-0.00240678,-0.00012619,-0.99999710
1322942825.31264210,-0.00232361,-0.00022016,-0.99999728
1322942825.36983800,-0.00241150,-0.00026312,-0.99999706
1322942825.41298604,-0.00267573,-0.00023172,-0.99999639
1322942825.46898556,-0.00270642,-0.00030162,-0.99999629
1322942825.51264215,-0.00271448,-0.00046582,-0.99999621
1322942825.57358479,-0.00291202,-0.00038387,-0.99999569
1322942825.62164855,-0.00274792,-0.00042155,-0.99999614
1322942825.66167688,-0.00266095,-0.00046271,-0.99999635
1322942825.72165418,-0.00278960,-0.00033224,-0.99999605
1322942825.77386618,-0.00281188,-0.00044877,-0.99999595
1322942825.82167077,-0.00276723,-0.00027920,-0.99999613
1322942825.87252569,-0.00304200,-0.00037694,-0.99999530
1322942825.92058301,-0.00292028,-0.00031148,-0.99999569
1322942825.96993661,-0.00292801,-0.00033187,-0.99999566
1322942826.02165103,-0.00307600,-0.00020099,-0.99999525
1322942826.06965446,-0.00306145,-0.00055188,-0.99999516
1322942826.12055731,-0.00300328,-0.00063329,-0.99999529
1322942826.17357254,-0.00310499,-0.00054187,-0.99999503
1322942826.22155452,-0.00286630,-0.00037165,-0.99999582
1322942826.26948786,-0.00276363,-0.00046988,-0.99999607
1322942826.32064390,-0.00272557,-0.00040572,-0.99999620
1322942826.37276363,-0.00276737,-0.00043555,-0.99999608
1322942826.41264153,-0.00275473,-0.00020507,-0.99999618
1322942826.47275114,-0.00282617,-0.00011702,-0.99999600
1322942826.52067232,-0.00272029,-0.00003381,-0.99999630
1322942826.56967020,-0.00296345,0.00015320,-0.99999560
1322942826.62083483,-0.00288103,0.00001002,-0.99999585
1322942826.66169190,-0.00282235,0.00012159,-0.99999601
1322942826.71267557,-0.00277109,-0.00004767,-0.99999616
1322942826.76980090,-0.00281184,0.00011671,-0.99999604
1322942826.82159615,-0.00268436,0.00029392,-0.99999635
1322942826.86976981,-0.00252959,0.00035757,-0.99999674
1322942826.92164707,-0.00258345,0.00038787,-0.99999659
1322942826.97275805,-0.00254774,0.00032232,-0.99999670
1322942827.02145457,-0.00262718,0.00021058,-0.99999653
1322942827.07272625,-0.00260984,0.00001240,-0.99999659
1322942827.12065697,-0.00250239,0.00008565,-0.99999687
1322942827.17251873,-0.00251976,0.00036418,-0.99999676
1322942827.21269202,-0.00264053,0.00021143,-0.99999649
1322942827.27275467,-0.00254690,0.00061940,-0.99999656
1322942827.32171535,-0.00282199,0.00036035,-0.99999595
1322942827.37303281,-0.00279966,0.00045354,-0.99999598
1322942827.42168832,-0.00297596,0.00049239,-0.99999545
1322942827.46064234,-0.00291771,0.00042725,-0.99999565
1322942827.52169180,-0.00298166,0.00043451,-0.99999546
1322942827.56972146,-0.00309127,0.00029975,-0.99999518
1322942827.62171483,-0.00296906,0.00034354,-0.99999553
1322942827.66970825,-0.00339113,0.00037965,-0.99999418
1322942827.72064257,-0.00311531,0.00029810,-0.99999510
1322942827.77263856,-0.00317646,0.00031950,-0.99999490
1322942827.82169247,-0.00329371,0.00007103,-0.99999457
1322942827.86956859,-0.00334637,0.00022209,-0.99999438
1322942827.92065072,-0.00320404,-0.00008417,-0.99999486
1322942827.97264051,-0.00318196,-0.00001344,-0.99999494
1322942828.02066255,-0.00312907,-0.00031352,-0.99999506
1322942828.06170106,-0.00306559,-0.00060479,-0.99999512
1322942828.12169576,-0.00314372,-0.00041984,-0.99999497
1322942828.17254972,-0.00324527,-0.00050709,-0.99999461
1322942828.22065663,-0.00294658,-0.00041396,-0.99999557
