Time_in_sec,gx,gy,gz
1322941716.86859965,0.00441359,-0.00485422,-0.99997848
1322941716.90964890,0.00459423,-0.00509165,-0.99997648
1322941716.96869683,0.00478212,-0.00502043,-0.99997596
1322941717.01654148,0.00482627,-0.00514405,-0.99997512
1322941717.06964779,0.00497818,-0.00519849,-0.99997410
1322941717.11769509,0.00468802,-0.00528751,-0.99997503
1322941717.16959882,0.00457089,-0.00534029,-0.99997529
1322941717.21655989,0.00493267,-0.00537625,-0.99997338
1322941717.26863980,0.00469350,-0.00530866,-0.99997489
1322941717.31654572,0.00477032,-0.00528298,-0.99997467
1322941717.36868596,0.00475583,-0.00477337,-0.99997730
1322941717.40960336,0.00481417,-0.00478860,-0.99997695
1322941717.46852517,0.00508550,-0.00455992,-0.99997667
1322941717.51762676,0.00514615,-0.00458748,-0.99997624
1322941717.56854486,0.00517030,-0.00441943,-0.99997687
1322941717.61667514,0.00531454,-0.00436048,-0.99997637
1322941717.66963410,0.00538121,-0.00424484,-0.99997651
1322941717.70966339,0.00535211,-0.00423884,-0.99997669
1322941717.76854539,0.00527933,-0.00425616,-0.99997701
1322941717.81758833,0.00502693,-0.00398421,-0.99997943
1322941717.86866164,0.00508945,-0.00388233,-0.99997951
1322941717.91665292,0.00527591,-0.00389321,-0.99997850
1322941717.96962452,0.00509799,-0.00383807,-0.99997964
1322941718.01666212,0.00487663,-0.00380678,-0.99998086
1322941718.06947160,0.00495934,-0.00369832,-0.99998086
1322941718.11760259,0.00497177,-0.00388002,-0.99998011
1322941718.16854024,0.00486695,-0.00380880,-0.99998090
1322941718.21760011,0.00499787,-0.00424066,-0.99997852
1322941718.26855898,0.00490445,-0.00411104,-0.99997952
1322941718.31764078,0.00503927,-0.00393720,-0.99997955
1322941718.36661005,0.00511550,-0.00394465,-0.99997914
1322941718.41759419,0.00506436,-0.00386075,-0.99997972
1322941718.46864128,0.00499274,-0.00405131,-0.99997933
1322941718.51663828,0.00476145,-0.00421360,-0.99997979
