Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322938929.62450242,-0.00000517,0.00005435,-248993.07812500,0,0,0
1322939165.27434587,-0.00000571,0.00005713,-268749.34375000,0,0,0
1322939165.31368732,-0.00000564,0.00005723,-268753.62500000,0,0,0
1322939165.37766337,-0.00000564,0.00005723,-268757.03125000,0,0,0
1322939165.42565918,-0.00000564,0.00005723,-268762.18750000,0,0,0
1322939165.47659612,-0.00000571,0.00005713,-268766.43750000,0,0,0
1322939165.51768613,-0.00000564,0.00005723,-268770.71875000,0,0,0
1322939165.57659316,-0.00000564,0.00005723,-268774.15625000,0,0,0
1322939165.61656404,-0.00000564,0.00005723,-268779.28125000,0,0,0
1322939165.67766380,-0.00000564,0.00005724,-268782.68750000,0,0,0
1322939165.72456217,-0.00000564,0.00005724,-268787.81250000,0,0,0
1322939165.77771735,-0.00000571,0.00005714,-268792.09375000,0,0,0
1322939165.81763482,-0.00000564,0.00005724,-268796.37500000,0,0,0
1322939165.86564183,-0.00000564,0.00005724,-268799.78125000,0,0,0
1322939165.91656327,-0.00000571,0.00005714,-268804.06250000,0,0,0
1322939165.96464729,-0.00000564,0.00005724,-268808.34375000,0,0,0
1322939166.01369882,-0.00000571,0.00005714,-268812.62500000,0,0,0
1322939166.07322836,-0.00000564,0.00005724,-268816.90625000,0,0,0
1322939166.12455320,-0.00000564,0.00005724,-268822.03125000,0,0,0
1322939166.17754579,-0.00000571,0.00005714,-268826.31250000,0,0,0
1322939166.22455597,-0.00000564,0.00005724,-268830.56250000,0,0,0
1322939166.27651238,-0.00000571,0.00005715,-268834.84375000,0,0,0
1322939166.31655693,-0.00000564,0.00005724,-268839.12500000,0,0,0
1322939166.36566830,-0.00000564,0.00005724,-268842.56250000,0,0,0
1322939166.42463446,-0.00000571,0.00005715,-268846.81250000,0,0,0
1322939166.47321582,-0.00000572,0.00005715,-268851.96875000,0,0,0
1322939166.52564287,-0.00000564,0.00005725,-268856.21875000,0,0,0
1322939166.56566429,-0.00000572,0.00005715,-268860.50000000,0,0,0
1322939166.61369848,-0.00000572,0.00005715,-268863.93750000,0,0,0
1322939166.67735338,-0.00000564,0.00005725,-268868.21875000,0,0,0
1322939166.72563577,-0.00000564,0.00005725,-268873.34375000,0,0,0
1322939166.77654386,-0.00000572,0.00005715,-268877.62500000,0,0,0
1322939166.82463312,-0.00000564,0.00005725,-268881.87500000,0,0,0
1322939166.87656927,-0.00000572,0.00005715,-268886.15625000,0,0,0
1322939166.91763711,-0.00000564,0.00005725,-268890.43750000,0,0,0
1322939166.96455336,-0.00000564,0.00005725,-268893.87500000,0,0,0
1322939167.01655030,-0.00000572,0.00005716,-268898.12500000,0,0,0
1322939167.07764149,-0.00000564,0.00005725,-268902.40625000,0,0,0
1322939167.12563944,-0.00000564,0.00005726,-268907.53125000,0,0,0
1322939167.17655230,-0.00000572,0.00005716,-268911.81250000,0,0,0
1322939167.21766043,-0.00000564,0.00005726,-268916.09375000,0,0,0
1322939167.26454139,-0.00000564,0.00005726,-268919.53125000,0,0,0
1322939167.32464290,-0.00000572,0.00005716,-268923.78125000,0,0,0
1322939167.37656522,-0.00000572,0.00005716,-268928.93750000,0,0,0
1322939167.42563820,-0.00000565,0.00005726,-268933.18750000,0,0,0
1322939167.47365475,-0.00000572,0.00005716,-268937.46875000,0,0,0
1322939167.51366949,-0.00000565,0.00005726,-268941.75000000,0,0,0
1322939167.57364917,-0.00000565,0.00005726,-268945.18750000,0,0,0
1322939167.61365271,-0.00000565,0.00005726,-268950.31250000,0,0,0
1322939167.66471887,-0.00000565,0.00005726,-268953.71875000,0,0,0
1322939167.72463512,-0.00000572,0.00005717,-268958.00000000,0,0,0
1322939167.76516700,-0.00000572,0.00005717,-268963.12500000,0,0,0
1322939167.81774449,-0.00000572,0.00005717,-268966.56250000,0,0,0
1322939167.86463332,-0.00000565,0.00005727,-268970.84375000,0,0,0
1322939167.92564321,-0.00000572,0.00005717,-268975.12500000,0,0,0
