Time_in_sec,gx,gy,gz
1322933175.57364440,-0.00770443,0.00613634,-0.99995149
1322933175.62458301,-0.00741307,0.00608469,-0.99995401
1322933175.67253709,-0.00731364,0.00621765,-0.99995392
1322933175.72452617,-0.00717631,0.00616115,-0.99995527
1322933175.77254343,-0.00714304,0.00609204,-0.99995593
1322933175.82565188,-0.00718084,0.00630742,-0.99995432
1322933175.87351680,-0.00722543,0.00647010,-0.99995296
1322933175.92465186,-0.00706032,0.00656742,-0.99995351
1322933175.97260928,-0.00688590,0.00630534,-0.99995641
1322933176.02464032,-0.00705733,0.00649580,-0.99995400
1322933176.07263660,-0.00706203,0.00664260,-0.99995300
1322933176.12464428,-0.00722304,0.00684345,-0.99995050
1322933176.17263746,-0.00705291,0.00680691,-0.99995196
1322933176.22465229,-0.00715516,0.00684968,-0.99995094
1322933176.27264619,-0.00730826,0.00687125,-0.99994969
1322933176.32564712,-0.00740330,0.00694151,-0.99994850
1322933176.37264013,-0.00764540,0.00711062,-0.99994549
1322933176.42464590,-0.00761487,0.00712051,-0.99994565
1322933176.47263813,-0.00731322,0.00718957,-0.99994741
1322933176.52572966,-0.00714901,0.00730989,-0.99994773
1322933176.57265878,-0.00682846,0.00716465,-0.99995102
1322933176.62564278,-0.00705627,0.00710156,-0.99994989
1322933176.67265725,-0.00700003,0.00689078,-0.99995176
1322933176.72564387,-0.00729671,0.00687788,-0.99994973
1322933176.77367902,-0.00727540,0.00701104,-0.99994896
1322933176.82567358,-0.00742727,0.00689452,-0.99994865
1322933176.87366843,-0.00740545,0.00699287,-0.99994813
1322933176.92464423,-0.00769743,0.00675558,-0.99994755
1322933176.97264361,-0.00797270,0.00664112,-0.99994616
1322933177.02464509,-0.00830774,0.00651093,-0.99994429
1322933177.07263613,-0.00829362,0.00655547,-0.99994412
1322933177.12566376,-0.00812966,0.00664213,-0.99994489
1322933177.17265368,-0.00836065,0.00670137,-0.99994259
1322933177.22559428,-0.00802944,0.00674404,-0.99994502
1322933177.27265644,-0.00784342,0.00676495,-0.99994636
1322933177.32452178,-0.00790338,0.00693810,-0.99994470
1322933177.37264514,-0.00803882,0.00700390,-0.99994316
1322933177.42557168,-0.00786023,0.00689592,-0.99994533
1322933177.47257161,-0.00793885,0.00682417,-0.99994520
1322933177.52464032,-0.00795451,0.00695125,-0.99994420
1322933177.57259393,-0.00802153,0.00732071,-0.99994103
1322933177.62195730,-0.00809553,0.00715838,-0.99994161
1322933177.67357278,-0.00797773,0.00731914,-0.99994139
1322933177.72476935,-0.00795074,0.00743067,-0.99994078
1322933177.77265024,-0.00802240,0.00755520,-0.99993928
1322933177.82555723,-0.00794920,0.00754815,-0.99993992
1322933177.87264037,-0.00784092,0.00759565,-0.99994041
1322933177.92456436,-0.00789097,0.00768229,-0.99993936
1322933177.97252178,-0.00756113,0.00783935,-0.99994069
1322933178.02457309,-0.00771322,0.00794972,-0.99993865
1322933178.07264996,-0.00805454,0.00829659,-0.99993314
1322933178.12464619,-0.00813425,0.00823023,-0.99993305
1322933178.17256713,-0.00809733,0.00820706,-0.99993354
1322933178.22564888,-0.00812721,0.00817914,-0.99993352
1322933178.27264071,-0.00801332,0.00795441,-0.99993626
1322933178.32465482,-0.00805363,0.00807403,-0.99993497
1322933178.37264967,-0.00793682,0.00802900,-0.99993627
1322933178.42566013,-0.00798011,0.00823626,-0.99993424
1322933178.47364950,-0.00784535,0.00832078,-0.99993461
1322933178.52566075,-0.00766622,0.00857880,-0.99993381
1322933178.57364774,-0.00759969,0.00852790,-0.99993476
1322933178.62458014,-0.00749804,0.00866481,-0.99993435
1322933178.67256641,-0.00734384,0.00878751,-0.99993442
1322933178.72457242,-0.00721108,0.00844828,-0.99993831
1322933178.77265525,-0.00724350,0.00860747,-0.99993672
1322933178.82566977,-0.00714482,0.00870645,-0.99993657
1322933178.87368512,-0.00706471,0.00862341,-0.99993786
1322933178.92567801,-0.00713071,0.00864730,-0.99993719
1322933178.97353458,-0.00717495,0.00843570,-0.99993868
1322933179.02482963,-0.00730881,0.00837860,-0.99993819
1322933179.07264709,-0.00744141,0.00856120,-0.99993566
1322933179.12456727,-0.00738315,0.00869534,-0.99993494
1322933179.17252922,-0.00744791,0.00873328,-0.99993413
1322933179.22559714,-0.00734953,0.00874205,-0.99993478
1322933179.27265143,-0.00732331,0.00869296,-0.99993540
1322933179.32456946,-0.00725819,0.00873440,-0.99993551
1322933179.37264490,-0.00729779,0.00872985,-0.99993526
1322933179.42553639,-0.00732906,0.00889100,-0.99993362
1322933179.47253346,-0.00728283,0.00876175,-0.99993509
1322933179.52461028,-0.00746904,0.00869784,-0.99993428
1322933179.57265735,-0.00760474,0.00853698,-0.99993464
1322933179.62501073,-0.00765014,0.00852379,-0.99993441
1322933179.67265821,-0.00747899,0.00856460,-0.99993535
1322933179.72511268,-0.00755830,0.00871755,-0.99993344
