Time_in_sec,Mx,My,Mz
1322939165.27435112,-0.08818816,0.35746500,-0.85459262
1322939165.31369352,-0.08466089,0.36019456,-0.85414571
1322939165.37767005,-0.08439004,0.35631415,-0.85689175
1322939165.42566562,-0.08613731,0.36098787,-0.85609615
1322939165.47660255,-0.08418260,0.35828835,-0.85317415
1322939165.51769233,-0.08629893,0.35905749,-0.85223770
1322939165.57659960,-0.08792351,0.35532349,-0.85496020
1322939165.61657047,-0.08379088,0.35828671,-0.85341752
1322939165.67767048,-0.08425317,0.35618654,-0.85688299
1322939165.72456884,-0.08370566,0.36068633,-0.85396194
1322939165.77772379,-0.08455281,0.36170873,-0.85441655
1322939165.81764221,-0.08592514,0.35931101,-0.85274971
1322939165.86564851,-0.08497986,0.35504615,-0.85558730
1322939165.91656971,-0.08581897,0.35707396,-0.85578316
1322939165.96465373,-0.08481893,0.35692781,-0.85492772
1322939166.01370525,-0.08596198,0.35493714,-0.85617405
1322939166.07323456,-0.08583294,0.35682487,-0.85604781
1322939166.12455964,-0.08454497,0.35969335,-0.85453397
1322939166.17755198,-0.08662808,0.36035469,-0.85532218
1322939166.22456241,-0.08430015,0.35906604,-0.85504687
1322939166.27651882,-0.08590193,0.35844994,-0.85473514
1322939166.31656337,-0.08683515,0.35921264,-0.85439545
1322939166.36567497,-0.08671351,0.35493430,-0.85515398
1322939166.42464066,-0.08395305,0.35771281,-0.85847169
1322939166.47322226,-0.08606003,0.35918653,-0.85275650
1322939166.52564931,-0.08418655,0.35879257,-0.85317808
1322939166.56567097,-0.08552061,0.36187312,-0.85699761
1322939166.61370492,-0.08542337,0.35556117,-0.85614794
1322939166.67738914,-0.08454426,0.35553959,-0.85503459
1322939166.72564316,-0.08682520,0.35895899,-0.85426009
1322939166.77655101,-0.08814723,0.35833824,-0.85379952
1322939166.82464027,-0.08700933,0.35793841,-0.85293430
1322939166.87657523,-0.08586009,0.35819021,-0.85406643
1322939166.91764355,-0.08716168,0.36010730,-0.85521799
1322939166.96455956,-0.08684650,0.35355076,-0.85528415
1322939167.01655746,-0.08597990,0.35519230,-0.85644275
1322939167.07764864,-0.08605003,0.35492954,-0.85538179
1322939167.12564659,-0.08465241,0.35802877,-0.85200316
1322939167.17655849,-0.08701782,0.36010420,-0.85507685
1322939167.21766758,-0.08712631,0.35755876,-0.85267246
1322939167.26454759,-0.08602504,0.35580584,-0.85485536
1322939167.32464933,-0.08632272,0.35606566,-0.85527295
1322939167.37657142,-0.08366644,0.36082911,-0.85555524
1322939167.42564440,-0.08489174,0.36107093,-0.85336816
1322939167.47366190,-0.08751564,0.35833958,-0.85456067
1322939167.51367569,-0.08532748,0.35856363,-0.85417163
1322939167.57365561,-0.08618782,0.35619015,-0.85526615
1322939167.61365914,-0.08566727,0.36006576,-0.85287350
1322939167.66472507,-0.08517439,0.35745040,-0.85628062
1322939167.72464156,-0.08558267,0.35340303,-0.85454655
1322939167.76517320,-0.08594017,0.35818109,-0.85314083
1322939167.81775093,-0.08612113,0.35479286,-0.85432184
1322939167.86463952,-0.08758359,0.35583523,-0.85600758
1322939167.92565060,-0.08673300,0.35647288,-0.85755819
1322939167.97663546,-0.08728111,0.35794154,-0.85294986
1322939168.02564692,-0.08647771,0.35843793,-0.85304052
1322939168.07766581,-0.08843059,0.35887146,-0.85621136
