Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322940587.61775231,-0.00000607,0.00007002,-404988.40625000,0,0,0
1322940756.36582613,-0.00000587,0.00007123,-423046.75000000,0,0,0
1322940756.41768122,-0.00000594,0.00007132,-423052.15625000,0,0,0
1322940756.46856308,-0.00000587,0.00007124,-423057.59375000,0,0,0
1322940756.51651192,-0.00000594,0.00007133,-423063.00000000,0,0,0
1322940756.56664658,-0.00000587,0.00007124,-423068.40625000,0,0,0
1322940756.61663175,-0.00000594,0.00007133,-423073.81250000,0,0,0
1322940756.66564083,-0.00000587,0.00007124,-423079.21875000,0,0,0
1322940756.71663046,-0.00000594,0.00007133,-423084.65625000,0,0,0
1322940756.76566339,-0.00000587,0.00007124,-423090.06250000,0,0,0
1322940756.81655335,-0.00000595,0.00007133,-423095.46875000,0,0,0
1322940756.86566639,-0.00000587,0.00007124,-423100.87500000,0,0,0
1322940756.91652203,-0.00000595,0.00007133,-423106.28125000,0,0,0
1322940756.96964717,-0.00000587,0.00007124,-423111.71875000,0,0,0
1322940757.01749063,-0.00000595,0.00007133,-423117.12500000,0,0,0
1322940757.06563520,-0.00000587,0.00007124,-423122.53125000,0,0,0
1322940757.11664581,-0.00000595,0.00007133,-423127.93750000,0,0,0
1322940757.16571093,-0.00000587,0.00007124,-423133.34375000,0,0,0
1322940757.21755719,-0.00000595,0.00007133,-423138.78125000,0,0,0
1322940757.26963830,-0.00000587,0.00007124,-423144.18750000,0,0,0
1322940757.31756687,-0.00000595,0.00007133,-423149.59375000,0,0,0
1322940757.36564851,-0.00000587,0.00007124,-423155.00000000,0,0,0
1322940757.41654277,-0.00000595,0.00007133,-423160.40625000,0,0,0
1322940757.46863675,-0.00000587,0.00007125,-423165.84375000,0,0,0
1322940757.51654983,-0.00000595,0.00007134,-423171.25000000,0,0,0
1322940757.56964183,-0.00000587,0.00007125,-423176.65625000,0,0,0
1322940757.61663270,-0.00000595,0.00007134,-423182.06250000,0,0,0
1322940757.66564608,-0.00000587,0.00007125,-423187.46875000,0,0,0
1322940757.71766543,-0.00000595,0.00007134,-423192.90625000,0,0,0
1322940757.76566005,-0.00000587,0.00007125,-423198.31250000,0,0,0
1322940757.81654954,-0.00000595,0.00007134,-423203.71875000,0,0,0
1322940757.86867285,-0.00000588,0.00007125,-423209.12500000,0,0,0
1322940757.91763878,-0.00000595,0.00007134,-423214.53125000,0,0,0
1322940757.96864676,-0.00000588,0.00007125,-423219.96875000,0,0,0
1322940758.01869607,-0.00000595,0.00007134,-423225.37500000,0,0,0
1322940758.06566715,-0.00000588,0.00007125,-423230.78125000,0,0,0
1322940758.11765122,-0.00000595,0.00007134,-423236.18750000,0,0,0
1322940758.16550851,-0.00000588,0.00007125,-423241.62500000,0,0,0
1322940758.21663642,-0.00000595,0.00007134,-423247.03125000,0,0,0
1322940758.26563859,-0.00000588,0.00007125,-423252.43750000,0,0,0
1322940758.31664133,-0.00000595,0.00007134,-423257.84375000,0,0,0
1322940758.36863327,-0.00000588,0.00007125,-423263.28125000,0,0,0
1322940758.41663218,-0.00000595,0.00007135,-423268.68750000,0,0,0
