Time_in_sec,Latitude,Longitude,Altitude,Nbsat_max_qualitysignal,Nbsat_locked,valid_data
1322937055.72050714,-0.00000896,0.00003847,-118404.58593750,0,1,0
1322937300.67372680,-0.00000679,0.00004283,-132868.01562500,0,1,0
1322937300.72064781,-0.00000679,0.00004287,-132871.04687500,0,1,0
1322937300.77370453,-0.00000679,0.00004283,-132874.07812500,0,1,0
1322937300.81248426,-0.00000679,0.00004287,-132877.10937500,0,1,0
1322937300.87263703,-0.00000679,0.00004287,-132879.53125000,0,1,0
1322937300.92054677,-0.00000679,0.00004287,-132883.15625000,0,1,0
1322937300.97266531,-0.00000679,0.00004283,-132886.18750000,0,1,0
1322937301.02172303,-0.00000679,0.00004287,-132889.21875000,0,1,0
1322937301.07250571,-0.00000679,0.00004283,-132892.25000000,0,1,0
1322937301.12172532,-0.00000679,0.00004287,-132895.28125000,0,1,0
1322937301.17252755,-0.00000679,0.00004283,-132898.29687500,0,1,0
1322937301.22169614,-0.00000679,0.00004287,-132901.32812500,0,1,0
1322937301.27252674,-0.00000679,0.00004283,-132904.35937500,0,1,0
1322937301.32453322,-0.00000679,0.00004287,-132907.39062500,0,1,0
1322937301.37263966,-0.00000679,0.00004283,-132910.42187500,0,1,0
1322937301.42169333,-0.00000678,0.00004287,-132913.45312500,0,1,0
1322937301.47265053,-0.00000679,0.00004283,-132916.46875000,0,1,0
1322937301.52171874,-0.00000678,0.00004287,-132919.50000000,0,1,0
1322937301.57252359,-0.00000679,0.00004283,-132922.53125000,0,1,0
1322937301.62168121,-0.00000678,0.00004287,-132925.56250000,0,1,0
1322937301.67265701,-0.00000679,0.00004283,-132928.59375000,0,1,0
1322937301.72168612,-0.00000678,0.00004287,-132931.62500000,0,1,0
1322937301.77254796,-0.00000679,0.00004283,-132934.64062500,0,1,0
1322937301.82074523,-0.00000678,0.00004287,-132937.67187500,0,1,0
1322937301.87255478,-0.00000679,0.00004283,-132940.70312500,0,1,0
1322937301.92171717,-0.00000678,0.00004287,-132943.73437500,0,1,0
1322937301.97368622,-0.00000679,0.00004283,-132946.76562500,0,1,0
1322937302.02068138,-0.00000678,0.00004287,-132949.79687500,0,1,0
1322937302.07365561,-0.00000679,0.00004283,-132952.82812500,0,1,0
1322937302.12068582,-0.00000678,0.00004287,-132955.84375000,0,1,0
1322937302.17367721,-0.00000679,0.00004283,-132958.87500000,0,1,0
1322937302.22055459,-0.00000678,0.00004287,-132961.90625000,0,1,0
1322937302.27366590,-0.00000679,0.00004283,-132964.93750000,0,1,0
1322937302.32068348,-0.00000678,0.00004287,-132967.96875000,0,1,0
1322937302.37252998,-0.00000678,0.00004283,-132971.00000000,0,1,0
1322937302.42051888,-0.00000678,0.00004287,-132974.03125000,0,1,0
1322937302.47359705,-0.00000678,0.00004283,-132977.06250000,0,1,0
1322937302.52068806,-0.00000678,0.00004287,-132980.07812500,0,1,0
