Time_in_sec,gx,gy,gz
1322941044.16864991,-0.00157120,0.00990626,-0.99994970
1322941044.21758938,-0.00171226,0.00982625,-0.99995026
1322941044.26869321,-0.00199922,0.00982938,-0.99994969
1322941044.31656384,-0.00202417,0.00979492,-0.99994998
1322941044.36864591,-0.00201174,0.00955699,-0.99995231
1322941044.41771817,-0.00227605,0.00938204,-0.99995340
1322941044.47056413,-0.00217244,0.00951453,-0.99995238
1322941044.51657748,-0.00239926,0.00956085,-0.99995142
1322941044.56851816,-0.00244421,0.00944564,-0.99995240
1322941044.61736512,-0.00236285,0.00942312,-0.99995281
1322941044.66667533,-0.00253994,0.00968279,-0.99994989
1322941044.71656251,-0.00260700,0.00973365,-0.99994923
1322941044.76559830,-0.00277863,0.00968162,-0.99994927
1322941044.81653070,-0.00282901,0.00949192,-0.99995095
1322941044.86864233,-0.00279213,0.00934574,-0.99995243
1322941044.91652036,-0.00277886,0.00958398,-0.99995021
1322941044.96557355,-0.00288455,0.00962689,-0.99994950
1322941045.01732540,-0.00282482,0.00952447,-0.99995065
1322941045.06556726,-0.00291570,0.00923717,-0.99995309
1322941045.11759853,-0.00303676,0.00922814,-0.99995281
1322941045.16853786,-0.00327749,0.00916471,-0.99995263
1322941045.21656132,-0.00326499,0.00931489,-0.99995129
1322941045.26964593,-0.00329602,0.00936262,-0.99995074
1322941045.31656122,-0.00338288,0.00902871,-0.99995352
1322941045.36964059,-0.00353466,0.00892028,-0.99995397
1322941045.41739225,-0.00346517,0.00868131,-0.99995631
1322941045.46558332,-0.00350087,0.00855700,-0.99995726
1322941045.51666117,-0.00348084,0.00871514,-0.99995596
1322941045.56855083,-0.00357766,0.00849300,-0.99995753
1322941045.61650586,-0.00350600,0.00872258,-0.99995581
1322941045.66943288,-0.00338443,0.00854118,-0.99995780
1322941045.71656251,-0.00341370,0.00837779,-0.99995908
1322941045.76960063,-0.00337603,0.00838100,-0.99995918
1322941045.81657290,-0.00325938,0.00843706,-0.99995910
1322941045.86952925,-0.00337421,0.00848281,-0.99995833
1322941045.91672230,-0.00338907,0.00825120,-0.99996022
1322941045.96957445,-0.00351730,0.00802176,-0.99996164
1322941046.01779747,-0.00352009,0.00816662,-0.99996046
1322941046.06965661,-0.00345885,0.00836697,-0.99995901
1322941046.11714768,-0.00339408,0.00849797,-0.99995813
1322941046.16856050,-0.00345178,0.00839273,-0.99995882
1322941046.21765471,-0.00349164,0.00843131,-0.99995836
1322941046.26960850,-0.00312336,0.00845561,-0.99995937
1322941046.31673431,-0.00321929,0.00835254,-0.99995993
1322941046.36855865,-0.00317624,0.00826977,-0.99996076
1322941046.41768599,-0.00297032,0.00816478,-0.99996226
1322941046.46556711,-0.00288294,0.00802746,-0.99996362
1322941046.51673555,-0.00279301,0.00800291,-0.99996408
1322941046.56554389,-0.00293936,0.00773366,-0.99996577
1322941046.61656857,-0.00298168,0.00754961,-0.99996706
1322941046.66602230,-0.00304177,0.00750524,-0.99996721
1322941046.71661353,-0.00304752,0.00775700,-0.99996527
1322941046.76678133,-0.00300522,0.00760251,-0.99996658
1322941046.81655979,-0.00280432,0.00744886,-0.99996832
1322941046.86676741,-0.00290516,0.00735044,-0.99996877
1322941046.91756129,-0.00277882,0.00726740,-0.99996973
1322941046.96853948,-0.00266625,0.00761196,-0.99996747
1322941047.01655936,-0.00268138,0.00749634,-0.99996831
1322941047.06854606,-0.00281953,0.00756759,-0.99996739
1322941047.11733413,-0.00284577,0.00758545,-0.99996718
1322941047.16652369,-0.00266359,0.00742180,-0.99996891
1322941047.21755457,-0.00247296,0.00750649,-0.99996877
1322941047.26684070,-0.00256494,0.00741532,-0.99996922
1322941047.31652737,-0.00263839,0.00755143,-0.99996801
1322941047.36669135,-0.00244172,0.00754736,-0.99996854
1322941047.41764665,-0.00223003,0.00771494,-0.99996775
1322941047.46856952,-0.00214254,0.00770059,-0.99996805
1322941047.51654720,-0.00218433,0.00775243,-0.99996756
1322941047.56671309,-0.00215458,0.00767127,-0.99996825
1322941047.61654902,-0.00218561,0.00768589,-0.99996807
1322941047.66964817,-0.00214106,0.00765264,-0.99996843
1322941047.71764898,-0.00216764,0.00781625,-0.99996710
1322941047.76855302,-0.00222758,0.00773128,-0.99996763
1322941047.81657338,-0.00215618,0.00787221,-0.99996669
1322941047.86671233,-0.00214268,0.00795399,-0.99996607
1322941047.91708755,-0.00203138,0.00788562,-0.99996684
1322941047.96965599,-0.00216077,0.00769628,-0.99996805
1322941048.01656795,-0.00193382,0.00785057,-0.99996731
1322941048.06564355,-0.00204703,0.00769541,-0.99996829
1322941048.11657357,-0.00210711,0.00739973,-0.99997040
1322941048.16567254,-0.00211572,0.00751219,-0.99996954
1322941048.21656013,-0.00224954,0.00770481,-0.99996779
1322941048.26956367,-0.00237555,0.00762773,-0.99996809
1322941048.31653547,-0.00230042,0.00751291,-0.99996913
1322941048.36564350,-0.00234464,0.00755944,-0.99996868
1322941048.41657472,-0.00228225,0.00768687,-0.99996785
1322941048.46965027,-0.00226598,0.00746457,-0.99996957
1322941048.51680589,-0.00237210,0.00795903,-0.99996551
1322941048.56565928,-0.00223451,0.00803005,-0.99996526
1322941048.61758685,-0.00235260,0.00794243,-0.99996569
1322941048.66967249,-0.00242962,0.00812401,-0.99996405
1322941048.71656084,-0.00223057,0.00798635,-0.99996562
1322941048.76568055,-0.00216918,0.00808644,-0.99996495
1322941048.81696177,-0.00203585,0.00783730,-0.99996722
1322941048.86569715,-0.00196186,0.00771261,-0.99996833
1322941048.91656137,-0.00179441,0.00771807,-0.99996861
1322941048.96958447,-0.00168631,0.00783042,-0.99996792
1322941049.01682067,-0.00177571,0.00786004,-0.99996753
1322941049.06567574,-0.00179768,0.00758923,-0.99996959
1322941049.11650658,-0.00159093,0.00766463,-0.99996936
1322941049.16952229,-0.00171959,0.00730269,-0.99997186
1322941049.21656299,-0.00203249,0.00721622,-0.99997190
1322941049.26958299,-0.00217671,0.00731767,-0.99997086
1322941049.31660628,-0.00227779,0.00740176,-0.99997001
1322941049.36567378,-0.00215367,0.00735446,-0.99997064
1322941049.41736674,-0.00215337,0.00740873,-0.99997024
1322941049.46564746,-0.00209676,0.00741014,-0.99997035
1322941049.51654792,-0.00210303,0.00750297,-0.99996964
1322941049.56853247,-0.00210588,0.00739730,-0.99997042
1322941049.61665630,-0.00188429,0.00779123,-0.99996787
1322941049.66567421,-0.00179231,0.00796147,-0.99996670
1322941049.71681356,-0.00160920,0.00788715,-0.99996760
1322941049.76574183,-0.00132328,0.00789699,-0.99996794
1322941049.81759477,-0.00117222,0.00790120,-0.99996810
1322941049.86572027,-0.00150714,0.00802351,-0.99996668
1322941049.91657495,-0.00143042,0.00808072,-0.99996633
1322941049.96855974,-0.00164367,0.00805389,-0.99996622
1322941050.01652002,-0.00160167,0.00800078,-0.99996671
1322941050.06569529,-0.00146962,0.00819762,-0.99996532
1322941050.11726379,-0.00172799,0.00846590,-0.99996267
1322941050.16569662,-0.00192280,0.00825877,-0.99996405
1322941050.21657205,-0.00186369,0.00835431,-0.99996337
1322941050.26570201,-0.00205948,0.00824750,-0.99996387
1322941050.31664228,-0.00198319,0.00816431,-0.99996470
1322941050.36956716,-0.00207477,0.00827886,-0.99996358
1322941050.41759253,-0.00191745,0.00825545,-0.99996408
1322941050.46570086,-0.00207166,0.00830502,-0.99996337
1322941050.51770473,-0.00220954,0.00822850,-0.99996370
1322941050.56571269,-0.00218047,0.00815401,-0.99996438
1322941050.61654329,-0.00198651,0.00842041,-0.99996257
1322941050.66852880,-0.00222191,0.00825337,-0.99996347
1322941050.71657920,-0.00211965,0.00834288,-0.99996295
1322941050.76567245,-0.00195341,0.00835483,-0.99996319
1322941050.81754637,-0.00181891,0.00822805,-0.99996449
1322941050.86570239,-0.00165009,0.00812633,-0.99996562
1322941050.91654730,-0.00178328,0.00786274,-0.99996750
1322941050.96565390,-0.00201857,0.00783260,-0.99996729
1322941051.01734066,-0.00227671,0.00771847,-0.99996762
1322941051.06967831,-0.00248620,0.00802010,-0.99996475
1322941051.11665964,-0.00260833,0.00807533,-0.99996399
1322941051.16556787,-0.00257121,0.00781855,-0.99996613
1322941051.21777391,-0.00259082,0.00798354,-0.99996477
1322941051.26566052,-0.00258257,0.00818354,-0.99996318
1322941051.31664443,-0.00239051,0.00822548,-0.99996331
1322941051.36552691,-0.00238665,0.00799284,-0.99996521
1322941051.41665792,-0.00209164,0.00788301,-0.99996674
1322941051.46862054,-0.00214729,0.00813792,-0.99996458
1322941051.51657963,-0.00228389,0.00831186,-0.99996285
1322941051.56965446,-0.00228855,0.00833358,-0.99996266
1322941051.61655688,-0.00250281,0.00814923,-0.99996366
1322941051.66867447,-0.00246165,0.00828546,-0.99996265
1322941051.71659827,-0.00241172,0.00832281,-0.99996246
1322941051.76568437,-0.00237177,0.00813757,-0.99996408
1322941051.81697226,-0.00239333,0.00817676,-0.99996371
1322941051.86956549,-0.00217632,0.00802211,-0.99996545
1322941051.91658187,-0.00218351,0.00799171,-0.99996568
1322941051.96579123,-0.00212970,0.00792393,-0.99996634
1322941052.01768017,-0.00216670,0.00788970,-0.99996653
1322941052.06580591,-0.00233169,0.00797665,-0.99996547
1322941052.11654949,-0.00195791,0.00788718,-0.99996698
1322941052.16583538,-0.00196307,0.00798638,-0.99996618
1322941052.21676540,-0.00194750,0.00789938,-0.99996690
1322941052.26521158,-0.00181875,0.00809883,-0.99996555
1322941052.31661725,-0.00167460,0.00817840,-0.99996515
1322941052.36517048,-0.00161229,0.00819174,-0.99996515
1322941052.41667891,-0.00186231,0.00818472,-0.99996477
1322941052.46864653,-0.00166416,0.00803732,-0.99996632
1322941052.51690221,-0.00146147,0.00810436,-0.99996609
1322941052.56865478,-0.00147444,0.00824236,-0.99996494
1322941052.61777353,-0.00118351,0.00823021,-0.99996543
1322941052.66611147,-0.00122092,0.00823810,-0.99996532
1322941052.71712875,-0.00100055,0.00808062,-0.99996685
1322941052.76859593,-0.00099906,0.00807157,-0.99996693
1322941052.81747270,-0.00091378,0.00828993,-0.99996522
1322941052.86658168,-0.00096775,0.00822900,-0.99996567
1322941052.91760445,-0.00101810,0.00836023,-0.99996453
1322941052.96670580,-0.00107393,0.00831939,-0.99996482
1322941053.01764345,-0.00092103,0.00826414,-0.99996543
1322941053.06958294,-0.00071674,0.00797313,-0.99996796
1322941053.11810541,-0.00087906,0.00787481,-0.99996861
1322941053.16868138,-0.00057993,0.00782339,-0.99996923
1322941053.21655798,-0.00061793,0.00794989,-0.99996821
1322941053.26896405,-0.00063896,0.00805589,-0.99996735
1322941053.31707263,-0.00078448,0.00788690,-0.99996859
1322941053.36966705,-0.00091379,0.00785370,-0.99996874
1322941053.41765690,-0.00103181,0.00768868,-0.99996991
1322941053.46564698,-0.00114062,0.00765580,-0.99997004
1322941053.51774001,-0.00104333,0.00764453,-0.99997024
1322941053.56566429,-0.00119613,0.00767070,-0.99996986
1322941053.61669683,-0.00124172,0.00741113,-0.99997177
1322941053.66966486,-0.00123833,0.00746997,-0.99997133
1322941053.71664310,-0.00119460,0.00742009,-0.99997176
1322941053.76566553,-0.00070440,0.00747880,-0.99997179
1322941053.81668925,-0.00068308,0.00729375,-0.99997317
1322941053.86870623,-0.00055167,0.00728894,-0.99997328
1322941053.91666031,-0.00075532,0.00736558,-0.99997259
1322941053.96853137,-0.00095012,0.00719184,-0.99997369
1322941054.01664567,-0.00089736,0.00720567,-0.99997364
1322941054.06956983,-0.00085979,0.00703390,-0.99997489
1322941054.11665320,-0.00074077,0.00728781,-0.99997317
1322941054.16862345,-0.00095255,0.00738709,-0.99997226
1322941054.21650004,-0.00101401,0.00755801,-0.99997092
1322941054.26914406,-0.00107605,0.00774269,-0.99996945
1322941054.31764650,-0.00099887,0.00767786,-0.99997003
1322941054.36854959,-0.00101550,0.00778338,-0.99996919
1322941054.41704679,-0.00111557,0.00768015,-0.99996988
1322941054.46865201,-0.00117592,0.00771548,-0.99996954
1322941054.51665688,-0.00146185,0.00762650,-0.99996985
1322941054.56957316,-0.00129236,0.00748298,-0.99997117
1322941054.61768460,-0.00144312,0.00758127,-0.99997022
1322941054.66865969,-0.00150995,0.00752581,-0.99997054
1322941054.71660447,-0.00130686,0.00770510,-0.99996946
1322941054.76958537,-0.00163815,0.00782436,-0.99996805
1322941054.81668949,-0.00158398,0.00786102,-0.99996785
1322941054.86966276,-0.00165538,0.00803769,-0.99996633
1322941054.91664696,-0.00153996,0.00796873,-0.99996706
1322941054.96674061,-0.00155977,0.00779946,-0.99996837
1322941055.01771259,-0.00155696,0.00776465,-0.99996864
1322941055.06677818,-0.00156191,0.00767840,-0.99996930
1322941055.11722589,-0.00147759,0.00797421,-0.99996711
1322941055.16870117,-0.00150000,0.00784103,-0.99996813
1322941055.21664214,-0.00146514,0.00777934,-0.99996867
1322941055.26877451,-0.00135849,0.00792806,-0.99996765
1322941055.31665349,-0.00120966,0.00793709,-0.99996777
1322941055.36870027,-0.00103316,0.00785733,-0.99996860
1322941055.41762018,-0.00125481,0.00816497,-0.99996588
1322941055.46865153,-0.00140981,0.00813387,-0.99996593
1322941055.51664734,-0.00131979,0.00806230,-0.99996663
1322941055.56946731,-0.00118078,0.00813053,-0.99996625
1322941055.61767983,-0.00108536,0.00800574,-0.99996736
1322941055.66674829,-0.00088762,0.00822580,-0.99996577
1322941055.71702027,-0.00093107,0.00818555,-0.99996606
1322941055.76855564,-0.00094057,0.00820228,-0.99996592
1322941055.81664395,-0.00087707,0.00839725,-0.99996436
1322941055.86958385,-0.00080574,0.00840608,-0.99996434
1322941055.91710663,-0.00079091,0.00855884,-0.99996306
1322941055.96864486,-0.00083950,0.00852456,-0.99996331
