Time_in_sec,Mx,My,Mz
1322937809.77359343,0.07148021,0.33291277,-0.77296782
1322937809.82054567,0.06875587,0.33090878,-0.77124941
1322937809.87357521,0.07000384,0.33063823,-0.77077782
1322937809.92154384,0.07066427,0.33002949,-0.77339137
1322937809.97356844,0.06709212,0.33116117,-0.76962006
1322937810.02252269,0.06900363,0.33191642,-0.77150834
1322937810.07259655,0.06908607,0.32951090,-0.77042347
1322937810.12056065,0.07040981,0.33292219,-0.77276343
1322937810.17357421,0.07038430,0.33000982,-0.77128261
1322937810.22158313,0.06797820,0.32829416,-0.77326620
1322937810.27356482,0.06786198,0.32977685,-0.77049530
1322937810.32071280,0.06966469,0.33216357,-0.77173799
1322937810.37257195,0.06806099,0.33091962,-0.77155471
1322937810.42079449,0.06917719,0.33115298,-0.77096164
1322937810.47256541,0.06875981,0.33040491,-0.77124548
1322937810.52239418,0.06791223,0.33054632,-0.77182603
1322937810.57273245,0.07025697,0.33104038,-0.77328932
1322937810.62114263,0.07054109,0.33138779,-0.77075273
1322937810.67354560,0.06845145,0.33104393,-0.77179891
1322937810.72056961,0.06982824,0.33064741,-0.77145189
1322937810.77056861,0.06810482,0.33141434,-0.77075917
1322937810.82136130,0.06822856,0.32990578,-0.77113926
1322937810.87255836,0.06865876,0.32901630,-0.77084255
1322937810.92153525,0.06854158,0.33281198,-0.77233803
1322937810.97367525,0.06772218,0.32927608,-0.77063239
1322937811.02169824,0.06927120,0.33141094,-0.77162212
1322937811.07366800,0.06807191,0.33054021,-0.77141851
1322937811.12078643,0.07023013,0.33142284,-0.77369201
1322937811.17255688,0.07003225,0.33216652,-0.77238101
1322937811.22055817,0.06844046,0.33041716,-0.77206045
1322937811.27256966,0.06761225,0.32902116,-0.77023840
1322937811.32167029,0.06844567,0.33381212,-0.77155423
1322937811.37256169,0.06815507,0.33218378,-0.77208990
1322937811.42056251,0.06958646,0.32989016,-0.77106166
1322937811.47251391,0.06784007,0.32952949,-0.77089310
1322937811.52221179,0.06914344,0.33241719,-0.77137130
1322937811.57254887,0.06906211,0.32850927,-0.77094859
1322937811.62104082,0.06806803,0.33205026,-0.77129716
1322937811.67255807,0.07048126,0.32988989,-0.77194011
1322937811.72164583,0.07195432,0.33352420,-0.77175027
1322937811.77445769,0.06754256,0.32878292,-0.77143568
1322937811.82164717,0.07065990,0.33050904,-0.77113783
1322937811.87366772,0.06775212,0.33052814,-0.76997602
1322937811.92161655,0.07022625,0.33293289,-0.77357066
1322937811.97256351,0.06711835,0.32992283,-0.77160114
1322937812.02058649,0.06864601,0.33166003,-0.77073014
1322937812.07253194,0.06942573,0.32901606,-0.77159548
1322937812.12054205,0.06808783,0.33053714,-0.77115202
1322937812.17367721,0.06942546,0.33319113,-0.77335268
1322937812.22053194,0.07087772,0.33026463,-0.77205306
1322937812.27254939,0.06849810,0.32914838,-0.77125108
1322937812.32055974,0.07024357,0.33064121,-0.77129531
1322937812.37252450,0.06898552,0.32915279,-0.77215278
1322937812.42054582,0.06813308,0.33093023,-0.77261299
1322937812.47367620,0.07012068,0.33001140,-0.77116489
1322937812.51251030,0.07170007,0.33342263,-0.77375579
1322937812.57371211,0.06684078,0.32967553,-0.77174789
1322937812.61365604,0.06990378,0.32912365,-0.77037394
1322937812.67370510,0.07068188,0.33176258,-0.77061474
1322937812.72160697,0.06959555,0.33177507,-0.77067679
1322937812.77372670,0.07036443,0.33051673,-0.77155310
1322937812.81251550,0.06724730,0.33180919,-0.77147496
1322937812.87364340,0.06819277,0.33041573,-0.77167624
1322937812.92072821,0.07024576,0.33340785,-0.77091736
1322937812.97364569,0.06986869,0.33368272,-0.77266717
1322937813.02107167,0.06944391,0.33278587,-0.77082574
1322937813.07256055,0.06841354,0.32979342,-0.77258855
1322937813.12060165,0.06693386,0.33106568,-0.77228403
1322937813.17365575,0.06947175,0.33227745,-0.77042204
1322937813.22053027,0.06855348,0.33230659,-0.77220082
1322937813.27366376,0.06803554,0.32901344,-0.76994860
1322937813.32053232,0.07079640,0.33455658,-0.77288628
1322937813.37366796,0.06825195,0.32887068,-0.76860738
1322937813.42062545,0.06907128,0.33140036,-0.77043837
1322937813.47255516,0.06909706,0.33013767,-0.77016193
1322937813.51251316,0.06792822,0.33154947,-0.77143419
1322937813.57364702,0.06887179,0.33141410,-0.77151215
1322937813.62165332,0.06974030,0.33164603,-0.77053481
1322937813.67255616,0.06843954,0.33154932,-0.77193618
1322937813.72156763,0.07111314,0.33175334,-0.77019167
1322937813.77254438,0.06944638,0.33356446,-0.77295595
1322937813.82064176,0.06860606,0.32965526,-0.77164704
1322937813.87266731,0.07061966,0.33049232,-0.76954657
1322937813.92055917,0.06616196,0.33169574,-0.77153605
1322937813.97260070,0.06690856,0.33117187,-0.77042729
1322937814.02320957,0.06849217,0.32990417,-0.77125704
1322937814.07255936,0.06902646,0.33103162,-0.77123487
1322937814.12065411,0.07193276,0.33229497,-0.77453083
1322937814.17369699,0.06920305,0.33089647,-0.77055991
1322937814.22064638,0.06777045,0.33029747,-0.77196503
1322937814.27265263,0.06743678,0.33104271,-0.77066177
1322937814.32057953,0.06872705,0.33154315,-0.77165413
1322937814.37256122,0.06948555,0.33051392,-0.77040815
1322937814.41343021,0.06820086,0.33242658,-0.77129233
1322937814.47255111,0.07000694,0.33227274,-0.77052420
1322937814.52168703,0.06962536,0.33101472,-0.77027112
1322937814.57281089,0.06790090,0.33308843,-0.77397007
1322937814.62065315,0.06957061,0.33089942,-0.77120286
1322937814.67251754,0.07022272,0.33127406,-0.77156681
1322937814.72166848,0.06910207,0.33051404,-0.77003169
1322937814.77306485,0.07030418,0.32899451,-0.77048296
1322937814.82054019,0.07049536,0.33215117,-0.77142495
