Time_in_sec,gx,gy,gz
1322933338.47354770,-0.01207433,0.00303833,-0.99992249
1322933338.52159977,-0.01217460,0.00296636,-0.99992149
1322933338.57259679,-0.01208070,0.00319236,-0.99992193
1322933338.62200904,-0.01212275,0.00303791,-0.99992190
1322933338.67358923,-0.01184708,0.00294382,-0.99992549
1322933338.72451448,-0.01203922,0.00309695,-0.99992273
1322933338.77257466,-0.01221001,0.00294354,-0.99992112
1322933338.82452798,-0.01250703,0.00303315,-0.99991718
1322933338.87258697,-0.01257757,0.00311456,-0.99991605
1322933338.92457271,-0.01263831,0.00324000,-0.99991488
1322933338.97257018,-0.01264501,0.00329262,-0.99991463
1322933339.02556467,-0.01273782,0.00314530,-0.99991392
1322933339.07256627,-0.01272886,0.00318699,-0.99991391
1322933339.12158608,-0.01270811,0.00326351,-0.99991392
1322933339.17260551,-0.01283560,0.00303634,-0.99991301
1322933339.22451401,-0.01273690,0.00281280,-0.99991493
1322933339.27267265,-0.01251430,0.00281992,-0.99991772
1322933339.32551336,-0.01267357,0.00295332,-0.99991533
1322933339.37256479,-0.01255601,0.00281914,-0.99991720
1322933339.42559409,-0.01256536,0.00288393,-0.99991689
1322933339.47257400,-0.01275015,0.00283809,-0.99991469
1322933339.52559137,-0.01270828,0.00265256,-0.99991573
1322933339.57358527,-0.01281940,0.00250499,-0.99991469
1322933339.62164640,-0.01287533,0.00260204,-0.99991372
1322933339.67256308,-0.01292034,0.00267732,-0.99991294
1322933339.72456503,-0.01283958,0.00284364,-0.99991353
1322933339.77256870,-0.01279843,0.00276350,-0.99991428
1322933339.82158971,-0.01264623,0.00278284,-0.99991616
1322933339.87357855,-0.01249945,0.00256807,-0.99991858
1322933339.92160940,-0.01266530,0.00270155,-0.99991614
1322933339.97253847,-0.01262641,0.00280220,-0.99991636
1322933340.02559137,-0.01257874,0.00278483,-0.99991701
1322933340.07359147,-0.01260015,0.00282528,-0.99991662
1322933340.12158155,-0.01258097,0.00264560,-0.99991736
1322933340.17256045,-0.01258024,0.00290178,-0.99991666
1322933340.22561169,-0.01249367,0.00288578,-0.99991779
1322933340.27256465,-0.01255807,0.00302703,-0.99991656
1322933340.32488799,-0.01263619,0.00297908,-0.99991572
1322933340.37257099,-0.01256232,0.00299679,-0.99991660
1322933340.42166543,-0.01278760,0.00332043,-0.99991272
1322933340.47256088,-0.01291067,0.00314289,-0.99991171
1322933340.52456832,-0.01287828,0.00299619,-0.99991258
1322933340.57365274,-0.01318698,0.00277697,-0.99990919
1322933340.62457681,-0.01329601,0.00286868,-0.99990749
1322933340.67358279,-0.01299731,0.00299674,-0.99991104
1322933340.72463226,-0.01300450,0.00274032,-0.99991168
1322933340.77256274,-0.01285012,0.00261851,-0.99991401
1322933340.82744670,-0.01287467,0.00276982,-0.99991328
1322933340.87255883,-0.01280773,0.00306255,-0.99991329
1322933340.92461157,-0.01283694,0.00341741,-0.99991176
1322933340.97366595,-0.01291640,0.00330456,-0.99991112
1322933341.02456522,-0.01301849,0.00337015,-0.99990958
1322933341.07365012,-0.01283645,0.00339271,-0.99991185
1322933341.12564850,-0.01279742,0.00340524,-0.99991231
1322933341.17267919,-0.01270933,0.00346472,-0.99991323
1322933341.22556734,-0.01264334,0.00337688,-0.99991437
1322933341.27261496,-0.01256947,0.00357340,-0.99991462
1322933341.32572746,-0.01256271,0.00331085,-0.99991560
1322933341.37285590,-0.01248979,0.00345060,-0.99991605
1322933341.42575765,-0.01248905,0.00346469,-0.99991601
1322933341.47302747,-0.01227096,0.00352975,-0.99991848
1322933341.52456808,-0.01240966,0.00341434,-0.99991717
1322933341.57324910,-0.01257818,0.00349268,-0.99991479
1322933341.62453842,-0.01261332,0.00330254,-0.99991500
1322933341.67255473,-0.01264366,0.00342873,-0.99991419
1322933341.72459459,-0.01288010,0.00328807,-0.99991164
1322933341.77254844,-0.01269836,0.00315936,-0.99991438
1322933341.82562232,-0.01276282,0.00328641,-0.99991315
1322933341.87260437,-0.01265813,0.00345121,-0.99991393
1322933341.92455220,-0.01254472,0.00325791,-0.99991600
1322933341.97292399,-0.01233209,0.00329249,-0.99991854
1322933342.02459860,-0.01237141,0.00328430,-0.99991808
1322933342.07308483,-0.01234375,0.00320347,-0.99991868
1322933342.12455440,-0.01211236,0.00319279,-0.99992155
1322933342.17252946,-0.01203350,0.00290489,-0.99992338
1322933342.22455955,-0.01196689,0.00269371,-0.99992477
1322933342.27256274,-0.01183964,0.00273164,-0.99992618
1322933342.32238317,-0.01169337,0.00285749,-0.99992755
1322933342.37251377,-0.01211408,0.00284636,-0.99992257
1322933342.42531657,-0.01188523,0.00269245,-0.99992574
1322933342.47372317,-0.01195915,0.00284666,-0.99992443
1322933342.52556348,-0.01193580,0.00306932,-0.99992406
1322933342.57264161,-0.01190896,0.00323644,-0.99992385
