Time_in_sec,gx,gy,gz
1322943435.27254915,-0.00431157,-0.00246799,-0.99998766
1322943435.32051110,-0.00440739,-0.00238717,-0.99998744
1322943435.37265253,-0.00451531,-0.00242719,-0.99998686
1322943435.42054772,-0.00430868,-0.00244777,-0.99998772
1322943435.47364783,-0.00434534,-0.00245902,-0.99998754
1322943435.52165270,-0.00444284,-0.00230207,-0.99998748
1322943435.57264161,-0.00443863,-0.00241065,-0.99998724
1322943435.62064052,-0.00445019,-0.00248443,-0.99998701
1322943435.66167140,-0.00426384,-0.00261713,-0.99998749
1322943435.72156000,-0.00425864,-0.00255768,-0.99998766
1322943435.77254796,-0.00413226,-0.00235101,-0.99998870
1322943435.82064152,-0.00419864,-0.00240684,-0.99998829
1322943435.87252760,-0.00434503,-0.00237260,-0.99998775
1322943435.91363978,-0.00423290,-0.00236364,-0.99998825
1322943435.97265673,-0.00426406,-0.00235621,-0.99998813
1322943436.02064610,-0.00430082,-0.00252891,-0.99998755
1322943436.07355738,-0.00424747,-0.00248677,-0.99998789
1322943436.11373663,-0.00459912,-0.00252976,-0.99998622
1322943436.17369890,-0.00456170,-0.00251063,-0.99998644
1322943436.22165060,-0.00437818,-0.00276101,-0.99998660
1322943436.27265978,-0.00441727,-0.00284355,-0.99998620
1322943436.31330085,-0.00426475,-0.00279644,-0.99998700
1322943436.37364912,-0.00444292,-0.00290298,-0.99998592
1322943436.42064691,-0.00412940,-0.00326798,-0.99998613
1322943436.47264457,-0.00412776,-0.00332291,-0.99998596
1322943436.52055860,-0.00411134,-0.00319344,-0.99998645
1322943436.57356930,-0.00423224,-0.00312414,-0.99998616
1322943436.62065125,-0.00436782,-0.00295337,-0.99998610
1322943436.66064763,-0.00436073,-0.00325067,-0.99998521
1322943436.72064018,-0.00441039,-0.00294216,-0.99998595
1322943436.77366328,-0.00448960,-0.00302898,-0.99998533
1322943436.82165742,-0.00461450,-0.00291057,-0.99998512
1322943436.87266016,-0.00462355,-0.00271760,-0.99998562
1322943436.91370893,-0.00445854,-0.00261645,-0.99998664
1322943436.97265935,-0.00439812,-0.00245782,-0.99998731
1322943437.02064443,-0.00438636,-0.00242413,-0.99998744
1322943437.07364774,-0.00462735,-0.00244234,-0.99998631
1322943437.12053943,-0.00455419,-0.00240847,-0.99998673
1322943437.17367435,-0.00474681,-0.00267695,-0.99998515
1322943437.22064447,-0.00479514,-0.00257722,-0.99998518
1322943437.27355075,-0.00470231,-0.00256710,-0.99998565
1322943437.32064676,-0.00494498,-0.00237203,-0.99998496
1322943437.37254953,-0.00492042,-0.00263056,-0.99998443
1322943437.41367650,-0.00493771,-0.00259543,-0.99998444
1322943437.47366357,-0.00519573,-0.00251368,-0.99998334
1322943437.52065969,-0.00518177,-0.00253437,-0.99998336
1322943437.57264495,-0.00502935,-0.00229385,-0.99998472
1322943437.62064314,-0.00474594,-0.00232377,-0.99998604
1322943437.66055012,-0.00463938,-0.00217353,-0.99998688
1322943437.72065187,-0.00465213,-0.00216530,-0.99998683
1322943437.77266026,-0.00487754,-0.00215672,-0.99998578
1322943437.82055140,-0.00489977,-0.00206474,-0.99998586
1322943437.87264609,-0.00471278,-0.00213449,-0.99998662
1322943437.92052913,-0.00456805,-0.00183768,-0.99998788
1322943437.97264600,-0.00459663,-0.00175294,-0.99998790
1322943438.02167249,-0.00493532,-0.00172885,-0.99998633
1322943438.07265353,-0.00479015,-0.00159098,-0.99998726
1322943438.12073159,-0.00475618,-0.00142177,-0.99998768
1322943438.16165853,-0.00448202,-0.00102622,-0.99998943
1322943438.22070169,-0.00430323,-0.00115197,-0.99999008
1322943438.27264166,-0.00403648,-0.00123313,-0.99999109
1322943438.32070732,-0.00400151,-0.00101845,-0.99999148
1322943438.37367225,-0.00404714,-0.00125340,-0.99999102
1322943438.42166805,-0.00399994,-0.00119204,-0.99999129
1322943438.47365308,-0.00439187,-0.00117910,-0.99998966
1322943438.52173972,-0.00428940,-0.00121042,-0.99999007
1322943438.57264614,-0.00460362,-0.00101063,-0.99998889
1322943438.61367846,-0.00481397,-0.00102876,-0.99998788
1322943438.66168308,-0.00482455,-0.00089104,-0.99998796
