Time_in_sec,gx,gy,gz
1322934538.51646972,-0.01151294,0.01336949,-0.99984434
1322934538.56961894,-0.01143614,0.01339848,-0.99984484
1322934538.61652040,-0.01129212,0.01351092,-0.99984496
1322934538.66468716,-0.01137242,0.01351462,-0.99984400
1322934538.71660113,-0.01141584,0.01364565,-0.99984172
1322934538.76469946,-0.01123706,0.01360966,-0.99984424
1322934538.81763220,-0.01121118,0.01367425,-0.99984365
1322934538.86469173,-0.01109045,0.01371882,-0.99984439
1322934538.91665053,-0.01092959,0.01357636,-0.99984810
1322934538.96469355,-0.01082338,0.01400021,-0.99984341
1322934539.01660371,-0.01070066,0.01393434,-0.99984565
1322934539.06471014,-0.01043203,0.01397012,-0.99984799
1322934539.11672854,-0.01038207,0.01418354,-0.99984551
1322934539.16469669,-0.01042017,0.01426125,-0.99984401
1322934539.21719599,-0.01047349,0.01422717,-0.99984393
1322934539.26672482,-0.01040368,0.01416144,-0.99984560
1322934539.31755519,-0.01043291,0.01411829,-0.99984590
1322934539.36568165,-0.01048789,0.01420097,-0.99984416
1322934539.41663909,-0.01045936,0.01411826,-0.99984563
1322934539.46565247,-0.01059938,0.01396263,-0.99984634
1322934539.51769876,-0.01048850,0.01390633,-0.99984829
1322934539.56469464,-0.01052114,0.01406816,-0.99984568
1322934539.61660933,-0.01074423,0.01400936,-0.99984414
1322934539.66469908,-0.01089490,0.01394239,-0.99984344
1322934539.71764970,-0.01081700,0.01406846,-0.99984252
1322934539.76668406,-0.01092730,0.01400547,-0.99984221
1322934539.81765008,-0.01102601,0.01399385,-0.99984129
1322934539.86565757,-0.01120588,0.01367882,-0.99984365
1322934539.91670704,-0.01104505,0.01388549,-0.99984259
1322934539.96572685,-0.01091592,0.01396059,-0.99984296
1322934540.01664925,-0.01103522,0.01402307,-0.99984078
1322934540.06683040,-0.01114946,0.01393730,-0.99984071
1322934540.11669707,-0.01114743,0.01392118,-0.99984096
1322934540.16571259,-0.01088546,0.01369063,-0.99984702
1322934540.21660995,-0.01078387,0.01372525,-0.99984765
1322934540.26569271,-0.01082564,0.01378933,-0.99984632
1322934540.31670904,-0.01070994,0.01388693,-0.99984621
1322934540.36582756,-0.01071438,0.01394347,-0.99984538
1322934540.41764903,-0.01076327,0.01408802,-0.99984283
1322934540.46569896,-0.01065328,0.01390263,-0.99984660
1322934540.51766944,-0.01055215,0.01396632,-0.99984679
1322934540.56570244,-0.01068396,0.01380188,-0.99984767
1322934540.61669564,-0.01080188,0.01363864,-0.99984864
1322934540.66468859,-0.01070825,0.01352782,-0.99985115
1322934540.71669579,-0.01089335,0.01360952,-0.99984805
1322934540.76566005,-0.01086398,0.01364390,-0.99984790
1322934540.81671500,-0.01081596,0.01359319,-0.99984911
1322934540.86565852,-0.01058309,0.01365153,-0.99985081
1322934540.91763949,-0.01032206,0.01373644,-0.99985237
1322934540.96564817,-0.01042353,0.01390904,-0.99984893
1322934541.01764679,-0.01051404,0.01406960,-0.99984574
1322934541.06565809,-0.01050147,0.01431748,-0.99984235
1322934541.11768198,-0.01067144,0.01403190,-0.99984460
1322934541.16564941,-0.01074645,0.01441036,-0.99983841
1322934541.21669698,-0.01078880,0.01418208,-0.99984122
1322934541.26564169,-0.01086141,0.01419539,-0.99984025
1322934541.31763744,-0.01080439,0.01423465,-0.99984031
1322934541.36563969,-0.01090773,0.01428658,-0.99983844
1322934541.41669750,-0.01097048,0.01434288,-0.99983695
1322934541.46564221,-0.01119780,0.01420773,-0.99983636
1322934541.51763582,-0.01109336,0.01438910,-0.99983493
1322934541.56559587,-0.01117367,0.01438942,-0.99983403
1322934541.61658311,-0.01092007,0.01435355,-0.99983735
1322934541.66576385,-0.01095426,0.01437040,-0.99983673
1322934541.71763468,-0.01076771,0.01434888,-0.99983907
1322934541.76563144,-0.01057826,0.01426094,-0.99984235
1322934541.81667638,-0.01049342,0.01420225,-0.99984408
1322934541.86559510,-0.01056088,0.01422836,-0.99984300
1322934541.91667199,-0.01066786,0.01426842,-0.99984129
1322934541.96556139,-0.01051076,0.01398338,-0.99984698
1322934542.02465796,-0.01073489,0.01411330,-0.99984278
1322934542.06657791,-0.01084620,0.01410979,-0.99984162
1322934542.11663294,-0.01084762,0.01412019,-0.99984146
1322934542.16468382,-0.01089388,0.01416630,-0.99984031
1322934542.22467017,-0.01097112,0.01438593,-0.99983633
1322934542.26618218,-0.01114435,0.01442986,-0.99983378
1322934542.31762481,-0.01096258,0.01411256,-0.99984032
1322934542.36466694,-0.01083173,0.01399791,-0.99984335
1322934542.41756439,-0.01094258,0.01396773,-0.99984257
1322934542.46560359,-0.01059987,0.01414752,-0.99984373
1322934542.51754713,-0.01045224,0.01389736,-0.99984880
1322934542.56560588,-0.01019417,0.01383309,-0.99985235
1322934542.61665583,-0.01051374,0.01367931,-0.99985116
1322934542.66465998,-0.01072240,0.01344828,-0.99985208
1322934542.71759081,-0.01048128,0.01348654,-0.99985412
1322934542.76561666,-0.01074252,0.01346024,-0.99985170
1322934542.82558680,-0.01081096,0.01329230,-0.99985321
1322934542.86559463,-0.01099921,0.01325890,-0.99985160
1322934542.91760588,-0.01060244,0.01320768,-0.99985656
1322934542.96463490,-0.01061065,0.01324892,-0.99985593
1322934543.01653290,-0.01027225,0.01305934,-0.99986196
1322934543.06457400,-0.01036629,0.01307138,-0.99986083
1322934543.11764002,-0.01045013,0.01291178,-0.99986203
1322934543.16451168,-0.01025775,0.01309952,-0.99986158
1322934543.22461462,-0.01010327,0.01295910,-0.99986498
1322934543.26555204,-0.01013864,0.01291539,-0.99986519
1322934543.31662488,-0.01012784,0.01270989,-0.99986793
1322934543.36461663,-0.00984677,0.01280264,-0.99986956
1322934543.42461538,-0.00974898,0.01284317,-0.99987000
1322934543.46556234,-0.01003108,0.01290089,-0.99986646
1322934543.51652312,-0.01005619,0.01269947,-0.99986879
1322934543.56558156,-0.01018430,0.01276861,-0.99986661
1322934543.62454486,-0.01002266,0.01279549,-0.99986790
1322934543.66555476,-0.00993533,0.01284719,-0.99986811
1322934543.71660352,-0.00980499,0.01272326,-0.99987098
1322934543.76461363,-0.00987113,0.01282959,-0.99986897
1322934543.81761432,-0.01006137,0.01294353,-0.99986561
1322934543.86460114,-0.01003067,0.01313269,-0.99986345
1322934543.92561340,-0.01001159,0.01328004,-0.99986169
1322934543.96568632,-0.00969690,0.01320568,-0.99986578
1322934544.02460313,-0.00971562,0.01331776,-0.99986411
1322934544.06459427,-0.00949888,0.01339088,-0.99986522
1322934544.11660600,-0.00961373,0.01319924,-0.99986667
1322934544.16460848,-0.00976760,0.01330750,-0.99986374
1322934544.21759510,-0.00958826,0.01329419,-0.99986566
1322934544.26459670,-0.00972312,0.01348501,-0.99986180
1322934544.32559180,-0.00963846,0.01363199,-0.99986062
1322934544.36558771,-0.00965453,0.01327019,-0.99986534
1322934544.41654873,-0.00948403,0.01337263,-0.99986560
1322934544.46451521,-0.00941531,0.01319961,-0.99986855
1322934544.51657963,-0.00938654,0.01313544,-0.99986967
1322934544.56458521,-0.00930339,0.01317621,-0.99986991
1322934544.61758018,-0.00929879,0.01319970,-0.99986964
1322934544.66456962,-0.00943691,0.01325299,-0.99986764
1322934544.72557735,-0.00947752,0.01321325,-0.99986778
1322934544.76560044,-0.00949030,0.01352947,-0.99986343
1322934544.82457304,-0.00927918,0.01341065,-0.99986702
1322934544.86558175,-0.00904316,0.01324683,-0.99987136
1322934544.91656899,-0.00910364,0.01326046,-0.99987063
1322934544.96456575,-0.00931186,0.01308040,-0.99987109
1322934545.01654220,-0.00904066,0.01319199,-0.99987211
1322934545.06561112,-0.00898540,0.01332133,-0.99987089
1322934545.11758137,-0.00891315,0.01333906,-0.99987130
1322934545.16456485,-0.00868089,0.01360204,-0.99986980
1322934545.22557592,-0.00868995,0.01332327,-0.99987348
1322934545.26556063,-0.00892407,0.01346116,-0.99986957
1322934545.31657386,-0.00886846,0.01359560,-0.99986825
1322934545.36457467,-0.00897776,0.01365671,-0.99986644
1322934545.41656375,-0.00880343,0.01379009,-0.99986616
1322934545.46558332,-0.00886445,0.01392475,-0.99986375
1322934545.51757479,-0.00903602,0.01377209,-0.99986433
1322934545.56557631,-0.00887868,0.01358181,-0.99986834
1322934545.62458229,-0.00908962,0.01331164,-0.99987008
1322934545.66558671,-0.00919031,0.01329477,-0.99986939
1322934545.71657419,-0.00922688,0.01335001,-0.99986831
1322934545.76456022,-0.00888640,0.01332287,-0.99987176
1322934545.81657696,-0.00888096,0.01319093,-0.99987356
1322934545.86456156,-0.00897369,0.01319280,-0.99987270
1322934545.91657376,-0.00914619,0.01303355,-0.99987323
1322934545.96564603,-0.00911689,0.01304771,-0.99987331
1322934546.02529907,-0.00885887,0.01298695,-0.99987642
1322934546.06557918,-0.00917526,0.01307812,-0.99987238
1322934546.11656046,-0.00900384,0.01319168,-0.99987245
1322934546.16569400,-0.00888385,0.01303595,-0.99987556
1322934546.21656775,-0.00868763,0.01285537,-0.99987963
1322934546.26460552,-0.00891793,0.01267485,-0.99987990
1322934546.31657124,-0.00895630,0.01255683,-0.99988105
1322934546.36451101,-0.00896776,0.01276528,-0.99987831
1322934546.41756415,-0.00894673,0.01285553,-0.99987734
1322934546.46645665,-0.00879118,0.01301385,-0.99987667
1322934546.52564287,-0.00854388,0.01314069,-0.99987715
1322934546.56560802,-0.00850775,0.01302837,-0.99987893
1322934546.61653399,-0.00857382,0.01299535,-0.99987880
1322934546.66558719,-0.00850223,0.01291679,-0.99988043
1322934546.71652079,-0.00868279,0.01286599,-0.99987953
1322934546.76657629,-0.00845419,0.01280622,-0.99988226
1322934546.81657791,-0.00849115,0.01279452,-0.99988209
1322934546.86457086,-0.00863305,0.01263283,-0.99988293
1322934546.91656470,-0.00847549,0.01241505,-0.99988701
1322934546.96456003,-0.00841738,0.01258308,-0.99988540
1322934547.01765275,-0.00850543,0.01273527,-0.99988273
1322934547.06569791,-0.00843258,0.01314434,-0.99987805
1322934547.11656189,-0.00840787,0.01300083,-0.99988014
1322934547.16457462,-0.00841838,0.01319231,-0.99987754
1322934547.21656227,-0.00866792,0.01302583,-0.99987759
1322934547.26511431,-0.00866647,0.01268550,-0.99988198
1322934547.32564211,-0.00861877,0.01272839,-0.99988185
1322934547.36528921,-0.00878576,0.01274061,-0.99988024
1322934547.41441417,-0.00895700,0.01273336,-0.99987881
1322934547.46457124,-0.00895330,0.01294366,-0.99987614
1322934547.51653123,-0.00902553,0.01260665,-0.99987980
1322934547.56473327,-0.00896741,0.01264559,-0.99987983
1322934547.61655736,-0.00934256,0.01275661,-0.99987498
1322934547.66456342,-0.00948817,0.01267858,-0.99987461
1322934547.71657252,-0.00959026,0.01229683,-0.99987840
1322934547.76457071,-0.00976511,0.01224440,-0.99987735
1322934547.81655192,-0.00959630,0.01216044,-0.99988001
1322934547.86455989,-0.00952040,0.01224733,-0.99987968
1322934547.91772366,-0.00948341,0.01231431,-0.99987920
1322934547.96570992,-0.00947258,0.01256713,-0.99987616
1322934548.01662040,-0.00925190,0.01237666,-0.99988060
